,id,country,c3,c2,year,gini_reported,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link
0,1,Afghanistan,AFG,AF,2008,29.0,,4.33,22.0,9.0,13.0,17.0,22.0,39.0,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Low income,31855.920000000002,,Afghan afghani 2016,Year,,,,1268.0,27722282.0,New 2019,High,12,National statistical authority,European Union and the Central Statistics Organization of Afghanistan,,Living Conditions Survey (LCS),https://cso-of-afghanistan.shinyapps.io/ALCS_Dashboard/
1,2,Afghanistan,AFG,AF,2012,33.0,,4.11,23.0,9.0,14.0,17.0,22.0,37.0,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Low income,32723.88,,Afghan afghani 2016,Year,,,,1773.0,31161378.0,New 2019,High,12,National statistical authority,European Union and the Central Statistics Organization of Afghanistan,,Living Conditions Survey (LCS),https://cso-of-afghanistan.shinyapps.io/ALCS_Dashboard/
2,3,Afghanistan,AFG,AF,2017,31.0,,4.44,22.0,9.0,13.0,16.0,22.0,40.0,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Low income,26792.28,,Afghan afghani 2016,Year,,,,1758.0,36296108.0,New 2019,High,12,National statistical authority,European Union and the Central Statistics Organization of Afghanistan,,Living Conditions Survey (LCS),https://eeas.europa.eu/regions/asia/44072/results-afghanistan-living-conditions-survey-alcs-2016-17-released_en
3,4,Albania,ALB,AL,1996,27.01,0.93,3.95,22.85,9.15,13.700000000000001,17.740000000000002,23.29,36.12,3.86,5.29,6.38,7.32,8.38,9.35,10.82,12.47,14.9,21.22,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,2254.11,1981.04,US$2011PPP,Year,,,,4635.0,3098699.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
4,5,Albania,ALB,AL,2002,31.740000000000002,1.22,4.83,20.93,8.35,12.58,16.490000000000002,22.21,40.37,3.49,4.86,5.84,6.74,7.65,8.84,10.23,11.98,14.93,25.44,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,2303.86,1900.3600000000001,US$2011PPP,Year,,,,6088.0,3126183.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
5,6,Albania,ALB,AL,2005,30.6,1.1400000000000001,4.66,21.3,8.4,12.9,17.02,22.5,39.17,3.48,4.92,5.98,6.92,7.99,9.040000000000001,10.370000000000001,12.13,14.83,24.34,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,2604.4,2216.2200000000003,US$2011PPP,Year,,,,7245.0,3086810.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6,7,Albania,ALB,AL,2008,29.98,1.11,4.4,21.94,8.870000000000001,13.07,16.84,22.23,39.0,3.73,5.14,6.09,6.98,7.91,8.92,10.3,11.93,14.540000000000001,24.46,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,2850.42,2385.31,US$2011PPP,Year,,,,8986.0,3002683.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
7,8,Albania,ALB,AL,2012,28.96,1.04,4.2700000000000005,22.02,8.85,13.17,17.34,22.81,37.82,3.66,5.19,6.140000000000001,7.03,8.08,9.26,10.52,12.290000000000001,14.89,22.93,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,2703.23,2340.56,US$2011PPP,Year,,,,10321.0,2914091.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8,9,Algeria,DZA,DZ,1988,40.19,1.9000000000000001,7.21,17.28,6.54,10.74,14.93,20.64,47.15,2.7,3.84,4.87,5.87,6.9,8.03,9.4,11.24,14.34,32.81,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Upper middle income,2405.17,1789.69,US$2011PPP,Year,,,,,24443472.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
9,10,Algeria,DZA,DZ,1995,35.33,1.45,6.11,18.52,6.97,11.55,16.240000000000002,22.63,42.62,2.87,4.09,5.22,6.33,7.48,8.76,10.290000000000001,12.34,15.73,26.89,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Upper middle income,2291.4900000000002,1853.6200000000001,US$2011PPP,Year,,,,9343.0,28757788.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
10,11,Algeria,DZA,DZ,2012,27.62,0.99,3.98,23.02,9.36,13.66,17.47,22.29,37.22,4.05,5.3100000000000005,6.36,7.3100000000000005,8.24,9.23,10.39,11.9,14.36,22.86,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Upper middle income,2972.79,2591.9500000000003,US$2011PPP,Year,,,,13226.0,37383900.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
11,12,Andorra,AND,AD,2001,26.46,,,,,,,,,,,,,,,,,,,,,Consumption,Consumption,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,High income,,,,,,,,,67341.0,New 2018,High,11,National statistical authority,Andorra Ministry of Finance,,l’Enquesta de Pressupostos Familiars (EPF),
12,13,Andorra,AND,AD,2002,26.76,,,,,,,,,,,,,,,,,,,,,Consumption,Consumption,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,High income,,,,,,,,,70049.0,New 2018,High,11,National statistical authority,Andorra Ministry of Finance,,l’Enquesta de Pressupostos Familiars (EPF),
13,14,Andorra,AND,AD,2003,27.21,0.99,3.7800000000000002,23.7,9.9,13.8,17.1,21.8,37.4,4.3,5.6000000000000005,6.5,7.3,8.1,9.0,10.200000000000001,11.6,14.0,23.400000000000002,,,Consumption,Consumption,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,High income,17266.0,14668.0,Euro,Year,,,,,73182.0,New 2018,High,13,National statistical authority,Andorra Ministry of Finance,,l’Enquesta de Pressupostos Familiars (EPF),
14,15,Andorra,AND,AD,2016,27.96,1.0,3.91,23.1,9.700000000000001,13.4,16.8,22.3,37.9,4.3,5.4,6.3,7.1000000000000005,7.9,8.9,10.200000000000001,12.1,14.9,23.0,,,Consumption,Consumption,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,High income,,,,,,,,,77295.0,New 2019,High,13,National statistical authority,Andorra Ministry of Finance,,l’Enquesta de Pressupostos Familiars (EPF),https://www.estadistica.ad/serveiestudis/publicacions/Publicacions/Prestacions%20socials.pdf
15,16,Angola,AGO,AO,1995,45.0,,,,,,,,,4.4,,,,,,,,,42.2,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,0.00275022958333333,,,3331.0,14268994.0,New 2018,Average,11,Research study,Sousa 2002,,The Inquerito Prioritario sobre as Condicoes de Vida aos Domicilios (IPCVD),
16,17,Angola,AGO,AO,2001,51.96,3.65,17.650000000000002,11.02,3.18,7.84,12.71,20.16,56.120000000000005,0.98,2.2,3.34,4.49,5.66,7.05,8.81,11.35,15.870000000000001,40.25,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1640.55,1037.7,US$2011PPP,Year,,,,3924.0,16945754.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
17,18,Angola,AGO,AO,2009,55.0,,19.67,10.0,3.0,7.0,12.0,19.0,59.0,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,105204.0,,Angolan kwanza,Month,0.01260586298687519,,,6283.0,22549547.0,New 2013,High,10,National statistical authority,Angola Instituto Nacional de Estatistica,,Integrated Survey on the Welfare of Population (IBEP),
18,19,Angola,AGO,AO,2009,43.0,,9.8,15.0,5.0,10.0,14.0,22.0,49.0,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,77388.0,,Angolan kwanza,Month,0.01260586298687519,,,6283.0,22549547.0,New 2013,High,12,National statistical authority,Angola Instituto Nacional de Estatistica,,Integrated Survey on the Welfare of Population (IBEP),
19,20,Angola,AGO,AO,2009,50.0,,13.75,12.0,4.0,8.0,13.0,20.0,55.0,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,71604.0,,Angolan kwanza,Month,0.01260586298687519,,,6283.0,22549547.0,New 2013,High,10,National statistical authority,Angola Instituto Nacional de Estatistica,,Integrated Survey on the Welfare of Population (IBEP),
20,21,Angola,AGO,AO,2009,38.0,,7.5,17.0,6.0,11.0,15.0,22.0,45.0,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,Rural,Rural,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,48732.0,,Angolan kwanza,Month,0.01260586298687519,,,6283.0,22549547.0,New 2013,High,12,National statistical authority,Angola Instituto Nacional de Estatistica,,Integrated Survey on the Welfare of Population (IBEP),
21,22,Angola,AGO,AO,2009,55.0,,19.67,10.0,3.0,7.0,12.0,19.0,59.0,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,132924.0,,Angolan kwanza,Month,0.01260586298687519,,,6283.0,22549547.0,New 2013,High,10,National statistical authority,Angola Instituto Nacional de Estatistica,,Integrated Survey on the Welfare of Population (IBEP),
22,23,Angola,AGO,AO,2009,39.0,,7.5,17.0,6.0,11.0,15.0,22.0,45.0,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,Urban,Urban,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,101028.0,,Angolan kwanza,Month,0.01260586298687519,,,6283.0,22549547.0,New 2013,High,12,National statistical authority,Angola Instituto Nacional de Estatistica,,Integrated Survey on the Welfare of Population (IBEP),
23,24,Angola,AGO,AO,2009,42.72,2.15,8.94,15.05,5.43,9.620000000000001,14.46,21.94,48.54,2.07,3.36,4.32,5.3,6.54,7.92,9.65,12.290000000000001,16.23,32.31,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1449.09,1044.32,US$2011PPP,Year,,,,6293.0,22514276.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
24,25,Argentina,ARG,AR,1953,40.0,2.05,6.7700000000000005,18.1,7.4,10.700000000000001,13.6,18.2,50.1,3.2,4.2,5.0,5.7,6.4,7.2,8.3,9.9,13.0,37.1,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,21288.0,Argentine peso,Month,,,,,18224150.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation. Based on National Accounts,,
25,26,Argentina,ARG,AR,1953,41.2,2.0300000000000002,6.67,18.1,7.5,10.6,13.9,18.1,50.0,3.2,4.3,5.0,5.6000000000000005,6.5,7.4,8.3,9.8,13.200000000000001,36.800000000000004,,,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,18224150.0,,Low,10,Research study,Weisskoff 1970,Argentina National Development Council,,
26,27,Argentina,ARG,AR,1959,44.7,2.61,8.06,16.2,6.8,9.4,12.3,16.7,54.800000000000004,3.0,3.8000000000000003,4.4,5.0,5.8,6.5,7.6000000000000005,9.1,12.5,42.300000000000004,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,112824.0,Argentine peso,Month,,,,,20285531.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation. Based on National Accounts,,
27,28,Argentina,ARG,AR,1959,46.300000000000004,2.5500000000000003,7.930000000000001,16.4,6.9,9.5,12.200000000000001,16.8,54.7,3.0,3.9,4.4,5.1000000000000005,5.7,6.5,7.8,9.0,12.8,41.9,,,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20285531.0,,Low,10,Research study,Weisskoff 1970,,,
28,29,Argentina,ARG,AR,1961,41.9,2.25,7.41,17.3,7.0,10.3,13.200000000000001,17.6,51.9,2.9,4.1,4.8,5.5,6.2,7.0,8.0,9.6,12.9,39.0,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,163680.0,Argentine peso,Month,,,,,20953077.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation. Based on National Accounts,,
29,30,Argentina,ARG,AR,1961,40.7,2.12,6.8100000000000005,18.1,7.5,10.6,13.200000000000001,17.6,51.1,3.2,4.3,5.0,5.6000000000000005,6.2,7.0,8.0,9.6,12.700000000000001,38.4,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,170256.0,Argentine peso,Month,,,,,20953077.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation. Based on National Accounts,,
30,31,Argentina,ARG,AR,1961,50.800000000000004,3.11,9.39,14.0,6.1000000000000005,7.9,11.200000000000001,17.5,57.300000000000004,3.0,3.1,3.7,4.2,5.1000000000000005,6.1000000000000005,7.7,9.8,13.700000000000001,43.6,,33.8,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,Rural,Agricultural sector,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Not known,9,World Bank,Jain 1975,Cline 1972,,
31,32,Argentina,ARG,AR,1961,42.0,2.05,6.86,17.400000000000002,7.2,10.200000000000001,13.8,19.400000000000002,49.4,3.2,4.0,4.7,5.5,6.4,7.4,8.700000000000001,10.700000000000001,13.8,35.6,,26.400000000000002,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,Urban,Nonagricultural sector,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Not known,9,World Bank,Jain 1975,Cline 1972,,
32,33,Argentina,ARG,AR,1961,47.7,2.66,10.5,14.8,5.0,9.8,13.700000000000001,19.0,52.5,1.6,3.4,4.5,5.3,6.3,7.4,8.6,10.4,13.200000000000001,39.300000000000004,,30.8,Income (net/gross),"Income, net/gross",,,,Person,Urban,Nonagricultural sector,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Low,7,World Bank,Jain 1975,Synthetic estimates (UN-ECLA 1970),,
33,34,Argentina,ARG,AR,1961,43.800000000000004,2.23,7.38,16.6,6.9,9.700000000000001,13.3,19.2,50.9,3.1,3.8000000000000003,4.5,5.2,6.1000000000000005,7.2,8.6,10.6,13.9,37.0,,32.0,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Not known,10,World Bank,Jain 1975,UNECLAC 1969,,
34,35,Argentina,ARG,AR,1961,49.0,2.83,10.57,14.4,5.1000000000000005,9.3,13.1,18.6,53.9,1.8,3.3000000000000003,4.3,5.0,6.0,7.1000000000000005,8.4,10.200000000000001,13.200000000000001,40.7,,32.0,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Person,Person,All,All,Economically active,Income recipients,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,92140.0,,Argentine peso,Year,,,,,20953077.0,,Not known,9,World Bank,Jain 1975,UNECLAC 1969,,
35,36,Argentina,ARG,AR,1961,53.1,3.37,11.120000000000001,13.4,5.2,8.2,11.700000000000001,17.1,57.800000000000004,2.1,3.1,3.7,4.5,5.3,6.4,7.6000000000000005,9.5,12.6,45.2,,36.800000000000004,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Person,Person,Rural,Agricultural sector,Economically active,Income recipients,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,78620.0,,Argentine peso,Year,,,,,20953077.0,,Not known,8,World Bank,Jain 1975,UNECLAC 1969,,
36,37,Argentina,ARG,AR,1961,42.300000000000004,,,,7.0,,,,,,,,,,,,,,,,29.400000000000002,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Not known,8,Research study,Cromwell 1977,Weisskoff 1970,,
37,38,Argentina,ARG,AR,1961,42.5,,,,,,,,,,,,,,,,,,,,,Earnings,Primary income,No adjustment,No adjustment,Household,Household,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Not known,6,Research study,Lecaillon et al. 1984,,,
38,39,Argentina,ARG,AR,1961,47.800000000000004,,,,,,,,,,,,,,,,,,,,,Earnings,Primary income,,,,Person,Urban,Urban,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Low,3,Research study,Lecaillon et al. 1984,,,
39,40,Argentina,ARG,AR,1961,42.0,,7.36,17.400000000000002,7.0,10.4,13.200000000000001,17.900000000000002,51.5,,,,,,,,,,,,29.3,Income (gross),"Income, gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Not known,11,Research study,Paukert 1973,Weisskoff 1970,,
40,41,Argentina,ARG,AR,1961,43.4,2.24,7.37,17.400000000000002,7.0,10.4,13.200000000000001,17.900000000000002,51.6,2.9,4.1,4.9,5.5,6.1000000000000005,7.1000000000000005,8.1,9.8,12.6,39.0,,,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,,20953077.0,,Low,10,Research study,Weisskoff 1970,Argentina National Development Council,,
41,42,Argentina,ARG,AR,1963,37.300000000000004,1.71,6.72,17.8,6.8,11.0,15.200000000000001,21.3,45.7,2.7,4.1,5.0,6.0,7.1000000000000005,8.1,9.6,11.700000000000001,15.200000000000001,30.5,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,252300.0,Argentine peso,Month,1.3871666666625e-11,,,,21621840.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta de Presupuestos de Consumo,
42,43,Argentina,ARG,AR,1963,35.800000000000004,1.57,6.21,18.8,7.2,11.6,15.3,21.2,44.7,2.9,4.3,5.3,6.3,7.2,8.1,9.5,11.700000000000001,15.200000000000001,29.5,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,258300.0,Argentine peso,Month,1.3871666666625e-11,,,,21621840.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta de Presupuestos de Consumo,
43,44,Argentina,ARG,AR,1963,38.5,1.71,6.72,17.6,6.8,10.8,15.0,21.7,45.7,2.8000000000000003,4.0,5.0,5.8,6.9,8.1,9.8,11.9,15.6,30.1,,19.8,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,1.3871666666625e-11,,,,21621840.0,,Low,10,World Bank,Jain 1975,World Bank. Compilation,"Encuesta Sobre Presupuestos de Consumo de las Familias Urbanos, por Niveles de Ingreso para 1963",
44,45,Argentina,ARG,AR,1965,35.300000000000004,1.49,6.67,18.1,6.4,11.700000000000001,16.3,22.8,42.7,2.3000000000000003,4.1,5.3,6.4,7.5,8.8,10.5,12.3,15.700000000000001,27.0,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,387192.0,Argentine peso,Month,1.69566666666417e-11,,,,22283390.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta de Consumo de Alimentos,
45,46,Argentina,ARG,AR,1969,37.300000000000004,1.69,7.24,17.3,6.2,11.1,15.700000000000001,22.1,44.9,2.3000000000000003,3.9,5.1000000000000005,6.0,7.2,8.5,10.1,12.0,15.700000000000001,29.2,,,Income (gross),"Income, gross",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,12696.0,Argentine peso,Month,3.5e-11,,,,23605987.0,,Average,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta de Presupuestos Familiares,
46,47,Argentina,ARG,AR,1970,36.1,1.53,6.890000000000001,18.0,6.3,11.700000000000001,16.2,22.900000000000002,43.4,2.3000000000000003,4.0,5.6000000000000005,6.1000000000000005,7.6000000000000005,8.6,10.700000000000001,12.200000000000001,15.8,27.6,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,9252.0,Argentine peso,Month,3.79166666566667e-11,,,,23973058.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta de Empleo y Desempleo: Suplemento de Ingresos,
47,48,Argentina,ARG,AR,1970,41.1,1.95,8.39,16.2,5.6000000000000005,10.6,15.1,21.7,47.0,1.9000000000000001,3.7,4.8,5.8,6.9,8.2,9.700000000000001,12.0,15.4,31.6,,21.400000000000002,Income (net/gross),"Income, net/gross",,,,Person,Urban,Capital,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,3.79166666566667e-11,,,,23973058.0,,Low,7,World Bank,Jain 1975,World Bank. Compilation,,
48,49,Argentina,ARG,AR,1972,35.300000000000004,1.51,6.83,18.3,6.3,12.0,16.6,22.1,43.0,2.2,4.1,5.4,6.6000000000000005,7.7,8.9,10.1,12.0,15.3,27.7,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,11712.0,Argentine peso,Month,4.999999999e-11,,,,24782949.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta Nacional de Hogares,
49,50,Argentina,ARG,AR,1972,33.4,1.37,6.0600000000000005,19.400000000000002,6.9,12.5,16.8,22.0,41.800000000000004,2.5,4.4,5.7,6.8,7.9,8.9,10.1,11.9,15.200000000000001,26.6,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,12216.0,Argentine peso,Month,4.999999999e-11,,,,24782949.0,,Low,12,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta Permanente de Hogares (EPH),
50,51,Argentina,ARG,AR,1974,34.5,1.3800000000000001,5.8100000000000005,19.1,7.2,11.9,16.5,22.7,41.800000000000004,2.8000000000000003,4.4,5.4,6.5,7.6000000000000005,8.9,10.4,12.3,15.5,26.3,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,4.999999999e-11,,,,25644506.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
51,52,Argentina,ARG,AR,1974,32.2,1.23,5.15,20.400000000000002,7.8,12.6,16.9,22.5,40.2,3.1,4.7,5.8,6.8,7.9,9.0,10.4,12.1,15.1,25.1,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,4.999999999e-11,,,,25644506.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
52,53,Argentina,ARG,AR,1974,36.0,1.55,7.2,17.5,6.0,11.5,16.4,22.900000000000002,43.2,2.2,3.8000000000000003,5.2,6.3,7.6000000000000005,8.8,10.4,12.5,16.1,27.1,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,43620.0,Argentine peso,Month,4.999999999e-11,,,,25644506.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta Permanente de Hogares (EPH),
