,id,country,c3,c2,year,gini_reported,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link
8435,8436,Poland,POL,PL,1991,24.2,,3.31,,10.6,,,,35.1,,,,,,,,,,,,,Earnings,"Earnings, net",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, > 5 employees",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.9455318498463934,,,9564.0,38077213.0,,Average,6,Research study,Rutkowski 1996,,Survey of Earnings Distribution in the National Economy,
8436,8437,Poland,POL,PL,1992,29.3,1.06,4.38,21.89,8.68,13.21,17.34,22.74,38.02,3.56,5.12,6.12,7.09,8.13,9.22,10.51,12.24,14.78,23.25,1.46,14.07,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,1796.0,1555.0,Polish zloty,Year,,,,9774.0,38197588.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8437,8438,Poland,POL,PL,1992,26.2,0.92,3.73,23.73,9.65,14.08,17.79,22.51,35.96,4.04,5.62,6.6,7.48,8.39,9.4,10.53,11.98,14.23,21.73,1.7,12.97,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,3304.0,2924.0,Polish zloty,Year,,,,9774.0,38197588.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8438,8439,Poland,POL,PL,1992,27.400000000000002,0.81,3.37,24.85,10.13,14.72,18.2,22.81,34.14,4.3500000000000005,5.78,6.91,7.8100000000000005,8.61,9.58,10.65,12.15,13.97,20.18,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,1689.6000000000001,,Polish zloty,Month,0.7338677521386147,,,9775.0,38191777.0,,Low,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8439,8440,Poland,POL,PL,1992,24.7,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4135.2,3609.6,Polish zloty,Month,0.7338677521386147,,,9775.0,38191777.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8440,8441,Poland,POL,PL,1992,27.1,0.96,3.95,23.04,9.26,13.780000000000001,17.73,22.64,36.59,3.95,5.3100000000000005,6.4,7.38,8.36,9.370000000000001,10.55,12.09,14.530000000000001,22.06,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,Low,13,World Bank,World Bank 2002,Poverty Monitoring Database,Household Budget Survey,
8441,8442,Poland,POL,PL,1992,23.900000000000002,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,Low,11,Research study,Cornia 1994,,Household Budget Survey,
8442,8443,Poland,POL,PL,1992,32.4,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,Low,11,Research study,Cornia 1994,,Household Budget Survey,
8443,8444,Poland,POL,PL,1992,24.7,,3.39,,10.5,,,,35.6,,,,,,,,,,,,,Earnings,"Earnings, net",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, > 5 employees",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,High,6,Research study,Rutkowski 1996,,Survey of Earnings Distribution in the National Economy,
8444,8445,Poland,POL,PL,1992,29.1,,,,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,High,11,Research study,Smeeding and Gottschalk 1995,,Household Budget Survey,
8445,8446,Poland,POL,PL,1992,44.4,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,High,9,Research study,Smeeding and Gottschalk 1995,,Household Budget Survey,
8446,8447,Poland,POL,PL,1992,25.0,,3.21,25.8,11.200000000000001,14.6,17.2,21.0,36.0,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.7338677521386147,,,9775.0,38191777.0,,Average,7,Research study,Vecernik 1995,,Social Cost of Economic Transformation in Central Europe (SOCO) Survey,
8447,8448,Poland,POL,PL,1993,31.7,1.21,4.99,20.94,8.0,12.94,16.96,22.150000000000002,39.95,3.12,4.87,5.97,6.97,7.96,9.0,10.24,11.91,14.530000000000001,25.42,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,2061.6,,Polish zloty,Month,0.5520297212801927,,,10113.0,38295474.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8448,8449,Poland,POL,PL,1993,25.6,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,5455.2,4749.6,Polish zloty,Month,0.5520297212801927,,,10113.0,38295474.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8449,8450,Poland,POL,PL,1993,26.7,0.92,3.91,22.93,9.19,13.74,17.94,23.21,35.93,3.94,5.24,6.36,7.390000000000001,8.42,9.52,10.790000000000001,12.42,14.93,21.0,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,3136.55,2807.53,US$2011PPP,Year,,,,10112.0,38301348.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8450,8451,Poland,POL,PL,1993,28.400000000000002,1.0,4.41,22.07,8.370000000000001,13.700000000000001,17.89,23.16,36.87,3.2,5.17,6.33,7.37,8.4,9.49,10.78,12.38,14.870000000000001,22.0,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,1068.0,,United States dollar,Month,0.5520297212801927,1068.0,,10113.0,38295474.0,,Average,13,Research study,Milanovic 1998,,Household Budget Survey,
8451,8452,Poland,POL,PL,1993,31.0,,,,,,,,,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.5520297212801927,,,10113.0,38295474.0,,Average,11,Research study,Milanovic 1998,,Household Budget Survey,
8452,8453,Poland,POL,PL,1993,25.7,,3.5500000000000003,,10.200000000000001,,,,36.2,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, > 5 employees",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.5520297212801927,,,10113.0,38295474.0,,High,6,Research study,Rutkowski 1996,,Survey of Earnings Distribution in the National Economy,
8453,8454,Poland,POL,PL,1994,32.3,1.28,5.3,20.34,7.67,12.67,16.82,22.2,40.65,2.94,4.72,5.82,6.84,7.86,8.97,10.24,11.950000000000001,14.63,26.02,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,2745.6,,Polish zloty,Month,0.4400872546330179,,,10624.0,38383516.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8454,8455,Poland,POL,PL,1994,28.1,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,7483.2,6271.2,Polish zloty,Month,0.4400872546330179,,,10624.0,38383516.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8455,8456,Poland,POL,PL,1995,35.800000000000004,1.47,6.89,18.25,6.11,12.14,16.85,22.8,42.1,1.94,4.17,5.49,6.66,7.8,9.05,10.49,12.32,15.21,26.89,0.49,17.16,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,3383.0,2844.0,Polish zloty,Year,,,,11340.0,38458640.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8456,8457,Poland,POL,PL,1995,32.3,1.24,5.53,20.37,7.18,13.18,17.37,22.53,39.74,2.36,4.83,6.06,7.12,8.14,9.22,10.47,12.06,14.47,25.27,0.6,16.22,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,6091.0,5274.0,Polish zloty,Year,,,,11340.0,38458640.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8457,8458,Poland,POL,PL,1995,32.1,1.26,5.18,20.52,7.8,12.72,16.87,22.21,40.410000000000004,3.04,4.76,5.87,6.86,7.88,8.99,10.26,11.94,14.58,25.830000000000002,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,3580.8,,Polish zloty,Month,0.4123739682059676,,,11342.0,38452632.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8458,8459,Poland,POL,PL,1995,29.0,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,9976.800000000001,8328.0,Polish zloty,Month,0.4123739682059676,,,11342.0,38452632.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8459,8460,Poland,POL,PL,1995,33.0,,,,,,,,,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4046.4,,Polish zloty,Month,0.4123739682059676,,,11342.0,38452632.0,,Low,9,World Bank,World Bank 2000,"Poverty during the Transition website 9/2000, Milanovic",,
8460,8461,Poland,POL,PL,1996,32.8,1.31,5.33,20.31,7.72,12.59,16.66,21.93,41.11,3.0,4.72,5.8100000000000005,6.79,7.78,8.88,10.14,11.790000000000001,14.450000000000001,26.650000000000002,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4600.8,,Polish zloty,Month,0.3709061236601016,,,12013.0,38503607.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8461,8462,Poland,POL,PL,1996,30.2,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,12693.6,10504.800000000001,Polish zloty,Month,0.3709061236601016,,,12013.0,38503607.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8462,8463,Poland,POL,PL,1996,33.6,,,,,,,,,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,5260.8,,Polish zloty,Month,0.3709061236601016,,,12013.0,38503607.0,,Low,9,World Bank,World Bank 2000,"Poverty during the Transition website 9/2000, Milanovic",,
8463,8464,Poland,POL,PL,1996,32.660000000000004,1.28,4.99,20.61,8.23,12.38,16.4,21.92,41.07,3.45,4.78,5.72,6.65,7.640000000000001,8.76,10.09,11.83,14.59,26.48,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,2194.09,1793.17,US$2011PPP,Year,,,,12011.0,38509672.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8464,8465,Poland,POL,PL,1997,33.4,1.3800000000000001,5.64,19.68,7.42,12.26,16.47,22.0,41.85,2.87,4.55,5.62,6.65,7.67,8.8,10.13,11.870000000000001,14.6,27.25,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,5625.6,,Polish zloty,Month,0.3049439030278385,,,12778.0,38538730.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8465,8466,Poland,POL,PL,1997,30.0,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,15336.0,12600.0,Polish zloty,Month,0.3049439030278385,,,12778.0,38538730.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8466,8467,Poland,POL,PL,1997,34.7,,,,,,,,,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,6386.400000000001,,Polish zloty,Month,0.3049439030278385,,,12778.0,38538730.0,,Low,9,World Bank,World Bank 2000,"Poverty during the Transition website 9/2000, Milanovic",,
8467,8468,Poland,POL,PL,1998,32.6,1.26,5.68,19.91,7.04,12.870000000000001,17.27,22.85,39.980000000000004,2.32,4.72,5.89,6.97,8.05,9.22,10.57,12.280000000000001,14.94,25.04,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,6156.0,,Polish zloty,Month,0.2877366634056511,,,13360.0,38558054.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8468,8469,Poland,POL,PL,1998,29.400000000000002,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.2877366634056511,,,13360.0,38558054.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8469,8470,Poland,POL,PL,1998,32.7,,,,,,,,,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,7262.400000000001,,Polish zloty,Month,0.2877366634056511,,,13360.0,38558054.0,,Low,9,World Bank,World Bank 2000,"Poverty during the Transition website 9/2000, Milanovic",,
8470,8471,Poland,POL,PL,1998,32.32,1.25,4.99,20.64,8.16,12.48,16.53,22.150000000000002,40.68,3.38,4.7700000000000005,5.7700000000000005,6.71,7.69,8.83,10.18,11.97,14.8,25.88,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4837.650000000001,3978.9100000000003,US$2011PPP,Year,,,,13358.0,38564192.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8471,8472,Poland,POL,PL,1999,32.5,1.25,5.45,20.05,7.32,12.73,17.18,22.83,39.95,2.71,4.61,5.82,6.91,8.0,9.17,10.55,12.28,14.93,25.02,0.96,15.620000000000001,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,6681.0,5728.0,Polish zloty,Year,,,,13977.0,38567868.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8472,8473,Poland,POL,PL,1999,29.1,1.06,4.47,22.14,8.44,13.69,17.65,22.44,37.77,3.2,5.24,6.36,7.33,8.32,9.33,10.47,11.97,14.33,23.44,1.1500000000000001,14.6,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,12099.0,10680.0,Polish zloty,Year,,,,13977.0,38567868.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8473,8474,Poland,POL,PL,1999,33.4,1.29,5.88,19.63,6.8500000000000005,12.780000000000001,17.22,22.900000000000002,40.25,2.2,4.65,5.8500000000000005,6.93,8.02,9.200000000000001,10.58,12.32,15.02,25.23,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,6660.0,,Polish zloty,Month,0.2520727734096836,,,13979.0,38561694.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8474,8475,Poland,POL,PL,1999,30.5,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.2520727734096836,,,13979.0,38561694.0,,High,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8475,8476,Poland,POL,PL,1999,32.59,1.27,5.09,20.38,8.01,12.370000000000001,16.5,22.32,40.800000000000004,3.33,4.69,5.7,6.67,7.66,8.84,10.24,12.08,14.98,25.82,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4758.84,3912.46,US$2011PPP,Year,,,,13977.0,38567868.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8476,8477,Poland,POL,PL,2000,30.0,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,Euro,Year,,,,14619.0,38556700.0,New 2019,High,13,Eurostat,Eurostat 2019,,,https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
8477,8478,Poland,POL,PL,2000,34.5,1.37,6.2,19.09,6.640000000000001,12.450000000000001,17.01,22.69,41.2,2.14,4.5,5.7,6.75,7.9,9.120000000000001,10.46,12.24,15.09,26.11,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,7243.2,,Polish zloty,Month,0.23009266982277113,,,14621.0,38550495.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8478,8479,Poland,POL,PL,2000,32.97,1.29,5.22,20.18,7.87,12.31,16.5,22.28,41.050000000000004,3.23,4.64,5.67,6.640000000000001,7.67,8.82,10.21,12.07,14.96,26.09,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4758.68,3914.83,US$2011PPP,Year,,,,14619.0,38556700.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8479,8480,Poland,POL,PL,2001,30.0,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,Euro,Year,,,,14811.0,38529584.0,New 2019,High,13,Eurostat,Eurostat 2019,,,https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
8480,8481,Poland,POL,PL,2001,34.1,1.34,6.0600000000000005,19.16,6.7700000000000005,12.39,16.91,22.900000000000002,41.03,2.29,4.48,5.64,6.75,7.86,9.06,10.5,12.4,15.27,25.76,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,7795.2,,Polish zloty,Month,0.24426585896089306,,,14814.0,38524005.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8481,8482,Poland,POL,PL,2001,32.85,1.28,5.21,20.14,7.84,12.3,16.52,22.45,40.88,3.2,4.64,5.66,6.640000000000001,7.68,8.84,10.28,12.17,15.13,25.75,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4698.42,3863.44,US$2011PPP,Year,,,,14811.0,38529584.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8482,8483,Poland,POL,PL,2002,35.300000000000004,1.41,6.32,18.72,6.61,12.11,16.67,22.82,41.79,2.2800000000000002,4.33,5.51,6.6000000000000005,7.72,8.950000000000001,10.44,12.38,15.38,26.41,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,8083.2,,Polish zloty,Month,0.2450960367970852,,,15132.0,38484472.0,,High,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8483,8484,Poland,POL,PL,2002,34.05,1.36,5.51,19.61,7.6000000000000005,12.01,16.22,22.26,41.910000000000004,3.11,4.49,5.5200000000000005,6.49,7.51,8.700000000000001,10.16,12.1,15.18,26.73,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,4739.03,3826.4700000000003,US$2011PPP,Year,,,,15130.0,38488640.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8484,8485,Poland,POL,PL,2003,35.6,1.44,6.44,18.51,6.53,11.98,16.62,22.830000000000002,42.03,2.24,4.29,5.43,6.55,7.68,8.950000000000001,10.44,12.39,15.46,26.57,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,8323.2,,Polish zloty,Month,0.25713055160931586,,,15689.0,38438826.0,New 2007,High,13,United Nations,UNICEF 2005,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8485,8486,Poland,POL,PL,2003,34.910000000000004,1.42,5.83,19.03,7.28,11.75,16.09,22.43,42.44,2.98,4.3,5.36,6.390000000000001,7.45,8.64,10.200000000000001,12.23,15.450000000000001,26.990000000000002,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,5235.78,4190.4400000000005,US$2011PPP,Year,,,,15688.0,38441820.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
8486,8487,Poland,POL,PL,2004,35.6,1.47,6.44,18.33,6.58,11.75,16.5,22.76,42.4,2.42,4.16,5.31,6.43,7.62,8.89,10.38,12.38,15.44,26.96,0.87,16.990000000000002,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,8696.0,7173.0,Polish zloty,Year,,,,16512.0,38399556.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8487,8488,Poland,POL,PL,2004,31.900000000000002,1.22,5.13,20.7,7.77,12.93,17.06,22.34,39.9,2.94,4.83,5.97,6.96,7.98,9.08,10.35,11.99,14.66,25.24,1.07,15.950000000000001,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,15123.0,12897.0,Polish zloty,Year,,,,16512.0,38399556.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
8488,8489,Poland,POL,PL,2004,36.6,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.2734002100624945,,,16513.0,38396066.0,New 2008,High,11,United Nations,UNICEF 2007,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
8489,8490,Poland,POL,PL,2004,35.1,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, full-time",Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.2734002100624945,,,16513.0,38396066.0,New 2008,High,5,United Nations,UNICEF 2007,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey of Earnings Distribution,
8490,8491,Poland,POL,PL,2004,37.6,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,14708.0,12242.0,"Local currency units, at current prices",Year,3.65764166666667,,,16513.0,38396066.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
8491,8492,Poland,POL,PL,2004,38.2,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,3.65764166666667,,,16513.0,38396066.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
8492,8493,Poland,POL,PL,2004,56.9,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,3.65764166666667,,,16513.0,38396066.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
