"Country","ISO3","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Afghanistan","AFG",4.19,0.25,70.32,61.91,78.59,71.47,65.9,70.66,70.1,59.38,46.92,69.9,89.5,77.6,66.56,84.53,64.89,56.79,0.01,0.01,44.91,0.01,2.49,0.01,65.76,76.72,68.79,54.34,69.32,47.01,82.5,92.7,40.25,85.59,100,63.71,50.89,64.59,59.08,82.71,88.7,90.31,74.69,79.15,79.04,64.58,68.6,75.58,94.54,65.22,117738.67,66.24,0.582,59.54,39680.72,53.79,0.19615,52.07,1423.12,46.58,0.00703,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.61,204241.4,40.13,1.00959,48.2,172429.4,40.47,0.85234,50.28,131433.28,42.91,0.64969,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,55.86,1203634.53,40.55,5.94971,34.38,20911.21,30.44,0.10337,0.01,0,0.01,0,0.01,0,0.01,0,65.76,56.06,65.76,9.36,75.75,2.2,77.71,5.9,79.55,676.25,59.49,489.45,77.11,417.6,38.3,-9.51,79.41,28.17,60.51,21.87,46.25,34.46,47.79,6.4,68.07,0.54,100,0,92.14,55.15,93.27,79.99,40.25,52.73,40.25,146.76,85.59,100.16,19.49,4.7,0.52308,70.83,298040,57.31,1.43,59.69,71697.17,43.39,0.2,66.27,292833.33,62.95,0.84,26.09,5.46,47.9,30928.84,61.99,44676.38,62.58,1991.87,60.47,571273.6,57.73,2.764,88.05,5138.6,77.7,0.025946,78.68,-1.29538,100,-2.23165,93.27,-2.44019,87.45,-1.77844,63.8,20.59,87.45,22.93,100,30,62.65,3.83,89.84,1450,69.54,129.4,70.67,0.5,47.9,49.38,79.55,44.14,66.91,0.09,64.76,0.32,74.49,1.88,65.76,7107.27,87.45,13850.68,75.09,30806.03,100,24,91.54,24,92.31,7,73.35,147.35,57.41,6.18
"Albania","ALB",6.53,2.38,17.94,12.58,44.15,10.4,53.08,15.47,36.27,2.05,5.17,29.4,62.77,46.64,51.86,30.98,0.7,2.75,2.02,59.33,28.66,0.01,0.18,25.6,40.32,47.86,53.39,77.07,35.73,0.59,63.57,42.75,29.67,46.49,34.58,22.19,38.57,0.01,27.05,31.95,63.04,62.51,44.05,54.24,42.46,54.94,48.95,44.87,21.39,41.59,17783.27,65.67,0.56924,37.36,2690.93,42.68,0.08614,0.01,0,0.01,0,31.11,77.72,32.61,0.00249,26.63,2.03,25.19,6e-05,0.01,0,0.01,0,50.59,14496.49,67.95,0.46403,52.02,11682.36,67.8,0.37395,51.44,5792.37,69.96,0.18541,26.19,21706.71,34.53,0.69483,25.21,14676.57,30.38,0.46979,25.54,10956.16,31.33,0.3507,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,35.48,239937.78,85.33,7.68035,0.01,0,0.01,0,0.01,0,0.01,0,25.44,13574.81,25.77,0.43453,37.72,74.18,43.1,12.14,39.44,8.8,58.08,10.6,53.51,3980.54,53.27,1001.97,71.8,352.75,82.72,650.16,38.48,86.75,33.18,89.49,0.01,100,34.57,38.5,59.42,0.77,68.01,9.64,42.67,10.33,42.84,118.55,28.91,45.42,30.46,106.73,46.26,48.45,58.17,11.27,0.24622,22.82,531,21.58,0.02,38.61,3671.92,38.53,0.13,0.01,0,0.01,0,0.01,0.91,43.35,29533.65,37.42,768.33,44.09,948.37,25.31,2020,28.9,0.064,30.94,1.2,32.99,3.8e-05,62.28,-0.85726,63.8,-0.75512,60.03,-0.53798,65.09,-1.00878,45.3,138.2,42.84,401.7,45.3,326.3,64.94,1.94,38.3,23,47.08,25.9,64.61,1.3,45.3,53.63,56.65,82.53,49.32,0.88,47.79,1.72,49.77,15.54,39.97,64.31,48.37,2072.1,46.73,2299.74,19.61,97,19.81,97,25.19,92,48.84,1232.39,0.01,0
"Algeria","DZA",10.29,2.65,39.94,30.07,51.99,40.76,48.02,35.44,43.51,8.87,37.41,36.7,69.41,55.17,54.28,45.2,27.6,2.69,0.5,1.7,25.23,0.01,37.28,42.81,45.74,55.17,41.16,51.19,36.43,19.15,63.46,35.64,41.41,50.46,39.43,52.27,24.25,0.55,22.92,58.75,67.05,71.86,51.58,59.05,55.12,58.2,50.63,48.68,41.97,59.66,81601,54.26,0.27424,41.31,4922.39,28.65,0.01654,0.01,0,0.01,0,30.75,75.21,20.55,0.00025,23.53,0.55,0.01,0,0.01,0,0.01,0,24.92,51.46,19.81,0.00017,24.18,28.32,19.96,1e-04,0.01,0,0.01,0,34.86,66485.17,20.11,0.22344,34.21,54302.59,19.75,0.18249,31.01,28071.53,17.57,0.09434,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,60.02,1542531.82,33.33,5.18397,37.36,29317.1,30.09,0.09853,35.82,35.3,33.32,0.00012,52.21,279534.22,35.11,0.93943,47.2,70.86,44.33,11.97,54.52,5.9,55.82,10.9,44.58,8028.81,38.01,3808.95,42.08,30.83,62.28,118.74,35.17,89.85,37.73,84.48,23.31,96.2,15.73,96.7,52.73,1.07,76.38,2.77,40.09,9.15,31.68,127.52,40.51,52.93,42.34,159,50.7,56.03,45.3,7.02,0.28049,60.76,170083,44.97,0.55,38.03,3447.25,15.46,0.01,30.12,250,0.01,0,28.68,6.66,31.28,18501.08,47.2,12411.55,46.26,1042.28,26.96,3838.6,19.49,0.012,60.68,1492.8,56.88,0.004954,65.42,-0.93791,68.72,-0.96384,73.35,-1.43201,70.41,-1.21134,49.07,112.88,54.22,170.54,56.16,178.95,62.09,3.92,56.78,161,53.51,39.7,61.15,4.49,58.69,35.37,54.94,85.16,47.44,1,54.7,0.83,50,15.36,48.6,301.3,45.78,1615.09,51.86,4142.48,40.23,86,42.01,86,43.75,78,44.09,1746.52,17.28,0.3
"Andorra","AND",0.32,0.02,5.21,2.58,2.18,25.1,33.23,0.54,30.52,0.01,20.96,0.01,29.92,34.66,24.23,16.69,39.11,0.14,0.01,0.01,0.01,0.01,0.16,0.01,23.14,42.3,30.07,41.45,0.01,0.01,22.94,36.94,38.52,23.6,31.28,0.01,0.01,0.01,0.01,0.01,28.9,30.98,41.13,36.42,27.8,19.85,29.58,11.81,23.6,15.88,70.26,40,0.10691,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,14.72,5060.58,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,18.98,79.24,28.2,14.2,31.57,9.9,56.69,10.8,32.07,24277.15,28.2,8042.96,58.96,109.44,29.14,-89.73,0.01,100,0.01,100,0.01,100,0.01,100,13.45,46.3,39.14,360.04,32.63,5.98,41.83,119.5,37.12,50.11,39.97,146.29,34.58,30.85,60.57,14.65,0.22752,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,53.74,107.64,17.28,13783.59,14.41,154.34,14.41,290.8,0.01,0,0.01,0,0.01,0,0.01,0,29.37,1.35971,28.44,1.44628,31.08,1.167,30.88,1.31213,36.2,256.9,46.73,331.8,36.51,480.79,36.34,794.66,27.18,8.71,28.44,6.4,17.76,1896.75,10.16,111.65,43.35,93.83,37.47,3.07,17.28,33.4,39.97,29.95,12.55,3.09,19.49,380.43,6.73,104.2,12.85,98,27.52,95,37.18,84,30.03,6003.08,50.93,4.07
"Angola","AGO",11.06,2.18,56.09,35.52,65.02,76.41,59.61,64.24,81.51,2.59,69.93,45.85,85.48,70.13,72.17,85.22,72.54,0.12,0.13,22.04,31.61,0.01,64.31,33.7,78.08,70.84,56.31,40.55,62.98,42.98,73.63,85.46,79.55,79.55,85.59,37.06,46.67,0.01,35.82,58.7,84.45,86.52,68.57,62.2,80.88,69.79,74.64,82.76,87.76,16.27,81.43,15.7,4e-04,0.01,0,0.01,0,0.01,0,0.01,0,22.25,12.32,17.48,6e-05,0.01,0,0.01,0,0.01,0,0.01,0,22.74,16.52,18.71,8e-05,22.71,14.32,19.23,7e-05,27.14,14.07,22.76,7e-05,36.48,76306.94,26.52,0.37755,36.8,69430.45,26.52,0.34352,38.45,55965.63,27.49,0.2769,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,56.93,1224284.27,41.67,6.05743,72.54,461493.25,64.87,2.28334,81.83,87627.03,77.46,0.43355,41.9,92652.14,27.1,0.45842,80.51,46.85,75.73,8.67,60.8,4.4,82.53,5.1,61.42,2191.23,51.63,1053.01,53.98,88.9,30.46,-76.48,67.86,41.14,58.46,27.56,54.55,20.77,33.86,41.3,65.69,0.61,82.53,1.57,85.34,51.2,85.59,85.34,79.55,68.25,79.55,483.58,81.55,93.96,24.59,5.11,0.47981,43.12,21509,31.85,0.13,55.29,39207.33,39.4,0.16,0.01,0,0.01,0,63.49,584.4,79.55,40597.03,70.86,60171.94,66.81,2368.92,36.49,36802.2,35.16,0.238,58.07,872.2,59.34,0.00551,87.45,-1.52268,81.55,-1.46231,87.45,-2.03558,85.59,-1.66331,64.11,20.47,73.35,44.8,62.58,134.02,61.82,5.11,72.82,827,89.84,205.7,63.62,1.86,72.3,24.03,73.91,50.09,77.55,0.03,77.11,0.14,69.54,2.52,89.84,19838.31,75.09,9673.17,84.04,39902.78,84.23,31,100,21,80.24,26,56.41,756.01,93.27,325
"Antigua and Barbuda","ATG",4.25,1.21,14.95,11.38,9.83,29.87,47.03,12.79,48.34,0.13,50.39,0.6,35.6,44.53,36.66,33.62,21.63,2.52,38.45,0.01,0.01,3.15,2.08,59.08,39.9,47.92,37.35,68.5,28.46,0.46,37.26,54.81,48.92,43.35,53.27,0.01,24.51,0.01,35.66,0.01,34.84,36.38,47.41,43.95,42.37,34.33,39.15,38.78,29.14,22.76,588.06,100,0.82016,20.7,142.1,54.41,0.19818,0.01,0,0.01,0,28.6,42.67,63.93,0.05951,27.02,2.04,43.6,0.00285,29.81,1.83,50.35,0.00255,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,37.65,2652.9,100,3.7,41.71,215.1,62.47,0.3,0.01,0,0.01,0,16.42,5520.9,100,7.7,15.3,93.73,32.21,0.13072,0.01,0,0.01,0,38.6,70804.13,90.42,98.7506,38.3,74.04,41.57,12.31,47.96,7,47.89,12.13,35.89,15935.74,38.87,3444.05,64.43,201.37,72.82,321.73,20.56,98.25,39.4,82.41,21.23,97.46,0.01,100,33.1,7.74,41.95,289.45,42.94,10.41,69.97,96.54,52.56,59.98,45.54,182.48,43.1,44.33,56.65,10.16,0.3755,0.01,0,0.01,0,17.34,83.33,34.65,0.09,0.01,0,0.01,0,58.43,209.58,46.73,30687.2,49.54,15690.61,47.67,1080.31,23.31,1596.4,54.54,2.15,0.01,0,0.01,0,33.54,0.89562,36.2,0.65816,40.78,0.71419,32.45,1.05892,48.84,117.91,46.02,336.82,45.06,328.07,42.86,292.84,43.59,44,41.18,15.8,45.09,160.4,42.08,59.5,21.32,108.73,47.03,1.01,24.27,15.74,52.56,13,44.09,148.58,30.88,751.71,42.84,1463.06,26.06,95,24.38,96,38.95,83,34.58,4884.14,13.53,0.2
"Argentina","ARG",15.67,11.67,21.04,22.22,10.73,39.07,36.55,29.47,56.02,1.97,45.58,0.62,48.81,40.77,39.08,42.38,36.02,45.46,28.14,36.45,54.67,0.01,41.63,27.83,38.65,30.97,42.07,35.43,30.76,20.42,39.24,30.6,67.01,48.6,53.98,22.67,33.61,0.01,38.79,0.01,47.99,49.65,40.59,36.2,46.11,33.21,45.98,39.2,45.81,51.51,45973.05,42.03,0.1284,52.84,15078.59,35.13,0.04211,52.91,1532.14,41.53,0.00428,34.43,124.45,22.15,0.00035,31.9,14.99,24.01,4e-05,32.5,5.62,26.15,2e-05,43.05,3911.63,33.24,0.01092,42.98,1989.81,32.91,0.00556,38.07,451.8,30.44,0.00126,59.98,556920.33,51.16,1.55539,59.98,464675.72,50.72,1.29777,59.36,321934.02,48.2,0.89911,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,62.18,2296756,46.33,6.41448,33.65,20666.49,23.5,0.05772,50.46,4933.12,45.28,0.01378,36.84,56339.34,21.03,0.15735,38.87,73.66,38.44,12.99,37.38,9.1,25.66,15.6,38.87,11310.23,45.54,1669.44,32.07,3.05,39.15,-7.41,26.24,96.29,36.05,87.22,24,95.45,17.38,95,32.66,7.77,47.15,175.96,27.91,4.97,33.54,126.19,48.14,58.2,93.27,1108,44.58,46.05,62.28,15.74,0.38105,29.67,3657,17.32,0.01,47.1,13047.08,23.98,0.03,0.01,0,0.01,0,57.92,198.35,39.15,26533.22,45.78,10657,41.57,835.24,44.34,83014,33.94,0.23,0.01,0,0.01,0,49.54,-0.19212,46.49,0.03218,49.77,0.09936,49.54,-0.14992,29.59,321.47,55.67,157.98,38.58,424.74,33.96,983.76,48.49,66,43.84,19.6,36.53,464.75,40.25,63.66,24.91,106.11,72.93,0.05,50,1.43,26.65,53.96,42.34,116.06,32.45,830.74,43.84,1578.9,43.97,83,38.9,88,56.21,56,43.84,1881.39,29.59,0.9
"Armenia","ARM",2.24,0.24,20.92,19,11.99,40.19,51.68,39.82,43.55,0.75,36.86,0.69,58.66,42.57,46.54,34.84,40.04,49.09,0.01,0.01,29.3,0.01,2.8,0.01,44.31,34.61,65.66,70.86,31.62,20.81,70.79,53.99,41.36,44.09,45.3,78.62,0.01,0.54,47.05,0.01,58.97,58.36,34.58,47.87,46.59,54.17,39.98,47.6,25.5,44.77,24859.7,100,0.82016,45.65,9041.42,60.95,0.29829,31.13,41.4,36.1,0.00137,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.49,27482.77,38.12,0.9067,25.87,15041.5,31.65,0.49624,24.55,10138.62,30.06,0.33449,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.63,222981.79,65.58,7.35652,38.12,34601.52,55.95,1.14156,0.01,0,0.01,0,0.01,0,0.01,0,45.3,71.7,43.35,12.13,22.29,10.8,53.74,11.2,57.41,2740.35,75.09,-24.64,71.32,300.23,70.41,248.42,27.52,95.22,36.33,86.96,17.15,98.9,25.24,79.2,70.14,0.48,71.45,5.7,47.35,14.4,61.56,103.88,41.95,54.36,40.78,151.83,41.83,40.22,61.99,15.61,0.32581,68.68,280595,89.99,9.14,0.01,0,0.01,0,28.97,66.67,0.01,0,20.45,2.18,49.77,31940.88,40.25,5305.12,45.06,999.79,41.72,63828.8,53.07,2.076,0.01,0,0.01,0,60.3,-0.75954,57.66,-0.51575,61.99,-0.68359,54.94,-0.47857,34.58,270.1,34.58,590.9,31.28,644.4,73.25,0.21,43.22,43,50.23,30.8,76.71,0.06,48.37,49.36,42.84,94.05,38.93,2.74,44.58,2.38,36.82,35.55,47.2,227.1,50.7,2472.95,45.06,1890.84,31.09,93,24.38,96,21.88,94,58.43,577.23,27.44,0.8
"Australia","AUS",19.03,32.03,11.31,9.19,7.72,20.4,7.65,2.85,34.11,2.62,33.65,0.68,22.83,29.65,8.15,27.93,37.3,23.78,63.74,27.94,35.87,49.62,6.78,67.62,14.41,0.25,31.87,29.77,9.7,0.01,28.46,23.9,31.22,38.3,33.19,46.69,38.53,0.01,45.78,0.01,23.24,22.43,29.6,35.61,24.74,24.31,2.73,21.96,35.52,31.2,4026.86,26.1,0.01909,19.29,67.54,16.32,0.00032,26.74,3.37,26.41,2e-05,75.86,10526.83,61.93,0.04989,66.71,2694.59,54.38,0.01277,70.82,2109.48,55.54,0.01,33.17,413.81,25.28,0.00196,31.14,171.84,25.47,0.00081,28.72,38.35,24.88,0.00018,42.21,108741.59,29.42,0.5154,42.91,93124.28,29.1,0.44138,44.73,72740.65,30.7,0.34476,49.47,31811.52,42.94,0.15078,47.65,683.7,38.49,0.00324,61.9,43.21,61.9,2e-04,46.85,590173.85,17.73,2.79721,22.11,3023.83,16.77,0.01433,31.5,0.2,0.01,0,73.71,3313412.32,62.03,15.70439,14.41,79.73,14.41,15.13,6.27,11.9,0.01,20.5,31.68,25561.37,32.07,5591.18,24.91,0,35.57,-22.23,12.82,99.71,7.34,99.99,0.01,100,0.01,100,22.86,18.88,35.42,447.03,17.21,2.99,33.19,126.79,32.45,47.48,30.03,105.9,35.57,31.26,67.18,18.45,0.23767,52.23,71096,41.73,0.37,48.08,14608,30.87,0.06,0.01,0,0.01,0,47.9,54.64,30.88,17649.87,27.7,287.78,31.28,478.99,47.53,133311,44.1,0.726,0.01,0,0.01,0,22.89,1.92325,23.6,1.81019,23.6,1.33455,21.32,1.75141,37.12,249.4,23.6,1009,39.97,404,31.73,1258.6,22.51,7,27.18,6.2,31.38,661.22,45.06,53.78,10.16,117.09,52.43,0.66,38.87,4.26,0.01,83.95,27.7,6.52,12.55,209.76,30.46,281.38,35.84,90,36.71,90,34.06,86,26.65,6842.81,52.21,4.5
"Austria","AUT",1.24,0.17,9.08,5.54,6.38,21.2,29.84,0.36,29.65,0.58,28.2,0.49,22.88,23.13,30.99,10.54,29.19,39.61,0.01,0.01,54.94,0.01,0.16,0.01,25.66,31.84,25.21,38.5,0.01,0.01,12.87,12.43,26.37,32.45,30.46,42.37,0.45,0.01,24.09,0.01,22.28,23.49,28.79,21.62,19.89,28.78,33.38,1.96,56.63,44.04,24404.48,55.62,0.30502,42.14,5197.34,40.17,0.06496,29.78,34.71,31.28,0.00043,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.2,202400.09,60.62,2.52971,48.61,172923.43,61.96,2.16129,49.86,129157.54,62.67,1.61428,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,42.67,457922.38,37.87,5.72337,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.51,78.39,25.81,14.33,38.08,9,26.62,15.5,25.51,29132.85,24.91,9519.36,24.91,0,59.49,75.63,0.01,100,0.01,100,0.01,100,0.01,100,20.9,23.78,7.93,763.52,10.73,2.66,14.41,142.79,26.09,44.59,26.65,94.03,22.13,24.83,76.4,22.7,0.21026,44.56,25438,40.29,0.32,20.2,129.5,0.01,0,0.01,0,0.01,0,51.4,81.74,20.45,14289.75,27.18,266.31,22.13,314.79,24.81,2000,23.4,0.026,0.01,0,0.01,0,24.27,1.80921,20.45,1.92928,38.3,0.82383,14.41,1.84237,22.89,384.9,36.2,569.4,21.32,795,21.92,2492.04,17.28,6,22.89,5.5,25.47,1083.06,28.2,83.21,33.19,100.35,53.32,0.6,30.46,8.24,22.89,56.8,0.01,2.44,34.24,870.55,22.13,185.89,46.78,81,53.72,71,72.25,35,21.32,7526.96,39.97,2
