"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Solomon Islands","SLB",2025,15.04,9.62,23.5,18.28,12.72,55.83,64.5,62.49,57.49,0.14,62.94,0.71,49.12,58.95,53.67,58.45,55.48,54.1,61.33,36.93,0.01,2.43,55.49,46.28,61.74,67.01,71.34,58.64,63.07,56.74,73.1,58.3,54.53,62.88,55.42,0.01,29.09,0.01,50.37,0.01,51.19,47.13,62.9,57.87,56.29,60.17,47.87,64.77,52.74,29.93,4506.9,87.87,0.81633,36.22,3679.07,81.27,0.66639,42.98,743.61,75.39,0.13469,52.68,1361.96,75.61,0.24669,47.78,303.73,69.68,0.05501,53.23,284.54,75.39,0.05154,29.72,309.03,42.77,0.05597,31.73,301.53,49.49,0.05462,29.28,58.26,43.43,0.01055,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,36.61,3189.56,50.11,0.57772,32.78,1.85,33.86,0.00033,0.01,0,0.01,0,21.19,40374,64.41,7.31292,36.22,38212.02,100,6.92133,59.07,21982.3,100,3.98165,35.8,70870.93,59.83,12.83682,56.9,70.53,67,10.57,64.76,5.88,69.33,10.3,74.49,2855.65,68.32,473.22,71.8,435.23,47.9,48.07,59.61,67.45,66.74,35.02,38.12,81.3,84.45,0.06,73.91,1.07,72.3,621.57,49.6,19.4,68.52,108,49.77,58.07,59.75,608.68,62.88,69.47,63.8,63.32,37.27,6.15,55.42,0.34888,0.01,0,0.01,0,25.31,638,33.44,0.08,0.01,0,0.01,0,46.97,118.67,81.55,41219.8,66.11,31214.5,61.99,2076.72,40.58,34463.8,62.51,4.588,0.01,0,0.01,0,47.9,-0.13471,54.7,-0.34706,42.84,0.44587,51.86,-0.26292,66.81,23.8,59.22,200.1,58.17,144.29,57.57,15.95,57.92,122.25,54.7,20.6,59.63,2.89,56.41,51.23,64.76,82.54,38.58,7.67,48.21,1.03,58.96,21.06,61.42,790.08,75.73,5069.1,58.43,2584.11,47.22,84,49.8,81,62.4,48,70.41,658.31,43.72,2.9
"Somalia","SOM",2025,24.89,8.55,72.45,68.89,81.04,68.13,75.25,73.64,68.18,59.55,68.98,69.19,90.63,84.86,52.32,87.73,68.9,29.92,6.3,31.12,45.13,0.01,46.55,27.11,75.66,86.21,84.14,58.44,67.03,62.81,72.33,96.58,44.45,87.45,81.55,33.06,85.57,74.63,67.02,71.43,90.31,90.95,82.12,86.31,86.21,43.4,63.07,86.83,88.64,30.25,4569.04,30.48,0.04142,28.69,1237.11,27.45,0.01121,31.13,64.19,31.74,0.00058,24.36,25.93,19.47,0.00024,24.68,1.13,22.24,1e-05,23.91,0.05,0.01,0,32.78,600.62,30.9,0.00544,32.51,393.4,30.56,0.00357,31.7,86.91,28.49,0.00079,44.36,199737.7,54.93,1.81071,42.56,142488.4,51.6,1.29172,36.8,70897.34,42.91,0.64272,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,43.22,670101.43,42.77,6.07477,42.57,91807.8,50.07,0.83228,50.46,6544.41,51.17,0.05933,30.08,34454.54,24.44,0.31235,84.04,58.82,68.12,10.5,89.84,1.9,82.72,7.65,85.59,1549.99,82.72,-280.48,64.11,282.37,53.27,130.34,71.73,58.26,62.63,40.58,58.47,50.3,67.47,0.82,65.76,6.68,79.55,496.58,100,51.3,93.27,84,45.06,55.77,43.84,293.73,87.45,97.02,89.84,91.97,27.7,5.05,81.55,0.4555,37.63,39387,29.04,0.21,81.85,2043426,89.46,11.13,68.61,673034,81.18,3.67,52.1,177.66,53.27,24843.96,93.27,59812.06,87.45,3509.9,69.15,1053487.8,64.96,6.328,71.52,2036.2,71.34,0.012698,93.27,-1.73283,87.45,-1.9802,82.72,-2.3776,100,-2.212,77.11,12.45,87.45,23.84,74.49,56.02,100,0,82.72,620.68,89.84,104,80.45,0.04,10.16,137.86,100,10.22,41.04,5.63,78.51,0.02,77.87,6.43,87.45,6094.74,85.59,6289.14,87.45,20180.23,85.38,42,81.58,47,100,13,80.51,348.33,58.96,5
"South Africa","ZAF",2025,9.5,3.13,28.81,37.05,11.74,54.96,49.11,38.8,54.63,9.16,73.2,0.58,52.96,52.67,55.98,52.35,56.66,11.32,37.71,0.03,23.58,0.15,3,21.44,58.84,42.06,53.73,43.76,44.57,33.33,34.42,44.32,80.54,36.2,55.91,38.37,33.43,0.6,33.66,0.01,51.49,54.47,47.68,51.28,59.76,50.09,62.56,58.37,46.95,64.43,183295.64,54.71,0.30594,58.03,42751.34,41.15,0.07136,25.05,0.3,0.01,0,47.69,851.92,27.13,0.00142,49.73,359.5,33.42,6e-04,43.36,53.42,30.82,9e-05,17.28,0.04,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,32.29,70432.93,16.05,0.11756,32.93,65523.26,16.81,0.10936,34.86,52562.84,17.19,0.08773,29.91,632.96,31.48,0.00106,0.01,0,0.01,0,0.01,0,0.01,0,64.58,3776872.68,44.57,6.30396,56.62,303341.48,44.74,0.50631,0.01,0,0.01,0,27.44,26842.41,16.75,0.0448,66.46,66.14,52.1,12.23,38.44,11.61,46.02,14.26,52.1,14988.01,55.42,2177.75,45.78,37.31,41.83,-5.15,38.97,94.49,50.97,77.63,35.52,87.7,31.28,53.64,57.92,34.01,20.45,1708.53,33.31,8.1,58.96,116,93.27,74.65,69.54,1308.2,36.2,48.37,50.93,38.7,47.44,9.67,55.91,0.35152,48.85,144480,30.14,0.23,41.78,20311,26.75,0.03,35.99,621,0.01,0,89.84,16048.52,100,48386.8,58.17,17584.37,54.94,1642.94,42.93,58796.8,26.39,0.074,0.01,0,0.01,0,50,-0.28467,53.03,-0.25695,63.49,-0.66564,46.73,0.08624,57.66,79.4,39.43,639.3,51.86,211,50.71,79.15,59.22,126.83,60.3,34.7,50.95,36.32,66.46,34.46,37.12,103.27,51.63,1.64,85.17,0.01,55.67,27.17,64.76,1360.48,50.46,1806.03,60.85,3443.49,52.76,79,51.25,79,38.28,84,56.16,2269.21,57.16,4.7
"South Sudan","SSD",2025,4.17,0.25,69.62,69,66.23,73.84,71.37,75.31,64.78,63.83,70.35,60.66,64.63,74.09,66.78,70.43,85.59,44.03,0.01,0.01,52.8,0.01,2.67,0.01,80.51,81.41,73.11,54.16,84.75,78.77,83.18,57.93,57.42,66.81,70.86,62.67,62.34,66.55,66.21,55.58,63.31,65.97,69.54,63.21,92.51,56.15,79.42,93.27,53.19,43.69,31138.03,45.72,0.18567,42.99,8605.89,38.34,0.05131,46.14,1195.19,47.99,0.00713,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,53.93,449325.31,60.62,2.67917,51.6,309814.21,57.6,1.84732,46.24,137431.2,48.2,0.81946,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,47.14,909560.53,35.45,5.4234,45.19,116030.23,48.03,0.69185,0.01,0,0.01,0,0.01,0,0.01,0,85.59,57.62,75.73,10.09,66.28,5.73,100,5.63,89.84,1505.27,59.49,1386.26,64.76,292.68,45.3,17.3,86.53,41.19,83,16.06,100,5.4,62.04,2.01,91.37,0.02,75.73,537.3,50.36,19.6,66.64,109,59.49,61.61,55.42,454.64,66.81,74.72,68.32,69.63,28.44,5.09,70.86,0.41703,59.24,467567,66.3,4.07,57.19,167489,67.95,1.46,62.87,282396,70.44,2.46,69.97,1236.08,56.16,25616.77,85.59,50669.46,72.82,2821.87,65.61,855400,66.81,7.092,48.83,273.2,63.27,0.00265,60.3,-0.71463,66.46,-0.92872,69.54,-1.13515,62.58,-0.83376,69.12,20.51,69.97,88.28,63.8,103.81,62.62,3.76,100,1222.53,85.59,98.7,62.77,1.36,100,12.35,28.2,110.51,63.8,0.3,78.51,0.02,100,1.65,93.27,9086.12,93.27,7452.01,93.27,22975.65,52.76,79,55.18,75,51.68,66,85.59,211.12,85.59,120.6
"Spain","ESP",2025,10.17,7.77,13.32,8.48,8.12,34.3,30.24,3.47,32.76,2.66,4.8,0.45,38.27,31.07,37.26,27.73,39.04,31.46,38.79,36.92,43.37,0.01,2.41,36.17,18.07,33.41,33.35,41.51,11.83,0.58,35.72,0.59,28.84,41.83,29.14,52.08,36.03,0.01,19.92,0.01,36.43,40.2,34.04,36.09,24.41,30.74,45.17,26.12,29.44,44.4,33995.9,33.43,0.06494,34.01,2376.15,22.59,0.00454,30.22,34.48,28.14,7e-05,55.92,1584.82,33.74,0.00303,49.06,333.22,34.31,0.00064,37.83,26.31,28.36,5e-05,43.54,5294.31,34.04,0.01011,41.53,2357.37,32.51,0.0045,40.61,740.92,31.16,0.00142,52.98,391153.28,35.18,0.74715,52.98,319084.92,36.15,0.60949,52.98,224639.63,35.18,0.42909,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,64.07,3570332.42,53.6,6.8198,29.39,16569.04,19.65,0.03165,0.01,0,0.01,0,47.11,280610.33,27.77,0.536,20.45,83.67,15.96,17.49,44.82,10.61,24.91,17.81,32.82,52792.26,33.89,12411.52,32.07,0,53.74,156.55,11.87,99.93,11.79,99.92,0.01,100,33.42,46.42,30.88,376.44,41.31,1265.83,0.01,2.5,35.24,136,27.7,45.63,30.03,165.65,41.83,51.31,20.45,20.06,71.8,31.25,29.14,0.09002,60.76,541164,44.64,1.12,43.36,28608,29.94,0.06,0.01,0,0.01,0,60.85,436.07,0.01,6652.73,30.46,427.09,28.68,438.65,29.15,8973,13.61,0.004,0.01,0,0.01,0,38.01,0.62937,34.91,0.75207,46.73,0.28729,34.58,0.82289,29.59,429.4,39.15,640.6,45.06,294,28.9,5178.37,22.13,3.44,26.92,3.1,28.9,1633.92,37.72,89.04,26.65,111.09,61.7,0.47,68.75,0.07,21.73,94.51,30.88,8.91,26.09,323.24,22.13,77.41,31.49,93,30.88,93,26.24,92,35.57,10491.56,42.84,2.8
"Sri Lanka","LKA",2025,4.87,1.6,14.83,18.75,12.37,14.07,47.91,14.34,41.52,1.8,45.11,0.72,53.46,49.19,62.12,0.68,65.92,0.01,54.42,0.12,15.7,0.16,2.75,58.6,43.46,44.77,50.51,53.6,40.85,0.72,43.52,33.04,39.94,42.34,42.34,15.58,37.2,0.01,51.86,0.01,52.68,54.26,55.42,51.58,41.65,60.23,64.07,46.75,0.01,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,62.32,3901.82,50.98,0.01831,56.61,1320.8,47.94,0.0062,59.02,708.97,51.03,0.00333,18.38,1.65,17.61,1e-05,0.01,0,0.01,0,0.01,0,0.01,0,18.31,7513.1,13.65,0.03526,17.94,5821.88,13.65,0.02732,17.94,3999.87,13.65,0.01877,46.58,26062.24,42.34,0.12232,0.01,0,0.01,0,0.01,0,0.01,0,48,943646.27,27.15,4.42889,55.95,299877.68,58.77,1.40744,0.01,0,0.01,0,64.51,1369343.25,53.24,6.42685,41.04,77.48,46.02,13.45,41.04,11.25,48.84,13.64,53.27,13992.17,47.9,3937.4,41.57,2.12,69.12,963.71,45.57,89.31,36.61,95.09,0.01,100,51.69,7.53,52.33,91.21,36.2,1361.35,20.36,4.1,53.63,121,41.04,53.4,38.87,234.61,42.34,51.74,48.14,33.93,58.17,17.81,42.34,0.23095,21.58,1183,11.25,0.01,41.39,16551,33.44,0.08,0.01,0,0.01,0,26.65,11.37,66.81,32423.15,46.73,6991.03,49.77,1391.87,56.78,391724.2,47.36,1.348,0.01,0,0.01,0,52.56,-0.38398,52.8,-0.25228,60.57,-0.50854,48.6,-0.09068,53.98,113.6,56.9,225.8,41.04,360.11,64.83,1.91,45.3,28.84,38.3,6.1,68.97,0.36,54.22,55.64,58.43,89.26,46.02,3.33,100,0,57.16,22.96,47.9,79.51,50.7,1810.83,42.08,376.59,0.01,99,0.01,99,0.01,99,53.98,2543.4,80.51,45.2
"Sudan","SDN",2025,10.41,1.65,65.69,59.29,64.66,73.93,64.98,54.6,60.24,64,53.55,47.69,83.01,68.28,65.41,66.07,93.51,0.43,0.01,24.3,59.84,0.01,37.41,14.41,62.57,75.74,74.21,50.7,63.18,40.85,72.31,47.62,42.69,71.32,71.8,60.65,43.23,100,49.19,46.23,83.01,83.01,65.33,70.92,68.72,71.08,60.19,58.85,74.18,23.1,790.83,18.9,0.00185,14.55,0.03,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.48,176.12,21.99,0.00041,26.4,108.03,21.61,0.00025,26.92,29.69,22.21,7e-05,63.4,1057332.58,59.36,2.4771,61.28,793942.95,58.76,1.86003,59.98,485452.93,56.49,1.13731,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,56.22,1965441.3,28.68,4.60459,39.69,69938.87,33.65,0.16385,36.97,64.6,34.41,0.00015,15.62,904.75,13.3,0.00212,66.11,66.33,59.22,11.24,75.09,3.87,76.4,8.5,75.09,2716.12,73.35,167.45,50.7,101.21,50.7,81.32,63.27,64.92,63.1,40.29,43.6,66,38.27,29.96,78.68,0.6,66.46,702.67,39.77,11.4,57.03,118,43.84,55.37,41.57,264.94,71.32,78.13,70.41,72.41,34.24,5.72,71.8,0.42269,70.91,982194,51.88,1.96,49.49,58494,37.77,0.12,100,6038666,100,12.07,54.94,254.86,42.84,20795.22,57.41,16881.85,60.85,1975.57,55.76,372057.4,43.39,0.802,46.41,95.8,46.05,0.000216,80.51,-1.50207,85.59,-1.97706,85.59,-2.46694,80.51,-1.67418,63.18,36.99,67.55,108.26,69.12,73.49,72.77,0.28,68.32,270.36,69.12,50.1,67.56,0.47,67.55,33.2,78.68,62.48,41.31,5.51,85.17,0.01,61.99,17.24,56.28,392.75,58.69,2723.36,61.7,3913.21,77.15,51,75.09,53,70.45,38,100,59.54,87.45,200.1
"Suriname","SUR",2025,6.21,1.78,21.7,15.8,11.58,55.86,53.07,39.84,55.04,0.14,60.42,0.56,52.16,53.12,54.29,56.82,56.51,0.01,0.14,53.09,49.01,0.01,30.16,50.95,47.36,60.53,45.61,60.69,34.59,40.83,35.74,49.89,75.93,39.97,54.94,28.9,0.01,0.01,31.27,0.01,59.69,45.58,56.82,49.32,53.48,52.86,55.76,53.97,59.81,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,23.31,22.43,37.66,0.00359,0.01,0,0.01,0,0.01,0,0.01,0,40.26,3665.91,72.91,0.58693,42.01,2475.61,67.8,0.39636,41.1,762.29,65.13,0.12205,30.38,51310.78,100,8.21507,29.1,37176.03,82.77,5.95204,25.87,17682.31,73.23,2.83101,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,22.03,46385.41,68.44,7.4265,15.67,217.53,20,0.03483,36.39,50.08,43.81,0.00802,40.78,105071.71,63.65,16.82242,49.77,73.63,45.06,13.68,55.42,8.39,66.11,10.96,48.84,19177.46,42.59,6175.3,64.43,290.09,57.16,303.97,28.41,97.99,42.12,89.97,23.81,99.6,70,0.56,45.3,200.59,28.2,1572.46,38.43,10.1,64.76,110,67.36,65.13,85.59,2628.7,39.97,50.53,51.16,39.06,51.16,11.47,54.94,0.34695,24.4,2836,34.23,0.45,0.01,0,0.01,0,0.01,0,0.01,0,66.11,732.93,61.99,28856.31,58.69,18175.88,55.42,1681.44,23.97,3820,40.8,0.614,0.01,0,0.01,0,53.03,-0.40435,67.18,-0.96724,43.59,0.41274,47.67,-0.06226,52.33,135.5,61.7,172.7,45.78,284.69,53.13,48.09,56.16,96.46,50.93,16.2,50.71,37.37,39.7,82.65,73.35,70.58,45.3,3.49,46.93,1.12,81.55,5.95,54.46,279.84,51.4,1873.09,56.16,1856.17,59.78,72,58.3,72,61.39,52,45.06,5378.51,70.86,19.1
"Sweden","SWE",2025,3.38,1.05,10.9,7.01,6.81,27.16,27.03,4.13,29.63,0.18,28.39,0.45,23.33,30.07,29.5,23.49,28.9,0.13,0.01,32.94,36.87,0.01,2.22,40.57,24.88,23.79,24.54,36.74,20.32,0.69,30.51,0.68,23.24,57.41,19.49,57.11,0.01,0.01,20.26,0.01,18.79,28.97,26.1,45.61,22.84,25.84,33.67,19.84,27.82,18.9,276.96,20.92,0.00273,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,35.57,1353.6,36.92,0.01335,35.35,606.66,33.71,0.00599,29.68,65.47,27.48,0.00065,36.8,97582.25,39.45,0.96271,34.86,76200.62,38.45,0.75177,33.89,50455.14,38.12,0.49777,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.6,712529.88,56.72,7.02957,22.45,3829.16,21.06,0.03778,0.01,0,0.01,0,43.04,146174.41,38.24,1.44211,24.27,83.26,25.51,16.85,30.67,12.67,18.45,19.04,25.51,69684.26,23.6,20886.55,32.07,0,42.08,-3.55,16.21,99.74,25.48,98.86,0.01,100,46.94,10.25,27.18,408.1,34.24,1404.62,0.01,2.5,46.37,128,22.89,43.69,23.6,140.63,57.41,60.74,42.59,27.73,74.49,33.01,19.49,0.01468,54.39,311100,59.96,2.95,0.01,0,0.01,0,0.01,0,0.01,0,38.3,49.47,38.01,19251.55,22.89,241.47,19.49,389.08,21.94,2700,18.71,0.026,0.01,0,0.01,0,15.96,2.02825,22.13,1.60138,35.57,0.75837,23.6,1.60402,27.7,440.8,24.59,1166.5,49.54,233.44,41.99,689.5,25.51,4.51,20.45,2.5,40.84,294.77,41.57,80.7,10.16,124.52,29.59,18.74,49.43,0.82,26.09,83.9,31.68,9.07,10.16,124.17,24.27,84.85,28.87,94,28.41,94,26.24,92,24.27,16819.82,34.41,2.1
"Switzerland","CHE",2025,1.23,0.16,9.47,6.42,5.12,25.85,18.2,1.4,23.97,0.64,27.84,0.46,13.28,21.98,35.28,24.26,20.18,2.18,0.01,0.01,40.57,0.01,2.46,0.01,18.07,14.46,17.28,24.32,0.36,0.71,23.59,0.64,18.96,45.54,15.96,52.75,0.49,0.01,21.34,0.01,10.78,16.36,16.62,19.05,33.54,28.08,44.33,22.08,26.66,37.59,14665.56,44.48,0.16845,25.92,765.82,25.02,0.0088,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,35.83,93344.98,40.82,1.07215,36.48,87012.96,45.48,0.99942,37.46,72675.82,49.02,0.83474,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,42.95,669388.44,86.95,7.6885,23.15,5978.03,25.92,0.06866,0.01,0,0.01,0,0.01,0,0.01,0,15.96,83.95,20.45,17.38,6.73,13.9,31.08,16.58,17.28,87046.98,17.28,29261.97,32.07,0,18.45,-3400.86,0.01,100,12.83,99.9,0.01,100,50.33,8.79,12.55,487.17,44.33,1226.36,0.01,2.5,41.57,132,18.45,41.83,19.49,121.69,45.54,52.96,30.46,22.96,68.72,30,15.96,0.00703,50.96,205257,54.61,2.31,23.96,412,0.01,0,0.01,0,0.01,0,51.16,169.67,15.96,10768.37,26.09,278.92,28.2,438.5,22.62,3011.6,20.13,0.034,0.01,0,0.01,0,17.28,2.022,6.73,2.13493,21.32,1.07144,12.55,1.76173,27.18,447.7,10.16,1876,34.24,444,10.6,11060.6,33.89,7.38,33.19,3.9,20.34,2829.8,28.2,104.47,38.58,102.65,50.46,1.84,50.42,0.69,34.24,74.15,15.96,4.39,22.13,254.41,30.46,122.21,25.84,95,26.17,95,28.03,91,15.96,23219.97,25.51,1.3
"Syrian Arab Republic","SYR",2025,12.65,2.53,63.24,51.54,74.84,65.56,64.67,50.05,56.82,57.87,34.16,78.12,92.85,57.8,62.57,53.58,84.04,45.22,38.03,0.01,40.02,0.01,3,32.56,54.93,74.34,75.83,56.5,38.38,37.61,61.85,70.28,63.3,46.97,61.7,46.82,74.55,55.52,71.93,84.84,90.95,94.78,56.18,68.88,49.91,69.16,56.6,46.98,61.1,60.91,125709.17,63.48,0.46887,52.84,21141.55,42.41,0.07885,32.51,73.24,30.36,0.00027,46.2,735.79,32.24,0.00274,44.81,223.73,35.21,0.00083,39.94,35.04,32.21,0.00013,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,45.48,215255.02,36.15,0.80286,45.48,173519,36.8,0.64719,43.27,110357.44,34.53,0.41161,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,56.57,1969672,65.58,7.34651,46.58,120389.64,42.57,0.44903,0.01,0,0.01,0,41.15,114338.54,25.77,0.42646,53.27,72.12,56.65,11.54,65.76,5.74,84.04,7.42,65.76,4609.89,87.45,-401.61,81.55,1672.27,39.15,-29.66,39.93,94.08,36.89,94.98,34.61,88.4,40.88,18.52,53.98,68.66,70.86,639.98,66.31,34,74.49,100,70.41,65.14,56.9,493.18,46.97,53.9,55.18,46.69,42.47,7.21,61.7,0.37988,51.32,230371,42.71,0.98,71.8,702205,77.41,2.98,54.77,174420,56.29,0.74,14.41,3.56,33.89,17314.43,52.33,12491.95,53.27,1480.95,75.13,1865314.8,68.87,8.154,81.87,10440.4,87.92,0.05301,100,-1.75022,82.72,-1.78816,100,-2.75061,89.84,-2.03518,51.63,152.1,61.13,175.7,58.69,143,80.84,0.05,45.54,29.92,54.7,20.6,74.41,0.13,53.74,56.47,82.72,57.2,37.42,9.06,85.17,0.01,56.9,23.03,43.35,32.75,55.18,2156.45,43.35,459.46,65.95,66,64.29,66,53.81,64,84.04,213.14,84.04,62.67
"Tajikistan","TJK",2025,2.9,0.23,36.56,22.01,45.42,48.89,58.84,16.72,48.64,2.06,52.43,30.8,66.89,45.49,60.46,32.93,58.69,56.89,0.01,0.01,41.82,0.01,1.66,0.01,56.92,52.06,58.49,69.14,41.55,0.71,61.23,43.28,35.65,61.13,52.8,27.65,31.61,0.01,26.33,36.04,68.23,65.58,43.78,44.16,48.7,52.74,69.3,62.7,17.29,53.79,77001.33,100,0.82016,55.3,32292.64,63.78,0.34396,40.65,454.65,43.96,0.00484,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.78,111292.72,44.73,1.18541,37.79,91077.93,44,0.97009,39.12,75503.6,47.4,0.80421,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38,383257.66,25.53,4.08218,14.92,4.19,14.55,4e-05,0.01,0,0.01,0,0.01,0,0.01,0,53.98,71.79,60.03,11.14,40.78,11.29,66.46,10.86,61.99,6232.46,55.18,2267.55,61.99,248.18,77.11,1777.47,51.58,81.94,33.47,96.75,0.01,100,50.88,8.47,77.87,0.61,48.14,1163.85,34.92,8.7,53.63,121,37.12,49.61,34.24,190.6,61.13,67.1,61.7,61,36.82,6.1,52.8,0.33031,30.78,13382,24.84,0.13,34.46,5062,28.99,0.05,0.01,0,0.01,0,40.25,57.06,61.42,28558.19,49.77,8509.65,61.42,2022.39,26.27,6009,26.39,0.074,34.84,3.2,37.28,3.2e-05,75.09,-1.37873,61.99,-0.77232,59.49,-0.47282,72.3,-1.27723,49.3,187,38.87,645.3,35.24,432,55.33,31.22,40.78,16.63,58.17,27.3,55.09,13.3,47.2,69.28,56.41,90.58,89.84,0.02,70.15,0.05,52.8,34.67,63.49,1197.05,60.57,2987.7,64.11,4728.66,22.07,96,18.69,97,12.54,96,62.28,1431.23,55.3,4.5
