"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"El Salvador","SLV",2025,14.41,7.3,28.43,45.69,11.73,42.88,60.12,34.36,52.02,36.94,50.18,0.63,51.7,49.59,65.48,36.99,32.55,56.42,39.39,1.56,23.42,0.17,3.25,24.57,51.49,60.43,54.82,76.58,33.85,38.48,27.15,39.42,63.08,38.87,57.41,27.78,34.12,53.18,39.64,0.01,51.56,51.84,54.31,48.29,46.5,55.47,77.29,46.72,29.29,49.39,55241.83,100,0.82016,49.03,15731.44,57.2,0.23356,44.21,947,52.7,0.01406,37.12,232.18,36.86,0.00345,40.55,111.26,39,0.00165,42.18,50.79,40.95,0.00075,19.84,6.23,18.71,9e-05,20.15,6.23,19.41,9e-05,0.01,0,0.01,0,23.55,18340.25,22.54,0.27229,24.55,16327.34,22.54,0.24241,24.55,13076.84,22.88,0.19415,49.47,40338.46,50.82,0.59889,0.01,0,0.01,0,0.01,0,0.01,0,40.75,518632.37,100,7.7,46.11,119072.21,62.93,1.76783,0.01,0,0.01,0,25.77,16888.59,23.43,0.25074,53.51,72.1,49.54,12.76,60.57,7.15,60.3,11.91,54.94,11860.14,54.7,2286.36,62.88,262.44,93.27,2951.71,25.85,98.59,44.33,87.55,28.2,98.3,52.5,6.14,51.16,106.84,14.41,1831.12,29.83,6.8,52.1,122,56.16,60.13,70.86,1466.58,38.87,49.73,50.46,37.75,52.56,11.98,57.41,0.35957,28.62,9971,26.96,0.16,34.81,5276,33.44,0.08,47.92,66000,59.01,1.05,52.56,195.77,55.67,25251.41,57.92,16945.48,37.42,822.16,40.25,33917.6,39.03,0.514,0.01,0,0.01,0,56.9,-0.56132,46.73,0.05044,50,0.00233,53.74,-0.36936,51.16,161.6,57.66,217.9,62.28,116,37.44,1166.93,48.37,42.79,44.7,10.4,39.96,312.63,62.88,39.42,67.93,78.27,100,0.01,85.17,0.01,54.22,32.23,52.8,157.66,40.51,974.71,47.67,734.64,22.07,96,23.31,96,48.85,71,53.03,2787.93,19.98,1
"Equatorial Guinea","GNQ",2025,3.36,0.86,13.15,10.86,3.6,58.12,54.28,61.21,68.77,0.01,66.1,0.01,70.03,66.73,59.09,58.95,56.37,1.79,0.12,0.01,24.72,0.01,47.8,13.29,71.45,57.22,51.94,40.89,58.05,56.35,77.44,55.41,58.86,63.18,87.45,0.01,0.01,0.01,0.01,0.01,77.95,62.92,68.67,62.28,69.48,62.36,56,55.38,62.75,22.08,718.33,32.18,0.05592,19.65,88.73,23.63,0.00691,0.01,0,0.01,0,16.52,0.07,16.39,1e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.57,6985,31.01,0.54381,18.31,6438.59,32.61,0.50127,19.4,5591.71,36.15,0.43534,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.12,90475.47,57.08,7.04384,34.01,30490.31,67.06,2.37378,47.07,4091.7,77.46,0.31855,12.9,28.76,13.7,0.00224,70.86,63.71,72.05,10.28,55.79,8.28,58.69,12.13,54.46,12252.51,49.54,3514.86,44.33,14.82,37.72,-46.93,62.61,65.07,53.82,67.96,42.77,66.9,74.25,0.33,74.49,1.01,80.51,495.38,48.12,17.76,63.8,110.06,61.7,62.61,56.16,467.18,63.18,69.8,64.11,63.65,37.27,6.15,87.45,0.45843,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,79.55,5752.05,60.57,27979.33,65.42,29410.86,60.57,1959.83,0.01,0,0.01,0,0.01,0,0.01,0,84.04,-1.57037,72.3,-1.32035,53.98,-0.23537,73.35,-1.33869,72.82,15.3,64.76,137.5,57.41,155.66,67.56,0.85,63.18,212.33,76.4,70.6,65.92,0.84,54.46,55.1,67.55,78.39,43.35,4.33,60.65,0.23,66.81,12.92,59.49,547.95,46.49,1427.67,61.42,3783.06,56.69,74,56.92,73,76.57,28,61.42,1621.17,51.74,4
"Eritrea","ERI",2025,6.03,2.3,15.79,18.31,3.71,57.99,62.56,68.41,56.19,0.14,61.18,0.01,77.55,66.1,68.9,45.42,62.33,32.38,0.03,1.97,26.32,0.01,37.32,17.84,58.44,77.15,77.49,43.85,73.82,60.19,74.59,66.09,43.2,67.18,61.13,26.55,0.01,0.01,0.01,0.01,80.9,74.34,72.31,61.53,64.9,69.13,68.68,70.44,29.29,30.57,5195.51,41.63,0.12399,27.3,858.49,29.55,0.02049,30.67,56.32,36.61,0.00134,15.42,0.03,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.75,119.76,27.87,0.00286,26.77,111,29.41,0.00265,0.01,0,0.01,0,22.19,16136.23,26.84,0.3851,24.22,15919.47,28.13,0.37992,24.88,15466.6,32.93,0.36911,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.63,280155.49,51.18,6.68599,25.92,10517.09,36.98,0.25099,38.76,180.95,41.04,0.00432,17.84,2757.14,17.84,0.0658,60.03,68.62,56.9,11.53,69.54,5.09,85.59,7.32,77.87,2111.08,77.11,24.22,46.26,40.05,41.57,-5.57,69.65,59.81,78.24,18.96,52,54.4,69.67,0.6,72.82,1.65,76.4,537.28,59.98,24.94,72.82,101.46,44.21,55.43,42.21,267.47,67.18,74.91,66.81,67.65,43.22,7.26,61.13,0.37693,25.4,6115,27.76,0.18,0.01,0,0.01,0,0.01,0,0.01,0,58.43,356.66,61.13,28200.62,56.41,16353.34,69.54,2639.3,0.01,0,0.01,0,0.01,0,0.01,0,77.87,-1.47526,84.04,-1.79376,65.76,-0.79277,84.04,-1.76206,81.55,8.8,64.11,154.3,63.49,106.37,59.63,5.75,69.54,321.55,60.57,35.4,62.34,1.43,68.72,32.71,77.11,63.36,59.62,0.66,63.48,0.16,85.59,5.2,78.68,2764.29,65.76,3690,67.55,6594.37,25.84,95,26.17,95,37.14,85,79.55,366.02,48.84,3.77
"Estonia","EST",2025,1.84,0.43,7.84,6.93,2,34.81,33.9,1.67,39.21,0.18,39.88,0.01,29.68,27.09,39.12,27.93,38.62,0.01,0.01,1.56,27.28,0.01,2.25,30.7,36.35,24.24,35.88,41.79,0.48,0.81,30.24,0.66,36.91,55.18,29.59,60.77,0.01,0.01,0.01,0.01,27.41,32.14,37.12,33.04,16.21,33.82,45.26,20.28,38.47,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.47,6.14,22.36,0.00044,17.94,0.63,18.31,5e-05,0.01,0,0.01,0,22.88,16707.91,45.48,1.20671,22.19,13423.68,43.63,0.96951,16.43,3084.83,24.88,0.2228,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.54,105474.58,79.26,7.61776,20,1620.5,31.15,0.11704,0.01,0,0.01,0,25.11,16483.17,37.54,1.19048,36.82,79.15,35.89,15.3,15.96,13.55,36.82,15.94,35.57,45383.92,36.2,10940.27,32.07,0,54.46,217.34,0.01,100,23.23,99.06,0.01,100,65.4,1.29,30.46,376.56,30.03,1496.04,0.01,2.5,43.35,131,38.3,50.31,35.57,200.84,55.18,58.44,36.82,25.3,75.73,33.14,29.59,0.09413,46.51,108695,79.41,7.93,0.01,0,0.01,0,0.01,0,0.01,0,58.96,358.72,36.2,18666.99,32.45,760.07,36.51,779.02,0.01,0,0.01,0,0.01,0,0.01,0,26.65,1.53812,28.2,1.26347,38.01,0.66053,27.18,1.42639,37.42,346.9,36.82,665.8,33.89,446.54,32.21,3517.11,30.46,5.18,8.63,2.1,31.33,1543.97,33.54,97.86,36.82,103.39,63.49,0.33,39.99,3.45,36.51,71.43,20.45,5.54,23.6,273.18,17.28,59.97,38.05,90,39.09,89,38.28,84,31.68,13067.16,47.08,3.4
"Eswatini","SWZ",2025,1.76,0.14,22.23,17.59,11.16,55.93,56.09,51.9,63.49,0.14,65.1,0.4,60.42,57.49,54.62,55.07,58.17,0.14,0.01,0.01,20.43,0.14,2.64,0.01,62.69,52.65,53.97,55.55,55.41,50.16,50.81,51.38,71.59,57.66,61.99,26.24,0.01,0.01,16.13,0.01,62.61,58.31,53.12,53.68,66.65,48.4,61.63,65.45,46.33,21.39,713.39,33.85,0.06498,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.05,3183.15,23.21,0.28993,16.43,3162.29,24.55,0.28803,16.81,3111.9,28.78,0.28344,27.7,37.38,33,0.0034,0.01,0,0.01,0,0.01,0,0.01,0,24.75,84164.37,84.57,7.66591,28.34,12765.12,57.31,1.16268,0.01,0,0.01,0,0.01,0,0.01,0,69.97,64.12,56.16,11.62,66.28,5.73,41.83,14.93,56.41,10464.39,51.63,3061.53,59.22,214.72,52.1,106.7,55.99,73.47,54.83,64.42,36.45,86.4,69.03,0.73,59.22,27.47,43.59,1235.26,40.76,12.4,64.76,110,79.55,70.47,64.43,855.43,57.66,60.81,60.03,54.14,39.84,6.67,61.99,0.38053,23.71,2611,29.04,0.21,0.01,0,0.01,0,0.01,0,0.01,0,93.27,17901.95,58.96,27169.9,58.43,17640.9,55.91,1689.04,15.25,211.6,17.07,0.018,0.01,0,0.01,0,60.85,-0.73499,64.43,-0.88496,57.66,-0.35759,58.96,-0.59775,59.49,55.7,47.44,426,53.98,185.53,53.38,46.06,65.76,239.63,67.55,45,52.17,28.51,57.16,47.95,38.01,102.85,62.14,0.46,61.91,0.19,60.85,18.02,74.49,2475.58,58.43,2626.99,64.43,4735.6,45.1,85,53.95,76,40.87,82,58.69,1899.83,57.66,4.8
"Ethiopia","ETH",2025,4.87,0.36,66.01,61.91,66.94,69.41,62.78,64.59,56.79,58.64,67.36,67.17,62.66,71.26,72.96,63.94,71.69,39.85,0.01,0.01,29.62,0.01,63.66,0.01,60.42,77.33,69.57,47.79,87.8,48.39,70.55,58.06,43.2,66.46,63.8,52.39,59.69,64.49,49.9,90.42,57.84,67.88,69.54,76.59,67.93,69.89,76.17,68.72,59.49,59.06,111094.26,39.59,0.107,50.07,18178.33,28.85,0.01751,38.46,303.58,30.82,0.00029,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,45.85,225720.13,17.94,0.21741,46.24,196425.86,18.67,0.18919,48.2,149727.76,19.75,0.14421,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,73.01,7139926.77,54.63,6.87703,76.25,967237.38,52.27,0.93162,74.22,110047.5,56.4,0.106,0.01,0,0.01,0,63.03,67.32,57.92,11.4,82.72,2.39,72.3,9.94,72.82,3050.4,66.46,586.44,52.1,110.54,43.84,9.2,77.08,51.51,100,9.34,50.53,55.4,46.35,10.39,66.81,4.51,74.49,569.45,54.25,22.2,62.14,112,44.21,55.43,42.21,267.47,66.46,74.03,67.55,68.51,32.45,5.52,63.8,0.38665,69.15,928206,39.69,0.72,66.89,617907,53.27,0.48,77.21,794266,53.86,0.62,64.43,657.11,72.82,37371.88,69.12,34166.17,63.49,2249.79,62.67,686352,39.73,0.552,100,29106,81.75,0.023924,54.22,-0.46506,61.7,-0.76866,77.11,-1.96957,59.75,-0.6702,73.91,14.3,65.42,122.2,89.84,28.62,65.29,1.67,67.93,266.69,67.93,46.5,60.96,2.06,79.55,25.07,70.41,74.17,67.55,0.19,100,0,65.42,14.46,71.32,2186.46,63.8,3588.72,71.32,7911.44,59.78,72,58.3,72,60.42,53,69.54,678.03,73.91,23.9
"Federated States of Micronesia","FSM",2025,4.17,1.12,15.54,12.93,5.73,50.68,65.12,54.34,56.68,0.03,60.09,0.08,45.42,51.77,41.39,55.28,56.9,0.12,53.69,0.01,0.01,50.03,1.72,39.97,64.7,57.03,77.92,62.55,45.06,59.98,74.12,43.53,58.49,58.17,53.51,0.01,0.37,0.01,0.72,0.01,49.86,41.37,55.43,45.45,55.06,46.28,37.02,56.69,53.91,12.16,7.75,23.33,0.01002,0.01,0,0.01,0,0.01,0,0.01,0,39.12,290.12,80.82,0.37487,39.56,102.75,88.95,0.13277,35.33,12.46,60.92,0.0161,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,31.74,1047.03,63.91,1.35285,37.88,126.68,53.13,0.16368,60.04,0.32,63.94,0.00041,9.04,2529.71,19.23,3.26862,21.06,2529.71,70.98,3.26862,0.01,0,0.01,0,24.77,16082.81,64.51,20.78043,63.49,67.2,65.93,10.59,58.69,7.33,55.42,12.62,65.09,4728.68,93.27,-726.26,80.51,1451.58,48.6,54.15,41.54,93.23,48.87,81.16,35.98,86.9,100,0.01,54.94,58.16,100,197.09,34.03,8.27,55.67,119.9,52.56,58.77,65.09,918.45,58.17,60.92,58.43,51.7,46.73,9.22,53.51,0.33386,0.01,0,0.01,0,13.94,5,0.01,0,0.01,0,0.01,0,49.07,130.91,79.55,41013.88,56.65,16439.17,58.96,1825.94,0.01,0,51.36,1.814,0.01,0,0.01,0,48.6,-0.15278,51.16,-0.18853,46.49,0.33327,36.82,0.64397,56.41,89.34,54.46,275.63,46.49,274.03,44.44,429.35,53.51,74.31,56.65,23.1,43.37,229.77,45.3,74.18,50.46,95.49,27.7,28.6,32.32,11.75,56.65,23.39,55.67,364.37,62.28,3145.2,52.56,1244.55,52.76,79,51.25,79,57.95,59,62.58,1415.81,51.74,4
"Fiji","FJI",2025,6.87,2.79,16.94,20.98,11.72,19.76,63.08,43.92,46.48,0.55,57.38,0.78,39.72,51.93,45.12,2.99,57.18,53.37,54.71,30.79,0.01,2.66,0.01,54.42,71.69,47.54,62.43,74.41,37.57,42.58,56.42,41.22,54.64,40.78,45.06,0.35,46.27,0.01,60.88,0.01,39.55,39.89,54.08,49.32,52.49,43.94,46.33,55.91,0.16,31.52,7197.1,81.28,0.79766,37.36,4309.06,70.9,0.47757,46.82,1195.43,72.75,0.13249,48.73,938.4,66.17,0.104,45.97,266.81,62.39,0.02957,48.56,144.91,59.71,0.01606,25.28,80.52,33.64,0.00892,25.28,60.75,34.53,0.00673,28.49,46.98,40.27,0.00521,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,41.53,6694.48,58.02,0.74195,36.11,64.42,40.39,0.00714,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.62,203865.81,66.38,22.59448,63.03,67.32,81.55,9.6,46.73,10.37,48.37,13.85,52.33,14284.48,74.49,126.33,77.11,985.08,71.8,1225.01,35.85,95.49,39.38,93.04,25.78,99.3,70.33,0.53,59.75,25.34,53.27,1081.58,32.61,7.8,52.1,122,48.6,57.7,61.42,678.77,40.78,50.89,52.56,41.32,47.2,9.57,45.06,0.26713,12.15,21,0.01,0,36.22,6731,59.1,0.73,0.01,0,0.01,0,39.15,53.57,77.87,40847,60.03,19015.52,59.22,1852.82,46.49,117486,79.72,12.952,0.01,0,0.01,0,40.25,0.50627,38.87,0.49078,35.89,0.74434,44.33,0.3049,56.9,85.03,51.4,354.36,50.93,217.55,47.76,241.03,46.73,38.05,58.96,29.1,44.44,212.12,56.9,49.76,33.54,104.87,52.45,1.43,45.6,1.24,41.57,60.32,56.9,420.11,56.9,2474.94,53.98,1466.67,0.01,99,0.01,99,39.72,83,54.46,2427.42,60.03,5.2
"Finland","FIN",2025,1.6,0.49,5.2,6.82,0.86,23.95,27.97,1.68,28.53,0.56,19.64,0.01,2.51,25.64,28.22,18.85,25.83,0.01,0.01,2.53,34.98,0.01,2.09,38.59,30.87,19.6,30.25,33.46,0.44,0.74,36.86,0.67,17.28,58.69,22.89,46.43,0.37,0.01,0.01,0.01,10.36,0.61,25.12,28.59,23.47,24.96,31.9,11.05,32.15,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.03,6322.67,50.34,0.11258,32.91,431.17,36.19,0.00768,0.01,0,0.01,0,31.65,68742.43,46.62,1.22401,31.01,48446.75,40.82,0.86263,28.13,23448.71,34.86,0.41752,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,37.17,349885.7,44.21,6.22997,21.41,2997.41,23.5,0.05337,0.01,0,0.01,0,37.89,86890.44,39.31,1.54715,31.28,81.91,30.46,16.35,26.65,12.93,14.41,19.23,28.2,62068.07,32.45,13536.62,32.07,0,34.91,-172.45,0.01,100,18.95,99.45,0.01,100,54.09,5.62,33.54,354.59,40.51,1278.67,0.01,2.5,44.58,130,17.28,41.33,17.28,117.19,58.69,62.64,33.89,24.29,89.84,38.35,22.89,0.04976,43.66,89580,49.37,1.6,13.55,2,0.01,0,0.01,0,0.01,0,38.58,50.26,14.41,10692.95,12.55,216.34,21.32,395.91,0.01,0,0.01,0,0.01,0,0.01,0,6.73,2.22152,15.96,1.73861,37.12,0.71399,0.01,1.96705,36.51,360.9,17.28,1401.3,33.19,450.65,24.62,6239.55,36.2,8.34,15.22,2.3,23.88,2592.7,40.78,80.84,15.96,121.16,51.28,1.7,43.95,1.45,14.41,104.94,12.55,4.04,6.73,117.01,15.96,56.5,35.67,91,35.52,91,26.24,92,29.14,14295.91,22.89,1.2
"France","FRA",2025,7.75,2.7,22.27,9.97,33.29,33.29,30.43,1.36,35.02,2.44,27.8,35.55,34,30.53,42.13,26.04,33.63,1.99,0.13,58.58,59.01,0.01,2.82,41.08,16.67,36.95,32.22,43.19,0.51,0.54,26.78,0.47,30.02,58.96,24.27,53.52,27.28,0.01,37.84,33.39,30.88,37.44,34.77,23.67,34.56,34.62,51.27,29.62,22.89,39.56,19196.34,28.32,0.02831,29.39,1285.3,19.07,0.0019,0.01,0,0.01,0,30.39,101.86,17.67,0.00015,0.01,0,0.01,0,0.01,0,0.01,0,63.19,77213.03,50.97,0.11386,62.83,60047.15,57.18,0.08855,61.93,31262.23,56.41,0.0461,64.16,1089826.3,52.98,1.60705,64.16,960618.75,53.93,1.41652,64.16,745573.04,55.96,1.09942,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,65.63,4002038.79,39.8,5.90138,50.6,174735.3,37.74,0.25766,0.01,0,0.01,0,54.31,464850.8,31.08,0.68547,22.13,83.33,12.55,18.05,37.72,11.69,36.2,15.99,30.03,59068.24,34.58,12006.04,32.07,0,58.17,326.24,0.01,100,26.19,98.65,0.01,100,28.81,66.18,14.41,473,49.77,1133.44,0.01,2.5,22.13,145,29.59,46.12,30.46,165.67,58.96,62.69,41.83,27.31,80.51,35.38,24.27,0.06005,65.45,712711,43.76,1.04,36.58,7934,20.35,0.01,0.01,0,0.01,0,59.22,373.8,21.32,11167.04,19.49,233.38,24.27,414.66,47.23,121815.4,30.32,0.176,34.29,1.2,32.51,2e-06,30.88,1.18482,30.88,1.14463,46.02,0.3437,30.46,1.18057,40.25,328.1,30.03,942.2,24.27,637.54,23.09,7029.49,35.24,7.91,33.89,4.3,25.99,2180.21,44.09,77,36.2,103.63,53.98,1.14,67.82,0.08,36.82,71.42,26.65,7.33,24.91,303.67,39.15,210.23,22.07,96,23.31,96,23.3,93,30.46,13467.39,37.12,2.3
"Gabon","GAB",2025,6.18,1.5,25.43,27.59,11.86,50.28,50.29,50.98,57.79,1.57,68.78,0.45,61.74,59.99,54.31,57.24,40.89,0.01,0.12,21.93,36.22,0.01,40.49,44.86,58.98,53.15,47.67,42.8,52.77,45.03,50.5,56.28,45.3,61.99,68.72,13.94,27.77,0.01,20.37,0.01,63.83,59.71,58.2,59.5,62.35,62.8,46.97,56.38,58.12,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.77,5.96,18.57,2e-04,0.01,0,0.01,0,0.01,0,0.01,0,20.56,6.96,20.35,0.00023,21.24,6.96,20.88,0.00023,24.24,6.6,24.72,0.00022,27.49,32865.08,41.86,1.0878,27.81,31422.15,47.01,1.04004,29.1,28633.65,51.6,0.94774,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,28.88,136662.4,28.18,4.52338,35.48,32985.74,55.95,1.09179,46.29,3575.2,58.89,0.11834,40.41,103581.57,49.79,3.42844,60.85,68.34,57.16,11.5,49.54,9.55,57.03,12.43,48.14,19721.68,47.2,4164.07,53.51,130.34,34.24,-216.22,47.35,86.93,58.82,49.9,32.83,94.1,61.77,2.03,58.17,33.04,43.84,1234.19,51.69,20.1,61.27,114,45.3,55.94,45.3,309.43,61.99,68.65,62.28,61.83,41.04,6.82,68.72,0.41311,17.28,281,11.25,0.01,27.67,900,27.87,0.04,0.01,0,0.01,0,76.4,3056.68,63.8,31392.3,66.81,32010.09,68.72,2577.55,23.3,3280,17.8,0.024,0.01,0,0.01,0,65.42,-1.01553,62.28,-0.77981,56.16,-0.33553,63.49,-0.87269,60.85,52.1,55.67,237,52.8,199,67.06,0.92,64.76,226.55,60.03,33.2,66.24,0.67,60.03,43.56,62.28,84.41,27.18,30.76,58.87,0.31,64.76,14.74,60.57,616.17,49.07,1656.83,60.3,3108.74,62.19,70,61.08,69,51.68,66,48.6,3752.06,34.41,2.1
"Gambia","GMB",2025,4.43,0.67,29.24,31.41,12.78,62.3,67.81,59.57,56.59,2.15,62.19,0.56,53.11,70.21,64.32,55.94,67.21,0.01,0.16,31.96,39.16,0.01,0.14,20.83,64.29,73.43,67.13,66.71,53.93,61.02,62.94,60.78,44.67,69.12,58.69,25.6,38.56,0.01,31.73,0.01,54.05,52.19,77.21,63.7,70.36,56.34,73.43,68.48,45.69,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.94,363.81,49.83,0.01519,0.01,0,0.01,0,0.01,0,0.01,0,28.6,257.84,34.85,0.01077,27.14,145.32,34.12,0.00607,31.29,80.09,36.88,0.00334,27.81,37147.57,52.51,1.55139,28.13,33754.49,53.45,1.40968,28.78,27434.81,57.04,1.14576,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.56,119257.02,32,4.98051,0.01,0,0.01,0,0.01,0,0.01,0,19.98,5102.58,21.72,0.2131,67.93,65.86,60.85,10.99,71.8,4.51,75.09,8.98,71.32,3212.41,63.18,928.73,68.72,379.36,64.76,665.63,48.46,85.65,60.02,47.72,42.77,66.9,87.07,0.04,70.86,2.16,55.91,1040.37,52.79,20.5,69.97,105,46.02,56.43,43.35,286.69,69.12,77.65,69.97,72.36,30.03,5.29,58.69,0.36389,25.07,4174,26.15,0.15,35.16,5286,42.29,0.2,0.01,0,0.01,0,71.32,1380.9,42.08,20463.64,61.13,20869.52,81.55,3149.06,27.24,6830,36.96,0.384,0.01,0,0.01,0,49.77,-0.28113,58.69,-0.59059,50.23,-0.01202,54.22,-0.37431,80.02,9,74.49,65.8,62.58,115,64.83,1.91,74.49,458.24,66.46,44.1,63.49,1.15,69.97,31.86,40.25,101.18,72.82,0.1,74.13,0.03,73.35,8.49,67.18,1626.59,69.97,4269.74,68.32,7035.09,47.22,84,42.58,86,47.43,73,66.11,888.03,68.32,14.4
