"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Republic of Moldova","MDA",2023,1.33,0.1,17.72,11.78,9.73,48.54,55.44,13.23,42.01,0.16,45.92,0.45,53.79,38,46.31,40.74,60.63,1.58,0.01,0.01,35.89,0.01,0.15,0.01,61.2,40.78,48.68,77.75,45.83,0.46,31.32,46.41,40.65,40.25,45.3,37.66,0.01,0.01,20.62,0.01,55.3,52.33,34.77,37.46,42.14,44.86,47.81,45.95,36.12,24.11,838.65,26.99,0.02272,15.3,2.39,15.81,6e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,28.46,40203.53,42.21,1.08905,28.78,36121.62,44.73,0.97847,29.42,29045.76,47.01,0.7868,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,30.15,179652.96,31.09,4.8665,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,57.41,68.85,65.25,9.54,36.51,11.82,45.54,14.43,46.97,15814.46,50.46,2594.58,75.09,670.11,80.51,2054.27,43.85,90.57,47.9,78.73,0.01,100,20.75,95.8,36.82,291.5,26.65,1491.35,30.97,6.7,69.54,107,34.91,48.76,47.33,140.52,40.25,50.17,43.59,29.74,60.57,20.43,45.3,0.28393,44.62,89475,31.78,0.15,0.01,0,0.01,0,0.01,0,0.01,0,48.84,142.43,52.33,25390.69,38.01,689.76,45.78,791.91,20.1,1092,21.16,0.04,0.01,0,0.01,0,55.18,-0.44789,55.42,-0.40499,52.33,-0.20552,52.33,-0.33192,30.46,405.7,39.7,611.8,28.2,568.46,49.77,54.04,36.19,19,49.07,14.2,49.77,25.94,42.59,78.04,42.59,100.99,55.58,1.26,47.9,2.73,41.04,57.98,44.33,53.43,52.33,1690.31,41.83,396.55,42.27,87,41.16,88,27.09,92,47.67,3723.3,77.11,28.6
"Romania","ROU",2023,3.33,0.71,15.6,9.25,8.68,47.28,43.28,1.57,48.59,0.51,40.25,0.4,45.23,36.14,50.11,44.16,47.75,39.38,0.01,0.01,62.95,0.01,1.81,19.58,45.19,43.68,37.37,47.57,0.65,0.52,40.19,0.45,48.6,47.44,49.77,27.77,0.47,0.01,15.75,0.01,48.92,41.82,38.87,32.08,37.84,48.74,51.52,43.5,44.83,56.81,100041.76,54.26,0.29521,47.54,14763.84,34.93,0.04357,27.16,5.15,26.84,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,61.28,937480.03,61.96,2.76639,61.96,842307.44,63.4,2.48554,63.4,654675.74,65.8,1.93187,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,50.97,1238363.13,22.58,3.65425,19.29,1266.82,15.67,0.00374,0.01,0,0.01,0,23.43,12270.49,16.37,0.03621,42.84,74.18,47.67,11.67,41.04,11.28,46.49,14.23,36.2,35490.93,38.58,6860.53,31.08,0,72.82,1076.79,0.01,100,42.65,87.07,0.01,100,27.24,87.7,34.91,318.99,46.26,1199.22,0.01,2.5,19.98,145,42.59,53.98,55.46,178.91,47.44,53.73,33.89,24.64,69.97,29.09,49.77,0.31955,44.94,89479,17.16,0.03,21.79,163,0.01,0,0.01,0,0.01,0,43.59,77.94,42.34,20975.92,35.57,548.98,39.97,575.89,19.37,864.6,12.81,0.004,0.01,0,0.01,0,47.2,-0.03792,50.7,-0.12964,42.34,0.53303,41.31,0.40766,41.04,286.08,36.82,674.82,24.91,643.68,41.31,419.7,36.19,19,39.56,6.4,42.84,155.59,44.82,72.91,60.3,87.37,64.98,0.4,50,2.34,42.08,56.16,40.25,24.05,51.16,1611.91,39.97,310.86,43.86,86,43.35,86,47.4,75,35.57,8705.89,64.11,13.8
"Russian Federation","RUS",2023,28.2,28.35,28.05,14.97,39,37.81,37.62,4.06,44.14,2.48,44.99,30.76,60.36,31.95,39.24,27.4,50.28,41.02,33.51,42.75,66.29,2.37,44.51,35.82,53.24,32.43,35.57,32.62,35.81,0.53,25.51,0.56,54.21,39.7,39.97,40.23,0.58,0.65,24.11,39.25,57.94,62.89,35.97,25.74,35.24,47.55,32.38,41.97,17.89,57.91,103639.45,35.09,0.07371,54.04,25157.49,29.2,0.01789,45.48,999.61,32.68,0.00071,39.53,358.28,20.01,0.00025,45.38,252.66,27.15,0.00018,47.17,125.82,30.82,9e-05,49.98,16607.45,36.5,0.01181,50.1,12504.06,37.04,0.00889,49.54,4508.49,36.42,0.00321,73.23,3129378.27,57.04,2.22563,73.23,2801278.13,59.98,1.99228,74.66,2212085.3,61.96,1.57324,43.96,16471.87,35.61,0.01171,34.97,22.77,32.78,2e-05,0.01,0,0.01,0,77.01,9327187.38,50.15,6.63353,47.06,123082.55,28.69,0.08754,41.3,293.19,36.11,0.00021,53.24,436668.69,24.1,0.31056,55.91,69.42,50.7,11.16,28.68,12.77,36.67,15.77,37.72,32710.71,33.54,9880.66,31.08,0,34.24,-135.17,31.53,96.99,40.68,89.39,0.01,100,28.25,86.3,40.78,241.36,15.96,1718.86,0.01,2.5,31.08,137,51.63,58.2,56.91,188.04,39.7,49.95,38.3,26.57,63.49,23.38,39.97,0.21541,75.09,1515211,21.55,0.05,33.73,2712,0.01,0,41.89,7054,0.01,0,60.57,414.12,47.67,23356.2,38.87,927.83,36.51,536.75,33.45,20038.4,17.38,0.014,43.71,42,35.25,3e-05,64.43,-0.90047,52.1,-0.1761,61.99,-0.64544,63.8,-0.86982,32.82,382.7,39.43,624.5,12.55,779.28,52.8,28.81,34.6,17,35.89,5.1,54.46,6.41,47.2,66.82,41.83,101.06,30.87,20.8,39.7,6.76,27.7,82.37,40.51,26.95,48.37,1295.28,37.72,220.24,18.51,97,18.19,97,17,96,39.43,6644.35,64.11,13.8
"Rwanda","RWA",2023,2.69,0.16,45.27,33.52,45.17,61.26,63.97,65.22,58.83,2.75,62.74,32.72,43.11,65.35,68.41,50.17,66.99,48.66,0.01,0.01,27.8,0.01,0.18,0.01,60.78,68.17,70.66,57.18,58.82,61.53,66.57,75.09,68.3,64.11,46.49,49.82,41.56,0.01,29.72,36.03,40.28,46.13,67.24,67.73,61.27,66.53,70.34,63.71,39.5,54.27,81350,67.4,0.60087,53.43,22125.15,48.89,0.16342,36.89,259.95,37.65,0.00192,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.74,44906.3,24.55,0.33169,29.74,40351.86,25.21,0.29805,31.01,35099.9,27.17,0.25926,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.58,983001.64,62.5,7.26068,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,60.85,66.07,60.71,9.96,73.91,4.43,62.88,11.23,71.8,2409.47,69.54,377.57,65.09,292.1,50.23,70.61,67.82,60.41,51.02,68.83,56.31,46.6,67.24,2.4,69.12,2.37,64.11,809.92,73.8,35.8,76.4,101,64.11,63.61,72.77,283.89,64.11,72.51,65.09,67.09,31.08,5.42,46.49,0.30318,49.27,138730,50.37,1.04,39.89,7765,43.3,0.11,0.01,0,0.01,0,72.3,1524.24,50.7,24771.71,70.41,40740.22,60.03,1398.94,32.52,15200.2,27.17,0.126,36.24,5.6,35.82,4.4e-05,37.42,0.59922,43.35,0.26119,46.97,0.17044,45.3,0.20118,69.12,18.07,65.42,111.3,60.57,126.72,75.73,0.54,60.55,248,61.99,39.4,72.82,0.1,80.51,25.41,50.23,96.53,44.7,4.34,100,0.08,77.87,7.03,64.76,1923.58,62.28,2930.03,64.11,5608.29,41.55,88,41.16,88,36.05,85,69.12,655.03,64.92,13.9
"Saint Kitts and Nevis","KNA",2023,2.33,0.53,10.2,7.18,4.83,30.63,45.16,1.49,44.03,0.13,49.56,0.07,37.7,42.7,31.51,31.1,29.33,1.95,2.22,0.01,0.01,3.07,0.15,57.81,49.77,45.62,41.24,44.42,29.34,0.01,0.44,37.87,63.95,26.09,51.16,20.69,0.01,0.01,0.56,0.01,40.47,35.12,43.08,39.13,46.19,31.18,31.84,42.43,22.8,18.54,235.91,58.91,0.41783,16.4,14.56,30.96,0.02579,0.01,0,0.01,0,22.25,16.61,54.09,0.02942,23.91,1.04,41.55,0.00184,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.6,2089.05,100,3.7,38.49,169.38,62.47,0.3,0.01,0,0.01,0,11.43,4347.48,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,33.42,56409.74,100,99.90966,50,71.68,49.54,11.49,53.74,8.66,38.73,15.43,39.7,28423.02,42.84,5137.3,31.08,0,63.49,573.35,25.2,98.65,34.16,95.01,0.01,100,0.01,100,0.01,629.7,19.49,1637.21,27.66,5.87,51.86,121.76,51.86,58.21,78.86,383.21,26.09,41.7,40.78,28.02,55.67,13.68,51.16,0.32437,14.17,60,30.22,0.13,0.01,0,0.01,0,0.01,0,0.01,0,63.8,647.77,52.1,25330.74,39.43,1024.93,46.02,799.14,0.01,0,31.33,0.21,0.01,0,0.01,0,39.15,0.51715,41.83,0.34371,31.28,0.94462,39.43,0.49677,43.84,252.1,42.34,566.97,38.3,384.83,39.97,567.52,42.98,42.06,49.65,14.6,40.78,201.52,29.14,100.91,25.51,110.03,38.41,6.43,19.49,43.72,43.1,54.34,51.4,158.6,30.88,471.71,48.14,1019.56,22.9,96,22.76,96,22.75,94,42.08,5116.84,20.45,2.7
"Saint Lucia","LCA",2023,2.45,0.46,13.01,9.19,5.16,46.48,56.4,14.06,38.86,0.04,53.25,0.07,38.36,51.16,43.38,49.4,46.85,0.14,41.39,0.01,0.01,2.8,0.11,24.09,53.02,54.58,50.69,68.99,38.38,0.48,47.01,45.09,68.87,17.28,49.3,0.01,0.52,0.01,0.45,0.01,40.36,36.46,49.19,49.56,54.93,44.23,42.55,46.51,52.48,17.04,165.01,37.96,0.09727,0.01,0,0.01,0,0.01,0,0.01,0,34.05,163.15,65.02,0.09616,32.74,22.27,55.33,0.01313,28.94,1.6,43.33,0.00095,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,35.6,2884.13,70.03,1.7,39.11,169.65,49.79,0.1,0.01,0,0.01,0,12.83,4694.58,16.11,2.76713,0.01,0,0.01,0,0.01,0,0.01,0,16.37,1527.71,35.46,0.90048,51.16,71.11,54.94,10.54,54.7,8.55,54.46,12.87,50.23,13810.51,51.16,2531.3,77.87,847,61.13,414.05,32.15,96.89,45.82,83.37,0.01,100,22.99,94.3,44.82,184.11,49.3,1132.58,34.64,7.58,58.69,116.62,55.67,59.5,85.2,508.54,17.28,37.69,35.57,25.19,53.51,12.5,49.3,0.31769,0.01,0,0.01,0,26.9,560,0.01,0,0.01,0,0.01,0,53.27,205.75,61.42,28455.59,46.97,7696.1,52.33,980.94,20.46,1100,0.01,0,0.01,0,0.01,0,39.43,0.49682,41.31,0.35436,35.24,0.85399,37.72,0.6317,48.84,195.04,49.54,380.17,54.22,186,45.3,242,53.38,117,56.53,24.8,42.08,183.13,41.31,80.14,49.77,97.03,47.64,2.76,26.09,20.93,61.99,16.36,48.37,94.94,42.59,962.48,48.84,1074.54,50.98,80,52.91,75,53.58,66,50.93,2907.17,43.1,6.7
"Saint Vincent and the Grenadines","VCT",2023,2.42,0.43,13.67,16.01,9.71,16.42,55.35,13.7,52.24,0.48,55.24,0.59,35.09,44.21,42.03,2.42,43.56,0.12,35.12,0.01,0.01,2.62,0.15,17.38,54.94,43.15,50.66,78.13,36.24,0.48,44.19,45.78,70.62,37.72,53.51,0.3,37.7,0.01,34.73,0.01,40.27,30.57,42.36,42.61,47.86,36.11,48.91,48.61,0.12,13.02,10.23,23.8,0.01008,0.01,0,0.01,0,0.01,0,0.01,0,26.83,48.74,61,0.04801,25.85,2.25,42.62,0.00221,27.65,0.62,37.65,0.00061,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,30.82,721.01,56.28,0.71025,37.28,101.51,49.79,0.1,0.01,0,0.01,0,15.87,7419.93,64.02,7.30921,0.01,0,0.01,0,0.01,0,0.01,0,13.7,224.51,22.06,0.22116,55.42,69.63,54.46,10.58,43.47,10.83,42.84,14.67,48.6,14965.83,52.8,2218.41,85.59,2101.93,71.32,1025.45,31.84,96.94,41.24,88.28,0.01,100,23.51,94.2,38.87,267.15,50.23,1101.22,35.15,7.6,59.62,116,58.17,60.38,85.74,508.87,37.72,49,46.49,32.92,57.66,16.08,53.51,0.34709,8.87,5,0.01,0,14.21,3,100,22.08,0.01,0,0.01,0,58.96,379.03,63.8,29347.88,46.26,6933.21,53.51,1040.19,23.58,2685.8,51.16,2.574,0.01,0,0.01,0,38.3,0.5539,42.34,0.32014,24.59,1.04173,38.01,0.60716,50.93,156.51,35.24,713.83,40.51,361.69,44.82,247.65,47.83,68,47.9,13.7,39.97,222.34,43.35,75.99,27.18,108.85,61.78,0.65,36.36,9.09,52.1,32.5,50.46,140.82,45.54,1148.93,50,1167.98,18.51,97,0.01,99,0.01,99,50.7,2942.07,37.42,5.7
"Samoa","WSM",2023,2.94,0.81,10.65,9.74,2.54,48.87,55.86,15.23,61.05,0.03,56.19,0.01,32.44,50.67,42.03,51.56,53.86,47.31,50.25,0.01,0.01,2.95,0.01,33.88,47.2,47.16,57.42,76.16,37.04,0.66,74.88,29.39,65.19,66.11,52.8,0.01,0.39,0.01,0.01,0.01,38.52,27.32,56.67,48.24,47.6,50.66,34.87,51.22,51.9,25.43,1572.96,100,0.82016,27.65,871.23,69.48,0.45427,34.41,123.04,66.71,0.06416,37.51,235.48,68.75,0.12278,35.36,57.27,63.63,0.02986,41.61,39.43,66.71,0.02056,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,37.13,3260.38,70.03,1.7,46.05,511.3,55.26,0.2666,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,22.41,9406.9,51.21,4.90486,46.97,72.77,47.44,11.69,38.58,11.4,57.66,12.42,59.49,5968.89,55.42,1720.81,74.49,599.44,77.87,1603.59,42.52,91.84,32.26,96.77,0.01,100,43.44,36.5,64.11,7.87,87.45,321.04,22.14,4.4,39.01,131,54.7,59.25,77.69,342.65,66.11,74.92,64.11,65.98,47.67,8.94,52.8,0.3413,0.01,0,0.01,0,15.53,14,0.01,0,0.01,0,0.01,0,44.82,88.88,73.35,34849.02,54.22,14696.48,55.91,1211.48,0.01,0,0.01,0,0.01,0,0.01,0,37.12,0.62593,39.97,0.44313,22.13,1.10992,33.72,0.8914,60.57,55.4,53.03,301.5,49.54,240.79,46.97,147.01,43.49,43,52.1,16.7,46.26,86.38,58.69,45.27,47.9,98.51,31.78,16.47,22.13,37.83,60.3,17.21,49.3,121.8,56.9,2167.25,47.9,993.53,45.79,85,49.18,80,62.07,50,54.7,1994.59,53.03,8.7
"San Marino","SMR",2023,0.36,0.03,4.23,2.83,1.31,20.47,30.54,0.59,32.35,0.01,30.88,0.01,31.7,7.07,9.29,24.93,37.05,2.06,0.01,0.01,0.01,0.01,0.15,0.01,32.13,50.56,30.15,17.77,0.01,0.01,38.33,31.92,39.35,38.87,22.13,0.01,0.01,0.01,0.01,0.01,34.81,28.87,27.09,27.73,0.47,2.74,31.48,15.6,39.84,16.66,143.63,60.14,0.42016,17.13,36.6,44.82,0.10707,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,9.88,2632.17,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,30.46,80.88,33.89,15.16,43.84,10.8,58.3,12.27,27.7,53676.4,32.82,10333.4,31.08,0,10.16,-6740.44,0.01,100,0.01,100,0.01,100,0.01,100,31.28,355.61,46.97,1185.36,22.99,4.71,44.33,126.67,30.03,46.64,51.56,159.41,38.87,49.58,17.28,19.6,71.32,29.98,22.13,0.06689,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,41.57,68.93,24.91,10874.36,35.24,545.46,24.91,275.34,0.01,0,0.01,0,0.01,0,0.01,0,33.19,0.87233,36.51,0.72594,26.65,0.99614,31.28,1.05472,22.89,530.44,32.07,857.48,31.68,534.16,24.27,4884.93,21.94,5.7,0.01,1.7,28.2,1646.34,0.01,157.65,73.08,73.74,41.42,5.48,17.28,59.91,43.59,53.75,6.73,2.45,22.13,281.46,25.51,105.14,39.12,90,37.85,90,42.72,81,30.46,11272.94,45.06,7.1
"Sao Tome and Principe","STP",2023,0.67,0.02,22.28,16.85,12.74,51.52,59.36,55.17,57.21,0.15,48.38,0.75,50.55,54.5,48.57,42.22,66.7,0.01,0.13,0.01,0.01,0.01,0.15,0.01,58.36,55.67,64.8,58.99,54.6,49.06,61.56,56.2,41.45,68.32,66.11,0.01,34.89,0.01,56.23,0.01,51.47,49.65,59.11,52.14,52.52,56.19,41.99,57.58,30.96,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.06,4.02,31.12,0.00204,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.98,14251.84,61.39,7.23758,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,58.43,67.59,58.3,10.15,61.99,6.22,50,13.37,63.18,4499.82,66.46,507.26,73.35,590.08,47.44,35.04,51.58,78.23,57.79,47.62,37.21,76.56,64.68,3.3,60.85,15.34,62.28,848.2,45,13.5,70.19,106,38.01,50.9,45.21,135.79,68.32,77.93,68.32,71.24,40.51,6.69,66.11,0.40649,0.01,0,0.01,0,23.51,238,51.78,0.22,0.01,0,0.01,0,32.07,23.23,46.02,22636.02,57.92,18450.91,64.11,1679.41,39.43,43933.6,80.2,19.692,0.01,0,0.01,0,42.34,0.25798,62.58,-0.73424,40.51,0.59751,60.85,-0.70252,61.13,50.68,57.16,211.74,48.84,250.95,55.67,9.55,54.79,130,50.35,15.4,59.49,1.6,63.18,38.19,47.2,98.73,35.36,10.81,32.82,11.91,63.8,14.66,59.75,692.28,56.16,2105.41,56.9,2556.83,18.51,97,31.14,93,51.48,69,63.18,1064.79,70.41,18
"Saudi Arabia","SAU",2023,8.76,5.25,14.63,5.43,19.79,29.16,32.64,0.56,40.3,0.16,39.94,4.13,45.68,41.1,43.95,26.4,21.38,26.46,0.01,45.47,23.29,0.14,58.61,47.65,38.57,36.86,31.67,25.21,0.01,0.01,38.96,24.67,70.11,22.89,40.78,39.18,0.01,0.01,0.42,40.52,40.34,51.73,42.07,44.15,37.38,38.44,50.24,42.93,16.24,32.15,8434.52,27.44,0.02284,26.61,797.44,19.43,0.00216,28.02,6.26,26.84,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,51.84,19450.96,42.29,0.05267,48.89,11422.98,42.98,0.03093,46.47,2383.63,41.3,0.00645,31.97,69883.9,17.19,0.18922,31.97,54809.96,17.19,0.1484,30.06,32553.15,17.57,0.08814,26.41,6.25,29.48,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,59.21,2294093.52,43.49,6.21155,58.77,312779.54,50.6,0.84689,71.46,83416.38,74.11,0.22586,57.21,597412.33,39.68,1.61757,37.72,76.94,39.43,13.2,40.51,11.31,33.54,16.14,31.28,46130.07,32.07,11111.28,31.08,0,20.45,-2363.27,0.01,100,0.01,100,0.01,100,0.01,100,36.51,294.52,41.57,1263.61,18.64,3.7,32.64,136,65.42,65.05,75.14,320.06,22.89,40.41,48.6,36.76,14.41,3.65,40.78,0.22499,43.99,83824,34.9,0.23,0.01,0,0.01,0,0.01,0,0.01,0,35.89,35.88,45.3,22585.82,43.59,5388.33,35.89,532.84,17.5,403.6,0.01,0,41.69,27.4,39.38,8.2e-05,41.57,0.30693,39.15,0.49631,60.03,-0.58386,44.58,0.23016,41.31,278.9,42.84,560.5,52.1,204.53,37.42,784.63,34.6,17,40.38,6.7,38.01,295.75,45.54,70.79,32.82,106.19,62.91,0.6,58.3,0.83,34.58,70.63,41.04,29.95,47.9,1286.22,40.25,352.55,18.51,97,18.19,97,12.72,97,30.03,11495.38,15.22,2.5
"Senegal","SEN",2023,5.49,1.05,28.66,30.6,13,59.16,66.93,47.91,63.28,2.08,63.53,0.63,49.1,70.99,62.11,55.98,59.54,0.01,2.37,1.66,44.54,0.01,2,41.3,63.71,81.32,65.1,59.48,51.37,44.07,54.36,42.83,56.06,70.86,63.8,29.19,30.94,0.01,40.12,0.01,45.77,52.68,80.1,71.42,62.54,71.56,53.91,65.35,47.96,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,50.35,1043.41,42.35,0.00642,31.48,19.22,26.35,0.00012,0.01,0,0.01,0,23.1,36.92,20.35,0.00023,22.34,18.59,19.78,0.00011,0.01,0,0.01,0,44,197118.65,45.85,1.21237,44.73,168019.29,46.62,1.0334,42.91,109252.12,43.27,0.67195,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.88,712570.94,26.62,4.38264,23.84,6714.61,22.45,0.0413,0.01,0,0.01,0,45.02,207427.19,37.89,1.27577,59.75,67.09,67.93,9.39,84.04,2.94,78.68,8.96,66.11,3758.92,64.11,650.23,59.22,191.76,59.75,338.83,48.83,84.91,54.05,56.78,40.65,70.37,47.78,24.2,62.28,12.34,47.44,1176.77,34.13,7.5,53.74,120,52.1,58.42,60.32,207.83,70.86,81.55,71.32,75.82,34.58,5.73,63.8,0.39122,30.42,12046,28.01,0.1,41.83,12089,22.89,0.01,0.01,0,0.01,0,57.92,317.42,50.46,24552.38,70.86,40837.96,78.68,2441.22,43.73,73195.6,36.8,0.442,0.01,0,0.01,0,45.06,0.05842,46.49,0.05923,52.1,-0.16955,53.27,-0.36444,78.68,8.4,81.55,35.7,75.09,66.93,67.93,0.84,63.68,315,61.42,38.6,67.74,0.2,67.18,33.67,80.51,64.52,41.99,5.46,57.92,0.85,64.43,14.03,67.55,2182.83,63.8,3217.53,64.76,6916.31,45.79,85,50.83,78,47.4,75,62.58,1167.67,56.65,9.7
