"Country","ISO3","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Costa Rica","CRI",13.24,9.82,17.85,13.44,10.16,41.63,41.58,28.05,49.76,0.16,47.15,0.57,38.27,48.13,36.96,38.41,50.83,52.3,48.39,20.76,16.35,0.15,2.38,28.76,29.89,43.78,48.47,47.12,24.16,22.81,35.65,31.53,64.93,34.24,55.42,43.14,0.01,0.01,32.26,0.01,37.45,39.11,45.48,62.28,39.37,37.02,36.91,37.57,39.26,46.25,36464.16,100,0.82016,45.19,10485.44,58.66,0.23584,36.89,250.4,45.24,0.00563,44.77,521.74,46.63,0.01173,50.4,348.15,50.76,0.00783,47.86,136.14,50.24,0.00306,19.84,6.06,19.08,0.00014,20.33,5.96,20.15,0.00013,23.48,2.57,22.01,6e-05,17.19,3892.33,15.66,0.08755,16.81,3523.51,15.66,0.07925,16.81,3078.96,16.05,0.06925,31.74,1015.48,36.15,0.02284,0.01,0,0.01,0,0.01,0,0.01,0,36.89,324996.52,64.02,7.3099,23.84,6415.46,32.57,0.1443,0.01,0,0.01,0,28.76,25066.97,28.76,0.56381,33.19,79.49,26.92,16.07,50.23,8.8,38.15,15.1,45.3,15404.15,51.86,2168.41,43.59,16.85,50.93,53.97,19.99,99.15,29.2,96.85,21.49,99.36,24.22,93.9,45.06,107.67,28.2,1463.99,19.43,4.1,51.16,120,68.32,63.1,61.7,249.85,43.59,32.58,55.91,12.14,0.36697,42.51,23677,43.77,0.49,0.01,0,0.01,0,0.01,0,0.01,0,48.6,120.09,50.46,25999.92,53.03,15186.57,38.01,582.99,31.01,12017.2,33.55,0.26,0.01,0,0.01,0,35.57,0.75544,39.43,0.3966,40.25,0.57742,38.01,0.5605,39.7,264.3,52.1,239.4,62.28,117,62.28,2.35,41.15,29,37.66,9.2,70.33,1.19,43.35,72.67,16.64,115.73,23.73,48.11,53.39,1.33,39.7,52.23,43.1,54.92,29.59,443.3,41.57,578.82,41.92,91,41.46,91,34.81,90,47.2,3187.75,54.74,4.5
"Cote d'Ivoire","CIV",2.74,0.13,57.88,60.75,49.48,64.5,65.05,53.91,67.82,49.05,70.92,27.9,60.58,71.69,67.74,64.99,60.96,0.03,0.14,0.01,35.55,0.01,3.36,0.01,83.55,72.95,64.96,45.22,59.7,44.95,58.22,54.06,59.95,70.41,73.91,75.87,34.19,45.48,18.18,42.83,58.64,62.58,67.14,71.72,76.51,75.24,60.99,74.58,56.64,11.27,0.71,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.67,86.4,22.51,0.00038,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,40.13,113015.5,29.74,0.49929,40.82,101100.65,30.38,0.44665,42.21,82099.03,32.29,0.3627,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,57.67,1732276.35,83.83,7.65293,55.3,235354.68,54.04,1.03976,0.01,0,0.01,0,0.01,0,0.01,0,81.55,55.81,85.59,8.76,69.97,4.4,76.06,8.7,66.46,3047.06,63.49,664.25,51.16,81.81,39.97,-31.81,54.3,71.11,65.63,29.88,43.55,61.9,46.4,21.7,61.7,5.6,54.94,976.02,55.71,20.4,52.45,119,57.16,60.12,62.88,256.05,70.41,78.7,31.28,5.17,0.43987,79.31,715122,72.58,3.16,37.37,5000,31.28,0.02,45.11,6000,45.85,0.03,74.49,2029.01,55.91,28001.04,81.55,54702.06,74.49,2255.66,21.1,1285,15.67,0.006,41.76,19.6,43.92,9.4e-05,52.56,-0.41915,65.42,-0.83384,69.12,-1.03716,56.65,-0.59142,64.43,23.1,69.97,62.6,75.73,62.8,67.93,0.33,76.91,676,76.12,93.3,77.37,0.25,69.97,30.1,78.68,62.93,49.59,1.69,67.36,0.27,67.93,8.32,70.41,3902.08,77.11,6408.15,76.4,15632.36,62.03,73,62.77,71,46.67,80,68.72,590.44,54.07,4.4
"Croatia","HRV",4.82,1.58,14.69,11.84,8.62,31.06,41.21,1.69,37.17,2.75,32.62,0.48,40.11,33.29,40.4,28.01,26.48,2.57,0.13,40.49,42.44,0.01,0.17,24.94,39.44,35.92,42.26,48.18,26.45,0.01,43.14,0.71,34.9,44.82,32.82,41.53,49.97,0.01,23.31,0.01,39.88,40.34,36.19,34.52,29.52,38.31,42.61,32.68,24,37.91,14398.13,57.01,0.34386,34.38,2269.39,39.13,0.0542,0.01,0,0.01,0,22.25,15.36,22.15,0.00037,0.01,0,0.01,0,0.01,0,0.01,0,38.51,1909.96,41.81,0.04561,38.78,1242.99,43.98,0.02969,37.3,430.65,43.02,0.01028,35.83,86464.28,57.04,2.06498,32.93,61058.44,54.93,1.45822,31.97,36463.53,49.44,0.87084,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,36.61,312785.38,69.73,7.47007,0.01,0,0.01,0,0.01,0,0.01,0,24.77,15254.93,25.11,0.36432,35.89,77.82,43.35,13.73,34.75,11.3,37.12,15.2,40.51,21599.06,44.09,4208.05,31.88,0,72.82,832.03,23.2,98.68,30.15,96.46,0.01,100,0.01,100,35.89,232.28,51.86,1052.61,0.01,2.5,49.77,121,32.82,48.32,37.12,130.96,28.2,22.12,77.87,28.47,0.17243,40.63,19773,42.45,0.47,44.75,18000,55.8,0.42,0.01,0,0.01,0,30.88,18.26,35.24,18668.47,32.07,524.69,32.45,450.58,23.15,2345.2,23.48,0.058,0.01,0,0.01,0,42.84,0.21904,37.12,0.69296,39.15,0.61911,41.57,0.31969,35.57,312.6,36.82,614.2,27.18,591,43.84,257.13,29.52,8,29.52,5,51.96,114.01,24.27,109.07,44.58,99.39,55.98,0.99,43.1,3.9,32.07,67.51,26.09,6.31,47.44,1422.23,28.2,138.44,29.2,95,28.56,95,16.58,97,43.59,4247.83,16.09,0.2
"Cuba","CUB",7.36,4.57,11.86,10.18,8.92,18.36,41.32,13.56,30.2,0.14,46.14,0.62,47.52,24.1,45.63,2.11,64.26,2.29,0.13,29.5,13.26,3.56,2.44,41.31,35.24,40.32,41.31,49.67,35.45,22.56,82.85,0.51,16.11,31.68,53.98,25.87,0.01,0.01,37.96,0.01,46.21,48.86,10.36,36.05,37.5,37.84,55.03,40.6,0.11,38.57,15134.8,42.85,0.13716,30.79,1664.93,28.15,0.01509,0.01,0,0.01,0,22.96,18.29,18.21,0.00017,0.01,0,0.01,0,0.01,0,0.01,0,31.24,399.22,28.62,0.00362,30.56,214.59,27.52,0.00194,31.7,68.36,27.65,0.00062,14.06,1593.34,12.38,0.01444,14.06,1282.38,12.38,0.01162,14.46,1022.95,12.38,0.00927,63.6,307153.27,80.34,2.78367,63.27,33102.32,62.47,0.3,0.01,0,0.01,0,40.2,461872.4,24.96,4.18586,42.99,87506.1,49.03,0.79305,0.01,0,0.01,0,44.62,160036.08,38.24,1.45038,35.24,78.53,35.24,15.01,36.67,11.1,44.33,14,43.59,17387.81,39.15,6051.89,46.73,38.31,52.8,87.63,32.14,95.65,39.1,90.08,25.38,98.41,20.06,96.28,76.4,0.69,89.84,223.82,0.01,2.5,26.09,138,38.58,51.56,6.73,59.36,34.24,24.31,63.8,19.75,0.36065,29.69,4017,22.55,0.04,0.01,0,0.01,0,0.01,0,0.01,0,51.16,147.18,44.58,23484.35,44.82,6947.55,44.33,740.93,40.33,42265.6,35.73,0.376,0.01,0,0.01,0,44.58,0.0684,47.9,-0.04678,41.04,0.54482,58.17,-0.65777,6.73,756.7,15.96,1606,30.88,515.7,42.08,422.49,44.55,39,31.57,5.5,53.3,83.27,21.32,111.51,47.67,98.43,66.77,0.3,54.22,1.28,46.02,40.96,47.2,98.41,41.83,1029.51,33.89,201.48,0.01,99,0.01,99,11.67,98,48.84,3120.61,84.55,29.97
"Cyprus","CYP",2.44,1.01,5.9,6.44,2.23,14.3,36.32,4.05,27.17,0.16,17.32,0.01,34.05,32.68,44.16,1.96,33.77,2.99,28.69,23.44,0.01,0.01,0.16,34.31,35.58,35.95,45.79,29.72,15.54,0.01,45.17,38.46,36.82,27.95,19.49,40.1,0.01,0.01,0.01,0.01,31.87,36.38,43.73,36.16,22.08,37.69,51.74,24.1,0.16,31.52,6660.39,100,0.82016,35.85,2682.7,62.82,0.33035,0.01,0,0.01,0,20.48,8.1,25.7,0.001,29.02,6.18,34.91,0.00076,30.69,3.24,34.11,4e-04,20.56,6.57,23.45,0.00081,21.24,6.57,23.81,0.00081,24.24,5.22,28.05,0.00064,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,24,59098.8,63.26,7.27744,0.01,0,0.01,0,0.01,0,0.01,0,27.1,19549.68,43.43,2.40735,31.68,80.27,39.97,14.29,30.25,11.9,42.72,14.3,40.25,21660.23,52.1,2111.34,31.88,0,27.7,-448.91,13.82,99.8,17.47,99.48,0.01,100,0.01,100,36.82,211.41,55.42,963.99,23.91,4.7,61.85,109,36.82,49.82,36.82,128.62,33.19,24.19,61.42,17.8,0.09302,33.35,7556,48.21,0.66,0.01,0,0.01,0,0.01,0,0.01,0,27.18,12.53,26.65,12144.92,6.73,115.18,18.45,268.04,0.01,0,0.01,0,0.01,0,0.01,0,32.07,1.07578,31.68,1.14038,40.78,0.55188,32.45,1.07702,40.51,249.9,47.2,391.3,40.78,341.6,32.07,2058.07,29.52,8,16.52,2.9,32.38,1478.3,36.51,89.47,45.3,99.29,76.47,0.09,46.26,2.57,39.15,53.1,14.41,3.55,32.82,618.71,29.59,160.41,0.01,99,0.01,99,38.62,88,49.54,2969.73,23.02,0.3
"Czech Republic","CZE",0.96,0.1,9.22,4.39,9.09,19.62,36.69,1.35,7.5,0.14,31.35,0.71,33.39,31.65,37.51,7.33,27.49,1.84,0.01,0.01,38.41,0.01,0.17,0.01,37.49,33.71,33.66,42.59,16.18,0.01,32.19,0.63,0.32,38.87,33.89,27.35,0.01,0.01,51.05,0.01,36.86,30.24,29.95,33.54,31.56,42.99,32.73,33.98,1.58,28.66,3574.72,29.19,0.03389,22.8,305.74,20.13,0.0029,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,35.5,85594.73,36.48,0.81144,37.13,80935.27,38.78,0.76727,39.45,72043.75,43.63,0.68298,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,46,714431.43,52.56,6.77282,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.91,78.59,40.25,14.23,33.19,11.43,34.24,15.45,34.91,30271.34,32.45,8226.52,31.88,0,56.9,171.54,12.88,99.88,20.32,99.14,0.01,100,0.01,100,29.14,284.53,35.57,1321.87,0.01,2.5,39.84,128,0.01,38.91,10.16,63.1,27.7,22.03,71.32,25.87,0.18469,31.53,5090,23.73,0.05,0.01,0,0.01,0,0.01,0,0.01,0,27.7,12.82,35.89,18906.09,29.59,351.24,32.82,458.11,51.38,260280,50.73,2.474,0.01,0,0.01,0,40.51,0.3678,33.54,1.01759,30.03,0.98999,30.46,1.15218,28.68,393.5,31.28,828.8,23.6,668,47.67,119.83,31.03,8.6,32.1,5.68,55.41,46.97,37.72,83.68,38.01,102.23,30.23,13.21,34.58,9.25,33.54,65.62,35.89,14.79,42.84,1086.8,25.51,121.13,20.35,97,0.01,99,19.41,96,32.82,8256.81,23.02,0.3
"Democratic People's Republic of Korea","PRK",10.33,7.24,14.75,6.82,13.42,35.06,56.18,61.32,2.55,0.03,55.99,0.76,79.34,40.11,54.13,11.9,66.92,1.88,0.54,53.86,51.94,3.21,2.14,53.33,54.64,56.19,62.38,52.01,39.23,53.59,76.79,87.58,48.14,34.58,0.01,0.35,0.01,0.01,57.99,0.01,79.44,79.24,39.24,31.7,51.86,61.47,47.67,53.6,2.64,36.61,12389.82,31.76,0.05325,21.06,213.72,18,0.00092,0.01,0,0.01,0,39.94,349.21,27.13,0.0015,22,0.47,0.01,0,0.01,0,0.01,0,54.55,27747.93,52.26,0.11925,54.1,18107.68,54.1,0.07782,52.99,8382.59,55.21,0.03603,51.6,307899.04,48.61,1.32324,53.93,281839.73,49.86,1.21125,54.93,235755.53,52.98,1.01319,62.21,254862.18,62.84,1.09531,60.25,20726.1,46.84,0.08907,0.01,0,0.01,0,53.5,1250715.09,34.62,5.37513,25.57,8480.64,20,0.03645,0.01,0,0.01,0,59.83,730004.04,47.54,3.1373,53.63,71.47,55.67,11.37,50.93,8.57,61.99,11.18,65.42,3317.11,59.49,1123.94,60.03,149.43,45.06,6,33.05,95.57,46.57,80.93,53.68,38.07,53.5,7.9,58.96,12.72,100,111.74,82.23,41.1,93.27,87,45.3,54.88,51.16,176.75,42.59,30.74,58.69,14.03,0.00062,11.91,15,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.97,49.54,87.45,43820.92,51.63,13191.72,54.46,1137,61.43,827923.4,54.74,3.334,0.01,0,0.01,0,75.09,-1.29746,84.04,-1.64078,71.8,-1.13474,87.45,-1.62464,31.68,350.6,48.6,360.7,17.28,768.76,58.17,5.25,51,69.21,52.74,27.74,74.25,0.7,50.7,56.06,61.7,87.21,44.84,2.92,47.44,2.23,50.93,28.82,45.78,84.5,69.54,4707.56,48.37,1248.85,37.13,93,0.01,99,49.67,76,64.43,811.59,69.51,9
"Democratic Republic of Congo","COD",9.4,1.38,64.07,67.75,61.04,63.6,65.32,77.92,71.92,52.49,74.27,39.31,79.59,72.69,69.11,66.82,55.71,47.82,0.01,0.03,52.71,0.01,69.43,17.97,68.68,67.56,83.41,47.05,78.19,66.14,81.28,87.7,60.37,82.72,74.49,51.13,40.57,69.71,26.11,59.17,78.08,81.12,72.37,74.9,70.86,71.73,66.59,72.03,61.99,63.67,150186.43,45.3,0.1768,58.77,37947.74,36.05,0.04467,51.25,1661.46,38.18,0.00196,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.65,0.2,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,61.96,863024.12,40.47,1.01594,63.4,798343.19,43.63,0.9398,64.16,702073.34,48.2,0.82647,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,72.17,6065487.2,59.21,7.1402,81.32,1518980.85,63.87,1.78812,81.83,101998.85,61.7,0.12007,21.72,7988.48,14.86,0.0094,75.73,59.02,62.28,10.45,66.81,4.72,68.32,9.98,87.45,777.82,79.55,130.8,48.6,56.79,45.54,7.24,83.73,42.09,73.01,17.83,73.72,13.5,59.34,4,91.37,0.01,72.3,502.97,85.62,41.5,89.84,90,57.41,60.35,63.49,257.05,82.72,91.69,38.3,5.97,0.44098,64.08,306309,40.8,0.42,48.51,25000,33.93,0.03,76.55,1003000,63.49,1.36,62.28,514.26,73.91,37076.39,93.27,68154.09,70.86,2103.26,34.92,18344.4,19.52,0.03,61.28,782.6,57.14,0.00111,75.73,-1.301,80.51,-1.56138,79.55,-2.16792,82.72,-1.45105,73.91,10.73,70.86,60.6,68.32,86.55,82.12,0.04,70.08,458.39,71.64,84.28,90.9,0.02,61.42,38.16,66.11,81.73,57.24,0.86,72.56,0.2,71.09,7.75,75.73,5708.4,68.72,4657.31,71.8,12457.14,66.38,68,65.54,68,54.75,63,84.04,196.39,36.93,1.2
"Denmark","DNK",1.02,0.18,5.83,4.29,1.53,30.19,23.97,0.48,27.3,0.16,28.97,0.01,12.37,29.06,29.44,33.48,27.91,0.01,0.01,57.56,0.01,0.01,0.18,53.25,31.75,15.17,21.72,31.58,0.4,0.01,22.25,0.6,23.93,53.27,15.96,42.96,0.01,0.01,0.01,0.01,10.36,14.78,28.41,41.54,20.79,31.07,27.89,30.46,36.81,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,51.84,18320.52,65.31,0.32907,50.73,12126.37,65.14,0.21781,50.86,5557.66,63.88,0.09983,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.1,424925.18,79.86,7.63246,0.01,0,0.01,0,0.01,0,0.01,0,52.21,362807.31,54.31,6.5167,30.88,80.45,32.64,15.34,15.96,12.8,14.41,19.1,21.32,49643.84,22.13,13893.15,31.88,0,31.28,-229.14,0.01,100,15.87,99.6,0.01,100,0.01,100,12.55,414.95,39.43,1268.76,0.01,2.5,35.57,132,23.6,43.76,24.27,85.87,36.82,26.45,78.68,28.84,0.07953,43.47,26760,42.45,0.47,0.01,0,0.01,0,0.01,0,0.01,0,46.97,103.23,24.91,12031.68,23.6,150.32,25.51,292.42,0.01,0,0.01,0,0.01,0,0.01,0,6.73,2.24726,15.96,1.81901,32.45,0.95178,6.73,2.09636,29.14,386.3,27.7,1022,46.49,269,37.12,868.15,16.01,4,27,4.2,41.23,426.74,35.57,90.66,20.45,114.79,35.58,7.83,26.65,14.95,22.89,81.03,31.68,8.78,27.18,396.27,32.82,187.17,33.95,94,33.21,94,44.22,84,30.88,9179.67,25.22,0.4
"Djibouti","DJI",10.16,4.25,24.31,18.31,14.17,55.39,64.1,56.48,53.36,0.18,59.22,0.7,63,64.51,60.95,58.21,47.89,58.61,0.15,22.93,11.07,0.01,22.71,49.11,61.28,79.38,58.84,58.97,51.96,48.78,66.4,60.46,65.61,51.4,45.06,55.24,0.01,0.01,48.36,0.01,61.9,64.12,65.6,63.04,64.92,74.48,49.87,64.14,52.83,32.78,7503.03,89.2,0.81989,40.9,6111.08,81.27,0.66779,50.46,1622.26,82.65,0.17727,25.07,34.03,38.07,0.00372,0.01,0,0.01,0,0.01,0,0.01,0,21.65,16.72,23.82,0.00183,21.98,13.9,26.77,0.00152,22.35,0.4,21.44,4e-05,11.07,20.18,11.07,0.00221,11.07,9.8,11.07,0.00107,11.07,1.01,11.07,0.00011,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.47,11081.4,11.36,1.21092,16.4,352.05,20.7,0.03847,41.97,352.05,48.49,0.03847,40.78,101162.52,59.14,11.05455,65.42,63.6,57.41,11.09,72.05,4.1,87.45,6.5,60.57,4491.15,57.16,1282.49,69.54,321.69,50,38.22,51.09,75.75,52.85,60.12,45.43,56.63,52.37,8.2,55.42,22.37,79.55,319.4,55.15,19.7,66.28,106,64.43,61.65,66.81,283.22,55.18,47.75,43.35,6.53,0.27984,42.83,24363,71.24,2.71,0.01,0,0.01,0,0.01,0,0.01,0,71.32,1323.76,50,25793.48,49.3,11040.26,69.97,2059.64,39.29,40051.6,59.53,4.766,0.01,0,0.01,0,56.41,-0.59938,67.93,-0.97438,63.49,-0.77023,64.76,-0.87393,64.76,22.4,66.46,72.9,59.49,140,66.81,0.72,62.56,256,67.36,67.4,75.86,0.36,62.28,35.17,87.45,56.51,34.79,8.59,49.3,1.98,72.3,7.37,64.76,2663.01,58.96,2961.69,69.12,11147.05,57.24,78,56.42,78,45.65,82,60.3,1205.92,38.04,1.3
"Dominica","DMA",3.35,0.8,14.07,8.59,8.93,36.29,54.12,35.4,47.23,0.01,51.59,0.43,36.49,45.34,37.38,33.83,37.8,2.31,35.03,0.01,0.01,2.89,0.16,55.6,47.41,51.1,51.03,69.41,39.89,23.75,47.1,35.21,50.92,41.57,49.77,0.01,0.01,0.01,18.11,0.01,41.22,32.3,41.38,43.89,51.33,40.97,34.11,47.47,24.11,20.69,553.28,86.62,0.81476,19.29,71.78,44.14,0.10571,0.01,0,0.01,0,21.19,11.02,49.83,0.01623,30.24,7.68,53.77,0.01131,27.02,0.49,39.82,0.00072,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.15,1154.42,70.03,1.7,40.39,203.72,62.47,0.3,0.01,0,0.01,0,14.11,5228.85,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,36.14,65553.83,85.53,96.53453,48.84,73.19,46.02,13.06,53.98,7.9,48.37,13.3,52.33,10560.33,49.77,2537.46,71.32,341.62,67.55,538.36,33.96,95.42,46.85,80.37,20.42,99.57,27.63,83.9,41.83,151.71,53.03,1039.32,24.91,5.2,49.77,121,52.33,58.04,49.54,166.78,46.37,35.65,57.41,13.33,0.33008,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,56.65,243.36,59.75,29588.32,44.33,6586.26,47.2,893.33,13.67,48,23.99,0.068,0.01,0,0.01,0,37.12,0.62405,45.78,0.07631,26.65,1.05718,39.15,0.4929,50,142.89,34.24,676.5,42.08,318.14,45.78,211.23,48.56,58.14,54.26,29.8,48.94,175.45,40.65,79.05,34.58,103.79,36.71,7.62,22.13,33.2,48.84,33.1,49.3,148.37,43.59,1117.77,49.77,1456.83,20.35,97,18.71,97,36.8,89,46.73,3260.27,30.57,0.8
"Dominican Republic","DOM",13.43,7,25.78,28.46,12.12,49.69,49.51,39.2,57.25,2.96,56.78,0.6,54.78,54.21,51.19,49.31,48.6,2.65,2.18,26.49,16.01,3.46,3.56,27.41,42.71,50.04,48.37,58.1,37.45,25.3,54.53,45.71,51.79,53.03,68.32,61.51,42.15,0.01,36.45,0.01,59.27,50.63,53.42,54.7,54.52,57.97,45.2,52.8,46.05,47.79,43231.96,60.39,0.42218,36.98,3669.48,32.38,0.03583,0.01,0,0.01,0,40.36,354.43,36.86,0.00346,28.62,6.07,24.94,6e-05,0.01,0,0.01,0,31.62,424.64,29.37,0.00415,26.02,63.74,22.71,0.00062,26.54,17.81,23.74,0.00017,17.57,5690.16,14.06,0.05557,17.94,4886.82,14.06,0.04772,18.67,3959.97,14.46,0.03867,59.71,182274.16,74.59,1.77997,61.7,30720.83,62.47,0.3,0.01,0,0.01,0,47.42,782234.53,81.11,7.6388,67.06,387563.32,78.54,3.7847,0.01,0,0.01,0,30.75,32140.18,24.44,0.31386,49.54,73.11,36.82,14.84,54.7,7.8,45.78,13.8,48.37,12823.52,48.37,2639.18,46.02,33.34,73.35,849.58,31.84,95.81,44.05,84.4,25.03,98.47,25.58,88.5,49.54,59.02,60.03,816.86,36.55,8.9,57.16,114,61.7,61.4,43.47,151.18,52.92,45.18,51.63,9.85,0.41934,57.44,211351,65.86,2.08,41.38,11400,42.93,0.11,0.01,0,0.01,0,62.88,544.1,57.41,28607.11,58.69,22149.46,49.07,943.53,38.26,31957,34.72,0.324,0.01,0,0.01,0,62.28,-0.8161,56.41,-0.43527,47.9,0.14593,53.51,-0.40567,48.84,154.23,58.43,145,54.7,179,54.7,17.79,53.75,94,55.3,32.1,62.04,9.28,57.66,45.07,54.46,93.95,43.72,3.6,50.81,1.66,41.57,49.32,55.18,414.83,46.26,1335.96,57.66,3643.14,41.92,91,43.09,90,54.06,66,49.07,3069.66,48.14,3
