"Country","ISO3","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Afghanistan","AFG",4.14,0.25,68.67,61.1,75.92,69.82,67.35,66.02,69.12,61.54,45.03,68.64,86.1,74.05,66.92,75.36,67.48,56.71,0.01,0.01,46.53,0.01,2.48,0.01,65.67,73.02,77.19,55.6,67.69,49.64,77.9,72.6,38.58,85.59,100,70.89,50.89,64.59,55.67,84.62,83.64,88.64,68.31,76.56,77.63,69.86,64.11,72.15,78.72,64.43,133426.08,66.24,0.57873,59.54,44774.35,53.18,0.19421,52.07,1542.61,47.28,0.00669,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,50.28,246642.29,41.51,1.06979,51.16,209992.05,41.51,0.91082,52.05,160749.66,44,0.69724,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,56.22,1384783.37,41.3,6.00639,33.29,21789.73,30.09,0.09451,0.01,0,0.01,0,0.01,0,0.01,0,65.42,59.64,65.93,9.67,75.73,2.9,70.41,8.7,75.73,1109.73,78.68,9.63,77.87,628.05,39.7,-9.63,74.84,40.88,61.23,30.37,53.1,33.9,46.4,14.9,89.84,0.02,67.55,172.25,68.02,33.3,77.49,94,38.3,52.73,38.87,146.76,85.59,97.02,21.73,4.58,0.50667,73.42,377923,68.44,1.39,59.69,71697.17,43.39,0.2,66.27,292833.33,62.95,0.84,24.27,6.64,44.82,27029.31,63.8,40102.85,59.22,1645.33,60.34,463186.8,51.37,1.752,87.81,2930.6,81.55,0.011092,89.84,-1.58733,77.87,-1.40335,87.45,-2.41058,89.84,-1.82967,65.42,17.4,71.32,49.6,89.84,42,65.24,2.44,85.59,1058.91,70.41,100.18,66.08,0.81,72.82,24.88,70.86,68.46,57.82,0.37,62.14,0.44,73.35,4.1,65.42,4451.06,80.51,9235.29,71.32,18033.11,70,63,69.7,63,100,4,75.09,218.57,60.65,8.7
"Albania","ALB",5.83,2.36,14.42,9.32,12.37,26.01,52.43,13.88,35.56,0.54,5.02,0.72,56.48,46.55,52.03,7.95,42.52,2.71,2.03,59.85,26.61,0.01,0.18,25.93,41.65,48.2,52.79,71.32,34.81,0.57,49.45,37.83,26.59,45.54,37.12,0.4,38.57,0.01,52.37,0.01,56.67,56.29,46.36,52.26,41.63,54.65,49.53,42.98,1.47,39.9,15952.12,65.67,0.5562,35.48,2320.02,42.68,0.08089,0.01,0,0.01,0,30.75,81.33,32.8,0.00284,27.02,2.12,25.38,7e-05,0.01,0,0.01,0,50.47,14943.89,69.44,0.52105,52.02,12055.07,70.94,0.42032,50.86,5891.59,69.89,0.20542,24.55,18456.96,33.57,0.64354,22.19,12471.61,29.1,0.43485,22.19,9352.86,30.06,0.32611,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.05,220221.08,85.33,7.67846,0.01,0,0.01,0,0.01,0,0.01,0,25.11,13679.82,26.77,0.47698,37.12,75.64,46.73,12.31,44.21,9.2,52.56,12,52.56,7477.09,53.03,1742.12,63.18,210.27,80.51,993.4,38.18,90,31.73,93.51,0.01,100,32.8,57.7,53.98,3.37,45.3,781.96,30.78,8.8,46.49,121,24.27,44.43,29.14,99.87,44.09,37.47,60.57,14.13,0.24158,15.68,84,0.01,0,38.61,3671.92,38.53,0.13,0.01,0,0.01,0,0.01,1.05,41.57,25487.24,35.57,643.07,43.1,788.83,47.83,80645,57.34,2.678,0.01,0,0.01,0,59.49,-0.68779,53.98,-0.40662,54.7,-0.20322,57.92,-0.6463,49.3,119.5,43.59,420.1,43.59,309.5,62.65,5.08,38.87,20.21,44.58,16.7,58.85,3.15,47.67,55.19,58.17,86.5,54.6,0.58,48.37,1.86,46.02,30.69,38.58,21.1,47.2,1587.03,43.59,1061.91,13.3,98,0.01,99,24,95,46.97,2646.82,38.49,3
"Algeria","DZA",10.31,2.64,40.29,28,53.87,43.36,44.29,31.33,38.75,8.47,37.79,47.04,60.86,54.62,52.08,36.61,42.76,2.68,0.5,1.67,24.93,0.01,37.27,42.61,41.28,51.29,39.28,46.26,37.46,18.91,47.06,28.91,35.73,42.21,38.58,45.63,24.25,0.55,38.26,57.83,57.28,64.67,51.35,57.76,54.94,56.88,47.69,48.48,27.64,59.06,90290.56,53.37,0.27121,41.73,5472.65,28.3,0.01644,0.01,0,0.01,0,31.11,84.1,20.01,0.00025,24.3,0.86,0.01,0,0.01,0,0.01,0,23.64,56.96,19.81,0.00017,23.44,29.06,19.41,9e-05,0.01,0,0.01,0,34.53,75223.87,19.4,0.22595,33.89,61678.95,19.4,0.18526,31.01,31119.83,17.57,0.09347,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,59.61,1739347.15,33.33,5.22446,37.74,33560.72,30.44,0.10081,35.25,31.13,33.32,9e-05,51.71,309528.91,35.11,0.92973,42.21,74.17,40.38,13.34,53.86,7.2,48.84,12.6,45.06,12130.53,34.24,6997,46.26,36.03,46.26,4.57,36.37,91.61,38.58,86.3,23.57,97.65,15.17,98.7,50.23,8.4,44.09,806.71,26.22,6.4,31.88,132,35.89,50.3,35.57,130.9,47.2,41.87,47.9,7.69,0.24645,53.32,95729,39.05,0.28,38.03,3447.25,15.46,0.01,30.12,250,0.01,0,30.03,13.17,31.28,16714.21,47.2,10365.89,46.02,912.52,43.97,60368,33.29,0.186,58.53,402.2,57.14,0.001216,56.41,-0.55993,58.17,-0.56573,68.72,-1.14836,60.85,-0.77275,49.07,119.6,53.74,192.9,55.18,183.43,60.47,6.79,56.41,118.9,53.51,30.71,56.82,7.23,55.91,42.42,57.92,86.52,41.13,2.65,53.74,1.13,49.07,23.6,47.44,142.63,45.3,1386.23,53.03,3215.05,29.72,95,29.6,95,24,95,44.58,3240.85,41.02,3.7
"Andorra","AND",0.33,0.02,5.39,2.62,2.02,29.52,32.94,0.58,28.37,0.01,22.71,0.01,23.98,34.56,25.75,21.28,46.93,0.14,0.01,0.01,0.01,0.01,0.16,0.01,21.57,46.53,29.52,39.75,0.01,0.01,34.56,32.54,36.14,20.45,30.88,0.01,0.01,0.01,0.01,0.01,28.14,20.44,40.1,38.04,27.05,22.71,29.2,14.77,30.66,15.49,83.72,39.18,0.10695,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,15.87,6027.24,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,15.96,81.25,29.14,15.02,37.72,10.3,57.41,11.2,32.07,31655.02,27.18,10897.16,51.16,79.3,30.88,-171.71,0.01,100,0.01,100,0.01,100,0.01,100,26.09,224.06,45.78,768.04,22.55,5.53,46.97,120.25,34.91,49.65,37.42,139.68,33.89,26.26,59.49,13.28,0.20274,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,50.7,110.04,20.45,12703.85,20.45,149.73,12.55,266.27,0.01,0,0.01,0,0.01,0,0.01,0,29.14,1.26996,27.18,1.50825,13.53,1.34064,30.88,1.18282,33.89,301.1,47.44,338.6,38.3,399.26,37.78,865.68,25.51,6.28,28.68,4.86,16.65,2688.55,14.41,121.46,48.84,94.89,34.24,5.37,17.28,39.06,42.08,36.64,12.55,2.97,20.45,289.61,12.55,94.48,24.92,96,25.29,96,45.72,80,33.89,7696.24,65,9.82
"Angola","AGO",10.89,2.27,52.24,34.47,59.39,69.65,57.16,61.95,75.44,2.61,69.81,41.99,71.56,69.72,68.73,78.78,62.39,0.12,0.13,24.61,32,0.01,61.29,40.7,76.47,68.76,51.32,39.55,63.15,41.71,64.15,87.17,61.51,81.55,85.59,38.09,46.67,0.01,42.86,41.13,74.41,68.82,70.33,64.98,74.15,67.89,69.59,75.98,81.69,16.27,84.49,15.7,0.00042,0.01,0,0.01,0,0.01,0,0.01,0,25.07,28.73,17.48,0.00014,0.01,0,0.01,0,0.01,0,0.01,0,24.37,59.76,21.26,3e-04,25.65,54.79,21.98,0.00028,30.08,54.38,25.29,0.00027,36.15,81398.09,26.84,0.40907,37.46,73596.51,26.84,0.36986,37.79,59686.13,29.1,0.29995,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,54.16,1110998.72,36.68,5.58332,69.57,403323.16,63.87,2.0269,77.56,81364.11,77.46,0.4089,45.84,201408,36.14,1.01218,77.87,52.75,75.09,8.95,63.96,4.5,73.91,8.1,56.65,5346.13,46.49,2510.94,43.59,24.1,35.89,-55.87,68.68,47.96,58.07,37.26,48.81,37.5,35.65,43.3,65.76,0.56,62.58,237.33,85.81,49.3,88.56,86,58.43,61.86,64.76,280.06,81.55,92.98,24.91,4.89,0.47241,44.77,27012,32.41,0.13,55.29,39207.33,39.4,0.16,0.01,0,0.01,0,67.18,853.01,75.73,38843.26,68.32,49394.82,68.32,2204.31,48.24,83150,38.08,0.436,41.2,15,41.07,7.8e-05,77.11,-1.28969,71.8,-1.20641,61.99,-0.66603,76.4,-1.3659,67.93,15.4,72.82,46.82,64.43,112.8,65.54,2.35,66.46,426.37,82.72,147.8,63.2,1.16,68.72,28.08,72.05,67.82,62.06,0.23,77.11,0.14,70.41,4.54,80.51,10406.64,69.97,6251.36,77.87,23507.1,81.4,48,86.96,43,77.01,30,54.94,1522.08,70.84,12.2
"Antigua and Barbuda","ATG",3.02,1.2,7.6,9.1,2.5,19.33,46,4.48,46.08,0.13,50.46,0.01,34.98,44.59,33.86,8.63,24.71,2.51,38.15,0.01,0.01,3.15,2.06,59.08,40.94,43.9,42.45,58.7,31.45,0.01,26.75,47.97,45.94,40.51,52.56,0.01,24.51,0.01,0.01,0.01,34.89,35.07,46.57,44.53,42.74,29.8,38.47,40.3,1.85,22.76,631.51,100,0.82016,20.35,152.16,54.41,0.19762,0.01,0,0.01,0,28.24,42.75,62.9,0.05553,26.63,2.05,44.17,0.00266,29.81,1.8,49.47,0.00234,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,37.65,2848.94,100,3.7,41.71,231,62.47,0.3,0.01,0,0.01,0,15.31,5928.88,100,7.7,15.3,108.57,32.93,0.14101,0.01,0,0.01,0,38.6,75967.48,90.42,98.66103,38.01,75.45,44.09,12.68,44.21,9.2,43.59,13.3,36.2,24585.94,49.77,2068.8,53.74,97.36,64.11,363.93,24.92,97.44,39.68,85.15,0.01,100,0.01,100,44.82,26.97,15.96,1337.41,33.39,9.67,68.92,99,50.46,58.24,41.83,156.74,44.82,38.34,55.42,10.5,0.35504,0.01,0,0.01,0,17.34,83.33,34.65,0.09,0.01,0,0.01,0,55.91,180.22,46.97,27974.78,52.56,15456.96,46.97,963.32,0.01,0,0.01,0,0.01,0,0.01,0,30.88,1.15476,39.43,0.40521,35.57,0.80226,34.58,0.90676,45.06,171.4,48.14,329.8,45.06,296.39,44,422.14,46.02,42.48,39.7,11.36,40.55,297.34,45.3,61.7,14.41,111.93,45.22,1.5,24.27,20.01,51.86,19.73,46.26,111.63,32.82,676.73,43.1,939.31,0.01,99,13.49,98,47.14,78,28.2,9567.73,21.66,1.4
"Argentina","ARG",15.78,11.55,21.57,20.59,11.05,44.09,38.03,25.93,41.38,1.97,46.06,0.62,51.28,42.45,40.4,40.49,52.4,45.31,27.77,35.61,54.93,0.01,42.07,26.52,39.15,29.84,41.69,42.96,29.38,19.62,37.48,20.91,24.32,52.33,55.67,22.59,33.61,0.01,37.9,0.01,49.74,52.87,40.91,40.38,46.29,37.02,44.09,39.79,41.21,50.65,49675.09,42.44,0.12841,53.43,16254.42,34.75,0.04202,52.91,1627.94,40.95,0.00421,34.43,124.73,21.79,0.00032,31.9,14.45,23.81,4e-05,32.04,4.73,25.14,1e-05,41.96,3805.06,32.45,0.00984,41.06,1913.42,31.73,0.00495,38.22,460.6,30.08,0.00119,59.36,600510.71,51.6,1.55231,59.98,500479.39,50.72,1.29373,60.62,344286.19,48.61,0.88997,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,62.63,2481125.53,46.33,6.41367,34.01,22919.4,24.19,0.05925,50.46,5638.09,46.05,0.01457,36.49,60825.87,19.28,0.15723,39.15,74.87,39.15,13.49,37.72,10.3,23.6,16.3,41.31,16132.34,42.08,3680.39,39.7,5.2,46.49,8.26,23.91,97.84,36.09,90.92,23.92,97.39,16.1,98.2,39.15,65.52,35.89,1018.08,13.17,3.4,33.19,129,41.04,54.68,14.41,77.59,47.9,42.41,61.42,15.82,0.37612,29.61,4327,17.23,0.01,47.1,13047.08,23.98,0.03,0.01,0,0.01,0,57.92,276.23,40.78,24860.97,45.3,8589.76,42.08,729.56,44.71,61991.8,32.13,0.16,0.01,0,0.01,0,51.4,-0.34029,48.14,-0.01596,50,0.09886,55.91,-0.5916,31.28,339.3,53.51,199.83,36.82,415.17,44.29,416.14,48.6,57,44.09,15.65,42.82,212.46,43.59,66.5,27.18,104.91,61.51,0.24,48.6,1.85,28.68,66.41,42.59,76.27,33.19,686.26,44.58,1188.1,42.16,91,40.75,92,40.75,84,44.82,3233.82,61.27,8.8
"Armenia","ARM",2.16,0.23,20.32,17.17,11.28,43.33,51.97,33.72,38.54,0.56,39.43,0.59,54.38,44.74,43.07,42.22,44.74,48.16,0.01,0.01,28.89,0.01,2.76,0.01,47.78,40.04,50.45,75.56,30.75,18.95,53.79,41.27,34.9,37.42,43.84,32.67,0.01,0.54,0.01,34.9,56.81,52.06,38.01,51.05,46.16,46.6,39.8,46.58,38.26,42.63,24052.05,100,0.82016,43.42,8708,60.95,0.29694,30.22,36.67,36.61,0.00125,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.17,27193.43,38.45,0.92728,24.88,14887.84,31.97,0.50767,22.54,9992.89,31.01,0.34075,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.47,215748.04,66.38,7.35688,36.6,31332.39,54.66,1.06842,0.01,0,0.01,0,0.01,0,0.01,0,47.9,72.72,47.67,12.17,32.82,11,48.84,12.6,51.86,7959.66,49.07,2159.82,67.93,288.65,84.04,1152.92,25.42,97.28,37.2,89.69,17.59,99.23,20.41,94.2,58.96,1.33,49.07,639.84,32.41,9.3,52.56,114,35.57,50.06,34.24,122.84,39.7,30.07,62.88,17.29,0.28787,30.57,4695,34.92,0.16,0.01,0,0.01,0,28.97,66.67,0.01,0,26.65,8.17,49.07,28621.83,39.97,3565.25,46.26,913.95,0.01,0,0.01,0,34.4,0.2,35.4,6e-06,60.85,-0.74238,53.03,-0.37584,49.77,0.15045,54.46,-0.49838,37.72,267.2,38.3,514.2,37.72,406.8,69.08,1.21,43.84,34.86,48.6,21.54,69.33,0.34,39.97,73.98,36.51,100.46,33.85,5.45,47.9,1.93,38.87,45.93,42.34,71.65,53.27,2502.58,44.82,1206.6,44.22,88,42.91,90,29.52,93,44.33,3285.31,45.16,4.6
"Australia","AUS",19.57,31.8,12.04,9.27,6.83,27.58,20.88,1.17,35.08,2.41,33.22,0.5,23,27.76,25.11,28.35,29.47,23.57,63.91,27.16,35.52,49.61,6.74,67.62,13.45,13.89,31.62,32.18,9.66,0.01,32.76,0.59,31.68,38.3,35.57,36.43,38.53,0.01,25.41,0.01,19.42,27.25,28.57,35.74,20.95,21.44,29.4,20.71,38.82,30.88,4027.43,25.64,0.01909,18.93,67.55,16.32,0.00032,26.31,3.39,26.62,2e-05,75.86,10487.6,61.93,0.0497,66.71,2680.69,54.38,0.0127,70.82,2102.54,56.43,0.00996,32.23,448.05,24.91,0.00212,30.56,183,24.18,0.00087,28.49,38.68,23.74,0.00018,40.82,109053.51,30.06,0.51683,41.16,93361.19,30.06,0.44246,42.21,72846.86,31.33,0.34524,48.72,31829.96,43.55,0.15085,47.65,687.95,38.49,0.00326,61.9,44.29,61.9,0.00021,45.16,590323.63,17.73,2.79769,22.11,3014.23,16.77,0.01429,31.5,0.16,0.01,0,73.71,3316889.55,62.03,15.71956,12.55,81.48,14.41,16.18,28.68,11.4,6.73,19.1,30.46,34914.85,32.82,7837.57,30.25,0,34.24,-70.21,12.33,99.82,7.57,99.99,0.01,100,0.01,100,30.46,187.25,35.24,1020.76,0.01,2.5,35.08,128,31.68,47.99,31.68,112.5,38.3,28.69,66.11,19.2,0.23136,44.04,23620,30.13,0.11,48.08,14608,30.87,0.06,0.01,0,0.01,0,45.78,61.07,30.88,16233.24,27.18,247.13,31.68,445.39,30.85,5993.2,20.93,0.03,0.01,0,0.01,0,20.45,2.01092,18.45,1.82556,32.45,0.92879,22.89,1.76124,34.58,299.5,23.6,1016,40.25,352.01,31.73,2314.74,14.41,4.13,30.46,5.45,30.87,1147.68,47.44,55.28,6.73,114.62,50.47,0.88,40.11,4.92,12.55,92.16,26.65,6.74,10.16,149,32.82,256.31,40.3,92,40.75,92,35.62,89,26.09,10035.04,33.28,2.4
"Austria","AUT",1.29,0.17,9.83,5.91,5.06,31.8,29.67,0.42,31.03,0.62,29.98,0.4,13.79,23.45,33.53,32,29.97,39.32,0.01,0.01,54.85,0.01,0.16,0.01,25.66,29.66,26.07,39.07,0.28,0.01,27.68,0.39,27.18,37.72,29.14,51.96,0.45,0.01,15.67,0.01,18.35,10.36,25.7,20.11,24.94,30.83,36.47,19.61,52.21,43.33,25228.93,55.17,0.30579,41.31,5387.77,40.17,0.0653,29.78,34.02,31.28,0.00041,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,47.8,216347.29,60.62,2.62228,47.8,183959.31,61.96,2.22971,49.44,136088.91,64.16,1.64949,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,42.12,473925.07,38.26,5.7443,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.51,80.14,25.81,15.36,27.44,11.6,32.07,15.1,25.51,39343.1,26.65,11101.47,30.25,0,50.46,32.79,0.01,100,7.57,99.99,0.01,100,0.01,100,30.03,195.53,25.51,1194.87,0.01,2.5,15.22,145,27.18,45.61,27.18,95.41,27.7,22.9,77.11,24.86,0.18281,51.95,69663,51.97,0.84,20.2,129.5,0.01,0,0.01,0,0.01,0,52.33,127.09,23.6,13108.81,27.7,248.07,23.6,297.56,15.84,283.2,15.51,0.004,0.01,0,0.01,0,19.49,2.0134,17.28,1.87019,15.96,1.28375,6.73,1.96013,19.49,455.3,33.89,641.2,20.45,775,19.78,5138.25,22.89,5.58,27.18,4.66,24.62,1617.14,32.07,89.76,37.12,100.31,53.01,0.7,30.46,10.78,30.03,63.05,10.16,2.9,32.45,671.82,22.89,148.66,48.41,85,48.14,85,61.07,56,30.03,9025.37,29.91,2.2
