"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Samoa","WSM",2024,3.23,0.81,12.88,15.24,2.59,54.18,56.55,36.69,58.63,0.12,56.32,0.01,32.88,53.01,46.9,56.69,59.83,47.31,50.25,0.01,0.01,2.95,0.01,33.88,47.2,47.42,59.24,77.13,25.87,34.65,68.43,29.53,57.17,66.46,53.03,0.01,18.32,0.01,0.01,0.01,40.12,26.95,57.7,50.59,51.04,53.3,41.27,55.36,58.05,25.43,1572.96,100,0.82016,27.65,871.23,69.48,0.45427,34.41,123.04,66.71,0.06416,37.51,235.48,68.75,0.12278,35.36,57.27,63.63,0.02986,41.61,39.43,66.71,0.02056,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,37.13,3260.38,70.03,1.7,46.05,511.3,55.26,0.2666,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,22.41,9406.9,51.21,4.90486,46.97,72.77,47.44,11.69,39.7,11.37,56.65,12.44,61.13,5930.92,57.41,1595.93,77.87,923.14,76.4,1849.2,22.68,99.04,29.52,97.93,27.19,98.3,44.15,39.6,64.76,7.73,72.3,604.01,22.65,4.6,38.49,132,51.74,58.54,63.18,787.4,66.46,74.79,63.8,65.67,47.9,9.12,53.03,0.34009,0.01,0,0.01,0,15.53,14,21.6,0.01,0.01,0,0.01,0,46.73,117.76,70.41,35473.22,55.42,15081.71,55.18,1656.79,0.01,0,0.01,0,0.01,0,0.01,0,38.01,0.55392,42.34,0.3047,22.13,1.07861,32.82,0.94502,61.13,53.22,54.46,245.25,54.22,178.21,47.2,112.43,50,59.08,52.1,16.7,46.02,77.77,62.88,39.67,52.33,93.57,30.88,22.14,37.23,4.41,61.13,17.57,50.46,109.99,62.58,3146.24,53.74,1452.66,56.5,76,52.32,76,66.16,45,56.16,1963.04,63.75,12
"San Marino","SMR",2024,0.35,0.03,4.11,2.74,1.31,19.37,29.26,0.59,31.6,0.01,28.22,0.01,30.74,7.24,9.77,18.62,39.95,2.06,0.01,0.01,0.01,0.01,0.15,0.01,32.13,51.51,30.25,14.65,0.01,0.01,38.14,31.62,36.69,38.87,22.13,0.01,0.01,0.01,0.01,0.01,33.16,28.49,26.15,28.97,0.5,2.79,34.19,9.88,35.09,16.66,143.63,60.14,0.42016,17.13,36.6,44.82,0.10707,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,9.88,2632.17,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,30.46,80.88,33.89,15.16,46.02,10.52,57.66,12.4,28.2,61055.8,32.45,12392.87,31.88,0,6.73,-7149,0.01,100,0.01,100,0.01,100,0.01,100,32.45,362.45,44.82,1218.06,21.44,4.26,46.62,124.93,30.03,46.21,44.82,303.94,38.87,49.69,14.41,19.07,71.8,30.62,22.13,0.06839,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.7,54.26,28.2,12100.13,27.7,303.07,20.45,395.24,0.01,0,0.01,0,0.01,0,0.01,0,32.45,1.03171,33.89,0.86968,26.65,1.00613,30.46,1.10805,21.32,525.42,32.07,878.46,34.58,443.12,24.27,5497.28,24.91,4.47,0.01,1.7,30.03,1656.36,0.01,163.68,72.3,74.3,42.34,4.91,21.07,84.22,44.82,53.35,6.73,2.28,21.32,253.39,6.73,31.5,32.96,92,33.87,92,38.71,85,33.54,11908.56,47.59,5.9
"Sao Tome and Principe","STP",2024,0.67,0.02,22.26,16.56,12.79,52.07,59.42,55.34,55.63,0.15,45.34,0.75,49.99,55.81,50.08,41.96,67.19,0.01,0.13,0.01,0.01,0.01,0.15,0.01,58.36,59.37,61.56,58.45,56.35,50.85,61.56,53.19,38.12,68.32,66.11,0.01,30.49,0.01,56.04,0.01,51.66,48.38,59.12,53.36,55.1,55.13,45.5,55.84,31.53,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.06,4.02,31.12,0.00204,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.98,14251.84,61.39,7.23758,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,58.43,67.59,58.3,10.15,64.43,5.92,54.7,12.66,65.42,4110.55,57.92,1514.92,71.32,397.66,47.9,43.13,53.26,77.34,59.61,47.84,38.25,78.45,67.61,4.1,61.13,20.15,61.99,867.79,43.03,13.1,65.76,108,39.15,50.9,37.12,218.78,68.32,76.15,67.93,69.53,40.25,6.62,66.11,0.40466,0.01,0,0.01,0,23.51,238,39.53,0.1,0.01,0,0.01,0,25.51,11.04,39.97,19657.65,61.7,22022.14,67.18,2420.66,38.09,43933.6,82.46,19.692,0.01,0,0.01,0,41.83,0.28446,63.8,-0.84373,39.7,0.6078,58.96,-0.61407,61.7,45.61,56.65,210.59,50.7,220.83,56.16,8.81,60.3,146.24,50.35,15.4,59.62,1.52,60.3,44.46,46.61,96.81,35.89,10.85,39.08,3.09,67.18,12.4,60.3,614.37,52.1,1897.97,55.42,1731.67,19.94,97,31.19,93,50.39,69,63.49,1132.43,71.1,20.8
"Saudi Arabia","SAU",2024,9.34,5.25,16.63,7.84,19.98,29.37,31.68,4.05,38.07,0.15,40.45,4.16,44.5,43.08,45.67,22.48,24.67,26.46,0.01,45.47,23.29,0.14,58.61,47.65,38.57,40.51,24.73,26.07,30.22,0.01,33.86,26.3,61.11,22.89,39.43,35.04,0.01,0.01,0.42,41.17,39.32,50.36,42.59,46.58,40.31,37.04,56.31,42.99,11.76,32.15,8434.52,27.44,0.02284,26.61,797.44,19.43,0.00216,28.02,6.26,26.84,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,51.84,19450.96,42.29,0.05267,48.89,11422.98,42.98,0.03093,46.47,2383.63,41.3,0.00645,31.97,69883.9,17.19,0.18922,31.97,54809.96,17.19,0.1484,30.06,32553.15,17.57,0.08814,26.41,6.25,29.48,2e-05,0.01,0,0.01,0,0.01,0,0.01,0,59.21,2294093.52,43.49,6.21155,58.77,312779.54,50.6,0.84689,71.46,83416.38,74.11,0.22586,57.21,597412.33,39.68,1.61757,37.72,76.94,39.43,13.2,40.51,11.31,40.51,15.17,28.68,59873.09,21.32,23884.95,31.88,0,21.32,-2088.82,25.53,98.65,35.77,95.35,0.01,100,0.01,100,30.88,369.6,37.12,1323.8,19.17,3.8,36.07,134,64.76,65.05,57.66,494.64,22.89,40.36,48.6,36.42,15.96,3.94,39.43,0.21152,42.12,74410,29.15,0.2,0.01,0,0.01,0,0.01,0,0.01,0,34.24,35.79,38.87,19415.52,46.97,6991.71,42.84,1051.98,17.45,403.6,0.01,0,41.69,36.2,40.65,0.000106,41.31,0.35695,37.42,0.58305,56.9,-0.36299,44.58,0.29062,42.08,278.85,43.1,560.46,51.86,215,41.83,441.46,40.25,16.2,40.38,6.7,42.34,197.68,46.02,70.28,26.09,110.79,54.1,1.19,77.5,0.02,42.59,57.79,41.83,27.76,51.16,1830.9,37.12,180.69,12.88,98,12.29,98,10.27,98,27.7,14605.76,21.98,2.5
"Senegal","SEN",2024,5.66,1.05,30.5,39.77,12.47,57.21,65.79,45.74,60.52,8.26,66.17,0.56,49.63,69.81,64.35,53.86,54.02,0.01,2.37,1.66,44.54,0.01,2,41.3,63.71,76.68,63.87,60.04,51.31,44.19,53.13,36.33,49.74,70.86,62.88,25.42,38.93,0.57,31.6,0.01,46.96,52.45,75.44,70.41,64.06,70.7,58.57,65.33,44.41,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,50.35,1043.41,42.35,0.00642,31.48,19.22,26.35,0.00012,0.01,0,0.01,0,23.1,36.92,20.35,0.00023,22.34,18.59,19.78,0.00011,0.01,0,0.01,0,44,197118.65,45.85,1.21237,44.73,168019.29,46.62,1.0334,42.91,109252.12,43.27,0.67195,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.88,712570.94,26.62,4.38264,23.84,6714.61,22.45,0.0413,0.01,0,0.01,0,45.02,207427.19,37.89,1.27577,59.75,67.09,67.93,9.39,79.55,2.89,73.91,9.14,66.11,4057.97,61.7,1016.03,61.13,220.8,58.96,379.18,47.72,86.25,55.17,60.18,42.75,67.98,45.67,32.3,61.99,14.31,45.54,1204.34,27.74,5.7,47.59,124,51.4,58.42,48.14,341.43,70.86,80.48,71.32,74.81,33.89,5.67,62.88,0.38488,30.17,12166,21.42,0.07,41.83,12089,36.24,0.07,32.38,224.7,0.01,0,58.17,351.52,50,23324.51,73.35,38006.41,89.84,3512.66,29.06,9195.6,34.37,0.466,0.01,0,0.01,0,46.49,-0.02873,47.44,-0.00125,52.8,-0.1533,52.1,-0.2625,74.49,13.59,76.4,51.73,70.86,66.06,69.97,0.79,66.81,260.88,61.42,38.6,69.33,0.18,66.11,35.21,77.11,65.27,41.04,5.79,77.5,0.02,63.18,16.81,63.8,1206.15,66.11,3703.96,66.11,5701.42,40.63,88,40.87,88,52.76,66,59.49,1509.47,49.05,6.1
"Serbia","SRB",2024,1.68,0.17,16.62,10.97,9.65,43.35,49.57,4.33,43.29,0.51,33.57,0.48,50.44,37.17,42.31,37.51,51.34,44.74,0.01,0.01,55.97,0.01,0.17,0.01,47.95,41.74,44.2,68.26,32.57,0.57,38,0.5,41.87,48.14,40.25,36.25,0.37,0.01,23.06,0.01,49.76,51.13,34.36,40.09,37.27,42.33,42.29,41.62,33.81,47.4,43704.18,69.84,0.62557,45.19,11937.82,50.47,0.17087,31.58,66.4,33.63,0.00095,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,46.62,241970.28,65.8,3.46348,46.62,201715.03,66.67,2.88728,47.01,146497.96,68.57,2.09692,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,40.2,517593.06,68.02,7.40865,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,42.59,74.19,53.98,10.65,38.87,11.5,44.82,14.5,43.35,23812.02,45.06,5077.14,59.22,201.13,78.68,1990.71,35.54,95.68,29.84,97.91,0.01,100,32.29,82.9,37.42,292.34,38.58,1293.6,0.01,2.5,25.34,140,34.58,47.86,50.7,375,48.14,53.83,26.65,22.21,73.91,31.62,40.25,0.21672,36.45,36240,36.06,0.49,13.63,1,0.01,0,0.01,0,0.01,0,20.45,5.43,43.1,20910.39,36.82,908.39,39.15,899.81,26.19,5886.8,20.31,0.04,0.01,0,0.01,0,54.94,-0.45619,45.06,0.06567,53.03,-0.1729,49.3,-0.11329,35.57,347.23,33.19,806.13,30.03,531.74,53.51,22.87,37.72,10.18,36.82,5.5,53.98,8.63,24.91,113.47,56.41,89.93,36.2,10.76,56.74,0.35,36.82,69.69,34.24,10.76,60.3,2943.86,34.91,154.11,32.96,92,33.87,92,34.63,89,40.78,6053.75,64.64,12.4
"Seychelles","SYC",2024,2.57,1.03,6.39,4.25,2.38,25.81,39.39,1.52,47.32,0.01,49.05,0.01,33.44,40.16,48.65,25.95,13.62,0.01,30.29,37.79,0.01,2.15,0.12,43.08,49.87,44.48,39.03,27.82,0.58,0.01,27.55,33.66,57.84,33.19,55.18,0.01,0.01,0.01,0.01,0.01,29.1,38.42,45.93,44.87,31.42,50.92,46.48,42.58,15.81,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.77,42.09,59.26,0.04567,21.62,0.2,28.56,0.00022,24.73,0.16,33.15,0.00017,26.38,102.36,49.74,0.11105,25.65,64.38,52.02,0.06985,28.09,46.37,59.26,0.05031,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.98,3.63,33.52,0.00394,32.25,0.5,35.54,0.00054,0.01,0,0.01,0,12.14,4436.67,30.15,4.81341,0.01,0,0.01,0,0.01,0,0.01,0,27.1,23258.97,68.47,25.23401,50.93,71.29,48.84,11.54,41.31,11.2,47.9,13.89,41.04,28349.42,37.12,9142.08,31.88,0,24.27,-964.01,33.08,96.42,0.01,100,0.01,100,0.01,100,37.12,312.36,20.45,1711.24,21.79,4.3,51.99,120,61.42,62.54,54.46,434.08,33.19,45.47,46.73,33.61,52.33,11.86,55.18,0.35762,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,37.72,49.36,71.8,36355.37,45.06,6573,47.44,1262.23,0.01,0,0.01,0,0.01,0,0.01,0,23.6,1.69815,35.89,0.66217,36.2,0.7564,40.78,0.4602,51.4,157.72,41.04,604.6,41.83,341.99,48.14,83.52,20.45,3.33,48.26,13.9,48.14,49.53,45.06,73.11,60.85,86.91,46.02,3.25,33.69,8.3,64.76,15.28,50.7,110.74,30.88,479.46,49.3,877.53,19.94,97,19.28,97,10.27,98,29.59,13885.39,6.27,0.8
"Sierra Leone","SLE",2024,5.72,1.09,29.97,32.02,12.94,64.95,71.42,68.94,59.2,1.79,64.55,0.49,59.71,74.11,61.39,55.95,79.76,0.01,0.14,32.67,40.68,0.01,3.66,26.74,76.26,75.79,77.62,58.01,66.18,72.05,73.4,64.53,45.73,64.43,70.41,0.4,25,0.57,23.63,0.01,63.16,56.44,81.32,62.92,79.54,48.69,77.39,79.35,39.45,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,28.24,64.46,25.35,0.00095,0.01,0,0.01,0,0.01,0,0.01,0,33.57,776.18,35.67,0.01147,34.53,506.85,35.77,0.00749,28.88,53.6,28.49,0.00079,33.25,82311.86,46.24,1.21589,34.53,74877.55,47.4,1.10607,35.83,62646.98,50.28,0.92541,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,41.03,521265.28,100,7.7,64.87,426738.95,89.99,6.30368,0.01,0,0.01,0,28.1,28533.53,25.44,0.42149,73.91,60.06,78.68,8.85,77.11,3.52,74.49,9.02,75.73,2246.52,79.55,-63.06,63.18,246.86,53.27,147.75,61.36,65.34,71.37,22.92,66.79,27.49,77.73,1,91.37,0.02,58.96,977.02,60.44,27.8,68.89,104,47.44,57.11,44.09,293.75,64.43,72.75,65.42,67.33,31.28,5.42,70.41,0.42057,15.98,210,0.01,0,28.93,800,21.6,0.01,32.85,239.13,0.01,0,67.93,828.26,46.49,22338.68,79.55,44856.87,69.12,2602.99,25.54,4676,21.87,0.056,0.01,0,0.01,0,56.65,-0.56366,70.41,-1.16025,51.63,-0.0895,61.7,-0.82865,84.04,6.75,78.68,47.99,73.35,58.84,53.98,18.87,73.91,442.83,85.59,104.7,54.46,7.86,79.55,25.46,26.65,110.57,77.49,0.07,73.35,0.03,81.55,5.76,77.87,2695.84,78.68,5299.71,81.55,15478.17,35.62,91,36.35,91,47.4,73,82.72,218.61,76.91,42.9
"Singapore","SGP",2024,0.8,0.15,4.25,3.83,0.83,24.11,21.63,0.49,17.46,0.12,37.07,0.01,1.89,29.71,34.65,23.43,17.27,0.01,0.13,1.77,0.01,0.01,0.15,43.63,24.76,32.22,10.16,27.01,0.01,0.01,26.16,22.64,20.88,15.96,15.96,17.24,0.01,0.01,0.01,0.01,0.35,10.16,36.7,38.33,18.65,38.48,31.21,24.46,22.44,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,23.66,24.11,23.93,0.00054,0.01,0,0.01,0,0.01,0,0.01,0,23.46,38.41,23.09,0.00085,23.44,38.41,23.81,0.00085,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,32.59,238225.14,34.62,5.30213,0.01,0,0.01,0,0.01,0,0.01,0,42.28,123746.97,45.02,2.75421,22.13,82.75,27.7,16.08,36.2,11.92,28.68,16.9,10.16,107066.16,10.16,55154.94,31.88,0,22.89,-1367.08,0.01,100,0.01,100,0.01,100,0.01,100,28.2,396.04,24.27,1658.8,13.82,2.77,37.09,133.26,21.32,42.84,20.45,126.5,15.96,36.91,0.01,16.21,60.3,20.7,15.96,0.03838,21.21,1114,14.01,0.02,0.01,0,0.01,0,0.01,0,0.01,0,41.31,65.27,39.15,19431.12,35.57,869.56,32.82,640.75,0.01,0,0.01,0,0.01,0,0.01,0,12.55,2.09472,0.01,2.14483,10.16,1.45994,10.16,1.77928,41.04,287.51,32.82,806.83,46.97,265,31.28,3478.3,34.24,7.45,10.16,2.1,32.82,1141.55,42.84,77.96,40.51,101.17,42.59,4.89,41.31,1.65,17.28,97.1,32.45,9.54,31.28,483.89,14.41,47.5,19.94,97,19.28,97,29.38,92,6.73,26338.53,44.3,5.5
"Slovakia","SVK",2024,1.03,0.1,10.62,7.18,4.2,39.77,39.58,3.81,24,0.17,31.04,0.06,41.33,29.96,47.14,27.43,48.63,1.83,0.01,0.01,41.42,0.01,0.15,0.01,43.14,32.34,38.62,45.55,22.2,0.01,34.23,27.79,8.27,37.12,45.06,48.37,0.01,0.01,0.37,0.01,41.92,40.75,28.83,28.43,32.82,40.93,54.29,39.3,19.14,27.05,2607.9,31.33,0.04786,20.7,187.45,21.54,0.00344,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,36.15,94825.78,54.43,1.74021,33.57,69219.24,51.16,1.27028,32.61,41499.52,45.85,0.76158,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.05,270434.37,31.55,4.96291,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,41.31,74.91,45.06,12.15,24.27,13.01,43.1,14.72,36.82,40340.35,40.51,6351.65,31.88,0,65.09,692.54,15.4,99.79,31.99,97.54,0.01,100,0.01,100,33.89,342.58,34.58,1370.67,14.4,2.8,53.62,119,6.73,37,10.16,89.59,37.12,48.62,31.28,23.39,65.09,25.23,45.06,0.27947,45.87,108093,51,1.83,0.01,0,0.01,0,0.01,0,0.01,0,15.96,4.15,41.31,20198.43,36.2,878.02,38.87,866.7,13.33,50,0.01,0,0.01,0,0.01,0,43.1,0.2136,40.78,0.37862,43.35,0.44343,38.3,0.62254,24.27,462.92,34.24,785.01,25.51,609.81,31.68,3363.88,28.91,4.82,37.27,5.6,33.54,1094.11,40.51,81.09,50.46,94.8,68.12,0.2,51.32,0.59,45.78,50.73,34.91,11.31,45.06,1358.33,38.58,205.51,19.94,97,19.28,97,18.24,96,38.3,8236.59,61.75,10.9
"Slovenia","SVN",2024,2.1,0.31,14.24,10,7.92,36.48,33.02,1.56,29.68,2.05,31.85,0.54,33.71,27.26,36.33,31.32,42.65,2.56,0.01,0.01,32.76,0.01,0.17,20.14,31.67,26.88,32.63,42.78,23.12,0.01,38.13,0.67,20.38,51.51,24.91,32.46,26.67,0.01,29.12,0.01,33.14,34.29,34.41,30.35,19.39,32.61,40.47,27.44,35.74,33.42,9343.88,60.89,0.42802,31.85,1926.46,43.27,0.08825,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,24.22,23806.81,42.56,1.09052,25.21,19629.74,42.21,0.89918,25.21,15497.07,44.73,0.70987,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.52,163696.71,71.06,7.49846,0.01,0,0.01,0,0.01,0,0.01,0,19.28,3979.63,21.03,0.18229,31.28,80.69,32.07,15.3,27.7,12.88,26.09,17.41,32.45,50293.18,32.82,12034.43,31.88,0,57.41,314.2,18.93,99.5,28.23,98.31,0.01,100,0.01,100,35.89,323.39,40.51,1266.53,0.01,2.5,45.28,126,19.49,42.25,21.32,127.71,51.51,56.44,32.07,23.65,77.87,32.79,24.91,0.08354,29.87,11847,35.28,0.44,26.56,500,26.78,0.02,0.01,0,0.01,0,28.68,13.28,33.19,16013.69,31.28,527.84,34.58,694.69,51.38,300924.6,16.5,0.014,0.01,0,0.01,0,34.24,0.76738,32.07,1.06907,37.12,0.70664,31.68,0.97266,39.43,315.04,30.03,957.44,33.89,444.1,27.18,5035.23,26.09,4.53,14.41,2.2,26.65,1955.08,38.01,85.83,34.24,104.4,59.49,0.61,40.22,2.48,27.7,82.24,32.07,9.48,34.91,626.22,18.45,60.93,39.3,89,39.55,89,29.38,92,34.24,11085.26,53.12,7.4
"Solomon Islands","SLB",2024,14.74,9.62,22.57,17.83,12.42,51.89,63.2,59.46,58.66,0.13,62.94,0.67,49.21,58.08,54.35,49.03,52.43,54.1,61.33,36.93,0.01,2.43,55.49,46.28,54.7,67.01,74.41,58.5,63.07,47.99,71.16,58.02,53.23,65.76,57.66,0.01,0.39,0.53,45.27,0.01,50.22,48.23,62.51,56.41,55.55,60.22,49.06,64.77,37.11,29.93,4506.9,87.87,0.81633,36.22,3679.07,81.27,0.66639,42.98,743.61,75.39,0.13469,52.68,1361.96,75.61,0.24669,47.78,303.73,69.68,0.05501,53.23,284.54,75.39,0.05154,29.72,309.03,42.77,0.05597,31.73,301.53,49.49,0.05462,29.28,58.26,43.43,0.01055,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,36.61,3189.56,50.11,0.57772,32.78,1.85,33.86,0.00033,0.01,0,0.01,0,21.19,40374,64.41,7.31292,36.22,38212.02,100,6.92133,59.07,21982.3,100,3.98165,35.8,70870.93,59.83,12.83682,53.74,70.35,55.67,10.39,64.76,5.88,69.33,10.3,71.8,2668.76,77.11,32.42,71.8,420.1,47.67,36.94,59.61,67.45,66.74,35.02,39.21,76.35,58.73,8.7,72.82,1.41,69.54,669.63,51.19,19,65.76,108,47.2,57.05,60.03,571.13,65.76,74.15,66.11,68.11,38.01,6.04,57.66,0.36724,0.01,0,0.01,0,14.97,11,0.01,0,27.82,43.48,0.01,0,46.97,118.67,81.55,41219.8,66.11,31214.5,61.99,2076.72,37.14,34463.8,55.19,4.37,0.01,0,0.01,0,48.84,-0.18442,51.63,-0.21345,45.06,0.37951,51.63,-0.24193,67.18,22.09,58.17,193.61,58.17,143.92,54.7,14.36,57.66,122.25,53.51,18.8,54.22,8.09,59.62,44.65,67.55,80.42,38.58,6.8,48.21,0.95,63.49,16.63,61.42,790.08,75.73,5069.1,58.43,2584.11,39.3,89,39.55,89,32.88,90,70.41,543.8,39.04,4.9
