"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Democratic People's Republic of Korea","PRK",2024,12.38,7.22,21.23,11.04,13.83,62.69,53.6,60.62,24.23,0.04,52.08,0.86,73.93,41.6,55.14,72.21,61.89,1.88,0.54,54.12,51.03,3.21,2.15,52.78,43.46,57.56,65.93,50.06,43.29,50.29,72.37,85.72,35.52,29.59,13.53,0.01,0.48,0.01,73.7,0.01,80.51,67.88,43.56,30.88,53.52,62.12,48.95,52.15,100,36.29,12612.59,31.76,0.05393,21.06,214.71,18,0.00092,0.01,0,0.01,0,40.36,364.39,27.49,0.00156,22.38,0.61,0.01,0,0.01,0,0.01,0,53.84,29227.94,55.05,0.12497,54.1,19013.01,54.1,0.0813,52.99,8832.58,54.69,0.03777,50.28,313284.95,48.61,1.33956,51.16,287004.36,49.44,1.22719,53.45,240426.6,53.45,1.02803,62.21,255955.7,62.84,1.09443,60.25,20690.04,46.84,0.08847,0.01,0,0.01,0,51.28,1253214.64,35.04,5.35856,25.57,9026.62,21.76,0.0386,0.01,0,0.01,0,59.14,750561.84,47.11,3.20929,46.02,73.28,41.04,12.94,51.16,9.18,64.76,11.1,65.76,4101.92,66.11,636.7,54.46,136.72,46.02,27.6,40.25,93.89,46.57,84.77,49.18,52.63,51.43,13.9,56.16,43.21,93.27,231.02,79.02,45.5,92.98,83,38.01,49.79,33.19,181.86,29.59,44.12,39.43,27.24,57.92,16.88,13.53,0.02941,0.01,0,0.01,0,23.16,197,0.01,0,0.01,0,0.01,0,43.84,85.65,75.73,39717.57,46.26,6941.65,47.9,1300.2,71.61,3098000,75.85,12.492,0.01,0,0.01,0,85.59,-1.6061,75.73,-1.46299,57.92,-0.41222,79.55,-1.66109,37.42,337.18,50.7,359.12,15.96,895.27,59.75,4.19,56.9,106.7,50.35,15.4,68.32,0.21,52.8,55.71,66.46,82.56,34.58,12.06,68.79,0.06,49.3,38.42,40.25,25.33,82.72,5873.43,42.59,415.52,100,0,100,0,100,0,60.57,1460.28,63.23,11.94
"Democratic Republic of Congo","COD",2024,9.87,1.37,71.04,68.89,73.82,70.5,64.92,77,69.32,62.94,71.16,65.65,80.73,75.91,67.65,66.16,78.28,48.16,0.01,0.03,51.04,0.01,70.58,17.45,74.2,66.12,79.24,45.69,90.1,68.24,78.93,72.43,54.82,84.04,72.3,46.81,59.14,90.08,66.84,64.49,82.72,78.79,70.91,78.81,78.27,65.61,69.76,66.02,66.3,65.22,204734.45,44.89,0.17903,58.77,50951.41,35.3,0.04456,53.79,2213.75,38.18,0.00194,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.65,0.24,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,61.96,1017189.26,38.12,0.8895,63.4,936989.38,39.79,0.81937,65.8,818469.75,45.1,0.71573,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,74.85,8117858.19,58.85,7.0988,84.88,2121893.4,63.87,1.85553,81.83,151340.54,63.27,0.13234,21.03,7861.53,14.48,0.00687,78.68,59.19,69.97,9.27,60.03,7.21,72.82,9.58,87.45,1285.72,71.8,313.47,47.9,67.18,43.59,13.22,100,35.12,81.18,16.17,70.03,20.77,66.5,4.3,81.55,0.33,76.4,503.42,70.25,35.3,74.68,99,56.41,60.35,53.27,407,84.04,97.86,84.04,92.08,34.91,5.78,72.3,0.42658,60.24,536907,36.38,0.55,67.8,423004,51.58,0.43,100,900725.87,81.14,4.04,60.3,425.06,70.86,35490.03,89.84,58761.47,66.81,2407.29,76.99,5441523.2,58.03,5.504,67.22,1441.2,61.87,0.001674,82.72,-1.54447,82.72,-1.74592,77.11,-1.97775,80.51,-1.67243,72.3,16.57,69.54,76.57,73.91,58.3,84.04,0.33,78.68,547.36,77.87,79,85.59,0.02,63.49,38.88,51.98,93.61,47.9,2.46,100,0,70.86,10.04,65.76,1477.38,64.43,3609.74,67.93,6662.05,67.38,65,63.02,66,68.62,42,87.45,204.97,70.08,19.1
"Denmark","DNK",2024,0.98,0.18,5.36,3.51,1.61,27.31,24.84,0.51,2.71,0.57,27.07,0.06,2.19,31.77,31.48,24.29,26.64,0.01,0.01,57.06,0.01,0.01,0.18,52.23,30.19,23.18,17.86,30.48,0.41,0.01,28.37,0.58,36.35,54.46,0.01,45.63,0.4,0.01,0.32,0.01,0.32,14.95,27.35,41.28,28.39,28.6,34.65,32.9,17.93,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,51.21,18758.02,65.31,0.32164,49.49,12238.64,65.14,0.20985,50.19,5297.98,63.8,0.09084,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.55,445385.63,80.48,7.63692,0.01,0,0.01,0,0.01,0,0.01,0,50.73,384098.11,53.77,6.58604,29.14,81.38,31.28,15.53,25.21,12.96,21.32,18.77,18.45,80531.85,17.28,29035.77,31.88,0,29.14,-508.21,0.01,100,16.96,99.6,0.01,100,0.01,100,19.49,446.84,41.31,1261.04,0.01,2.5,33.92,135,38.58,50.43,34.24,193.19,54.46,57.6,35.89,25.31,74.49,32.29,0.01,0.01779,43.04,83308,48.38,1.39,16.09,20,0.01,0,0.01,0,0.01,0,43.59,85.25,22.13,11177.32,23.6,242.78,23.6,413.83,10.04,0.6,0.01,0,0.01,0,0.01,0,0.01,2.40274,10.16,1.99061,33.19,0.86501,6.73,1.90031,28.68,420.15,26.09,1068.87,47.9,251,35.57,1205.53,27.44,4.66,29.37,3.6,37.42,383.53,32.07,98.48,19.49,114.88,35.24,11,44.29,1.32,26.65,83.98,35.24,11.53,28.68,408.23,35.24,154.62,19.94,97,12.29,98,23.52,94,20.45,16947.11,34.71,4.1
"Djibouti","DJI",2024,10.82,4.25,27.53,30.76,14.51,46.73,60.51,56.47,48.83,2.77,59.61,0.74,62.85,65.67,59.98,63.68,26.71,58.73,0.15,22.99,11.07,0.01,22.58,49.55,65.36,76.98,52.22,51.04,53.76,48.79,70.81,54.74,53.61,47.44,45.78,45.17,46.93,0.01,54.26,0.01,62,63.71,66.37,63.81,66.88,71.86,50.07,59.66,67.98,32.78,9155.28,89.2,0.81992,40.9,7386.9,78.49,0.66155,52.91,1973.23,82.65,0.17672,27.18,50.05,39.73,0.00448,0.01,0,0.01,0,0.01,0,0.01,0,21.65,18.97,24.18,0.0017,21.98,15.41,26.77,0.00138,22.35,0.43,21.45,4e-05,11.07,21.69,11.07,0.00194,11.07,10.56,11.07,0.00095,11.07,1.11,11.07,1e-04,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.47,13611.35,11.36,1.21899,16.4,402.55,20.35,0.03605,41.97,402.55,47.65,0.03605,41.52,115662.13,59.14,10.35835,67.93,62.3,62.88,9.7,74.49,3.89,79.55,8.03,60.85,6006.85,44.82,5134.44,51.16,99.2,50.93,91.51,53.7,76.17,53.82,66.91,44.38,65.44,53.63,10.3,62.28,14.01,80.51,463.27,46.87,16.8,63.92,109,55.67,60.1,51.63,381.15,47.44,53.68,54.94,46.71,41.57,6.97,45.78,0.28873,35.27,30527,57.84,2.64,38.02,6086,57.92,0.54,0.01,0,0.01,0,70.41,1243.93,51.16,24043.89,54.94,14926.97,63.8,2250.73,43.28,110433.6,68.02,10.574,0.01,0,0.01,0,61.42,-0.79328,62.58,-0.78616,59.75,-0.50842,67.93,-1.10204,64.11,38.3,68.72,92.47,62.88,114.73,64.76,1.37,65.09,234.49,68.72,54.1,65.09,0.51,61.13,42.22,93.27,53.05,33.54,13.96,53.5,0.47,69.97,10.7,63.18,1171.58,54.22,2026.44,61.99,3957.26,72.03,59,67.04,59,65.05,48,57.92,1739.69,12.32,1.2
"Dominica","DMA",2024,2.69,0.79,9.17,7.16,2.47,43.62,58.8,14.85,42.34,0.01,50.91,0.01,31.5,47.95,39.75,41.23,50.64,2.31,34.03,0.01,0.01,2.88,0.16,54.53,47.89,50.11,69.55,71.61,40.33,0.54,53.12,42.01,59.56,24.91,51.16,0.01,0.01,0.01,0.01,0.01,43.45,22.84,44.91,44.7,54.91,42.62,37.08,50.28,33.81,20.34,554.63,86.62,0.81552,19.29,71.99,44.14,0.10586,0.01,0,0.01,0,21.19,9.62,48.73,0.01415,28.62,6.63,52.11,0.00975,26.39,0.42,38.18,0.00062,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.15,1156.15,70.03,1.7,39.74,204.03,62.47,0.3,0.01,0,0.01,0,14.11,5236.67,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,34.77,65835.55,85.53,96.80465,46.73,72.81,49.07,11.51,50.93,9.19,49.3,13.55,51.86,13504.06,93.27,-235.29,81.55,1326.74,62.88,569.87,33.69,96.28,48.29,81.94,0.01,100,29.54,86.7,45.3,194.48,62.28,858.57,31.31,6.7,56.36,117,52.8,58.78,67.18,1228.31,24.91,41.15,41.04,27.71,54.7,13.44,51.16,0.32234,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,51.63,174.42,59.22,27200.06,43.35,6004.73,50.7,1418.69,0.01,0,0.01,0,0.01,0,0.01,0,38.3,0.53931,49.3,-0.09709,14.41,1.29823,36.2,0.73329,50.46,175.78,39.97,616.38,44.82,298,44.58,257.76,49.77,57.97,60.57,35.9,43.1,156.46,31.28,99.54,57.41,89.68,35.57,10.94,28.15,16.83,50.93,35.5,50.93,121.63,48.14,1506.52,51.86,1159.79,32.96,92,33.87,92,34.63,89,51.63,2780.61,49.66,6.2
"Dominican Republic","DOM",2024,13.33,7.05,25.2,27.78,12.5,46.06,48.16,37.14,55.58,2.91,57.2,0.71,49.22,55.94,51.05,48.79,39.23,2.65,2.19,26.17,16.62,3.47,3.57,27.6,41.26,50.22,42.52,61.07,37.46,26.14,55.29,35.13,61.71,45.3,61.42,45.98,53.38,0.01,50.97,0.01,51.22,47.29,53.57,55.79,58.58,53.12,49.07,52.32,45.5,48.98,50380.59,59.4,0.42011,36.98,4245.63,32.38,0.0354,0.01,0,0.01,0,41.63,393.86,35.28,0.00328,30.24,7.42,24.57,6e-05,0.01,0,0.01,0,32.01,483.52,28.62,0.00403,24.91,60.62,22.71,0.00051,26.54,19.16,23.37,0.00016,17.94,7504.59,14.87,0.06258,18.67,6442.07,14.87,0.05372,18.67,5454.51,15.26,0.04548,59.71,215716.05,74.59,1.79879,63.27,35976.95,62.47,0.3,0.01,0,0.01,0,47.42,916846.16,82.43,7.64528,67.06,459188.88,78.54,3.82903,0.01,0,0.01,0,30.75,38256.09,24.77,0.319,47.44,72.61,35.89,13.7,51.4,9.15,49.07,13.56,44.33,21921.01,40.78,6284.24,48.37,73.83,77.11,1875.7,32.46,96.75,43.22,88.68,27.59,98.1,24.77,92.8,50,106.84,61.13,903.91,29.44,6.3,41.92,130,60.85,61.95,62.58,779.98,45.3,52.7,52.1,41.39,51.63,11.31,61.42,0.38013,47.5,118013,44.5,1.04,52.78,53792,53.99,0.48,0.01,0,0.01,0,62.88,542.22,54.94,25202.69,60.57,19696.01,51.16,1432.95,53.51,372293.6,48.55,2.62,0.01,0,0.01,0,53.98,-0.43961,48.6,-0.06773,46.02,0.32811,48.6,-0.09218,49.77,178.42,57.66,200.63,57.41,153.44,54.22,18.2,57.16,107.35,60.03,33,52.8,12.18,48.14,66.54,58.96,88.57,41.31,5.4,68.79,0.06,41.57,58.52,54.94,293.82,44.82,1321.74,58.17,2550.24,40.63,88,40.87,88,56.74,59,39.43,7578.19,39.04,4.9
"Ecuador","ECU",2024,23.81,14.57,38.9,28.5,45.47,45.43,48.38,14.97,53.77,10.3,46.89,34.08,56.22,49.06,56.9,51.75,31.84,60.08,65.88,34.23,47.8,0.01,42.14,51.13,42.44,47.02,51.73,53.06,37.64,0.48,53,52.49,64.2,39.97,60.57,61.27,34.26,0.52,36.31,31.98,55.91,56.54,50.14,48.53,48.54,47.92,67.56,43.71,61.27,58.47,108622.64,69.21,0.61584,56.62,34442.09,53.91,0.19527,63.76,5871.81,59.71,0.03329,72.09,10047.9,63.93,0.05697,71.86,4810.2,61.22,0.02727,68.85,2197.98,58.56,0.01246,35.17,1197.04,31.28,0.00679,36.61,834.41,32.91,0.00473,35.96,345.99,33.73,0.00196,47.4,245015.01,49.44,1.38912,47.01,205404.41,48.61,1.16455,46.62,142288.09,47.8,0.80671,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,52.53,1349460.7,83.12,7.65083,28.69,15528.27,29.04,0.08804,40.65,217.07,37.88,0.00123,56.01,530654.44,46.68,3.00857,45.06,73.67,39.97,13.15,52.21,8.97,42.34,14.86,53.03,12618.53,50.46,3187.17,46.26,41.94,60.85,458.37,35.24,95.7,40.2,92.27,0.01,100,23.41,94.5,47.44,148.51,59.22,971.65,44.27,13.9,62.23,111,57.41,61.04,71.8,1684.2,39.97,50.43,50.7,38.65,52.1,11.78,60.57,0.37574,61.83,566296,60.72,3.14,38.39,6357,30.58,0.04,27.38,18.39,0.01,0,55.18,257.1,39.7,19602.53,65.09,28913.59,33.89,672.45,41.95,86779.2,31.43,0.244,31.95,0.4,32.02,2e-06,58.17,-0.62993,53.74,-0.30855,53.74,-0.2393,59.49,-0.62022,47.2,217.46,53.27,267.28,60.16,130,39.15,640.38,50.93,65.75,46.26,12.5,41.57,214.2,58.43,45.62,45.3,97.84,80.02,0.05,85.08,0.01,45.3,53.02,46.73,67.21,35.57,651.8,50.23,921.83,62.04,70,67.04,59,55.3,60,51.86,2735.79,19.55,2.3
"Egypt","EGY",2024,18.78,10.74,32.83,16.01,46.24,47.8,56.18,12.05,54.77,0.64,44.37,32.09,59.05,52.17,53.59,32.36,62.98,31.64,49.1,75.46,84.02,0.01,3.07,54.59,59.02,51,53.36,62.03,28.53,0.38,55.54,35.02,44.23,57.66,64.43,43.25,0.01,0.62,19.15,53.76,58.32,59.79,55.79,54.19,46.96,46.36,61.95,54.7,19.14,52.4,74464.02,35.92,0.07768,33.65,2299.05,19.78,0.0024,28.9,28.83,27.7,3e-05,58.88,2676.27,32.61,0.00279,61.58,2039.06,42.08,0.00213,61.35,1225.24,45.9,0.00128,77.52,518551.66,69.44,0.54093,77.3,430550.26,72.78,0.44913,79.76,299314.4,76.42,0.31223,80.2,7697624.39,90.76,8.02978,80.2,5987224.8,90.76,6.24557,80.2,3218479.38,82.77,3.35736,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,71.37,6479577.78,52.22,6.75917,57.31,307350.77,38.9,0.32061,0.01,0,0.01,0,67.39,2346677.54,44.22,2.44794,54.46,70.22,63.96,9.61,48.6,9.85,53.51,12.91,50.7,14596.86,56.16,1925.35,56.65,184.2,67.93,884.62,25.2,98.77,32.29,97.53,0.01,100,14.09,99.9,50.93,97.63,60.57,932.06,32.69,7.2,37.52,133,47.67,57.14,41.04,264.44,57.66,60.5,59.49,52.74,44.58,7.76,64.43,0.38893,57.37,384362,32.61,0.32,0.01,0,0.01,0,39,1355.65,0.01,0,22.89,6.47,64.43,31547.45,52.1,11447.7,50.46,1410.34,25.87,5327,14.18,0.006,59.34,539.2,48.71,0.00052,60.03,-0.67881,56.65,-0.44755,68.32,-1.02806,52.33,-0.26377,55.91,94.64,55.67,231.61,57.92,146.14,50.7,49.31,41.04,16.82,53.74,19,30.88,1552.64,60.57,44.07,53.27,93.35,56.41,0.97,85.08,0.01,49.54,37.82,53.03,165.9,60.03,2943.07,51.4,1100.79,19.94,97,19.28,97,18.24,96,54.94,2295.63,72.2,23.5
"El Salvador","SLV",2024,14.94,7.3,30.56,45.22,11.91,53.01,59.15,31.4,52.97,38.28,50.18,0.63,56.67,47.31,64.6,51.57,44.71,56.42,39.39,1.56,23.42,0.17,3.25,24.57,48.65,60.43,57.03,73.01,33.85,25.78,26.9,41.43,63.95,40.65,57.16,26.19,36.58,58.54,39.89,0.01,56.66,56.68,46.56,48.28,47.12,54.49,76.59,46.72,56.93,49.39,55241.83,100,0.82016,49.03,15731.44,57.2,0.23356,44.21,947,52.7,0.01406,37.12,232.18,36.86,0.00345,40.55,111.26,39,0.00165,42.18,50.79,40.95,0.00075,19.84,6.23,18.71,9e-05,20.15,6.23,19.41,9e-05,0.01,0,0.01,0,23.55,18340.25,22.54,0.27229,24.55,16327.34,22.54,0.24241,24.55,13076.84,22.88,0.19415,49.47,40338.46,50.82,0.59889,0.01,0,0.01,0,0.01,0,0.01,0,40.75,518632.37,100,7.7,46.11,119072.21,62.93,1.76783,0.01,0,0.01,0,25.77,16888.59,23.43,0.25074,52.1,70.75,45.42,12.11,60.57,7.15,60.3,11.91,55.91,10460.35,58.17,1482.66,62.28,241.84,85.59,2533.73,25.85,98.59,44.33,87.55,27.98,97.89,23.75,93.8,50.23,105.87,14.41,1816.27,33.9,7.7,50.63,121,56.16,60.13,72.82,1735.72,40.65,50.69,50,38.3,52.92,12.39,57.16,0.36622,28.62,9971,23.97,0.11,36.92,4644,36.24,0.07,55.24,84303.7,62.04,1.15,52.56,195.77,55.67,25251.41,57.92,16945.48,37.42,822.16,36.52,32139.6,43.57,1.77,0.01,0,0.01,0,59.22,-0.64208,54.22,-0.32033,52.56,-0.15312,61.13,-0.74135,40.51,291.3,53.51,263.53,62.28,116,37.42,844.98,48.37,42.79,45.9,12.4,40.25,234.17,58.17,45.77,69.12,78.23,100,0.01,85.08,0.01,52.8,32.52,52.8,157.66,40.51,974.71,47.67,734.64,57.82,75,55.15,74,57.87,58,55.42,2224,36.07,4.4
"Equatorial Guinea","GNQ",2024,3.25,0.86,12.31,10.68,3.58,48.77,53.38,58.74,66.9,0.01,66.1,0.01,69.74,65.83,59.58,64.73,30.08,1.79,0.12,0.01,24.72,0.01,47.8,13.29,73.65,57.22,47.56,40.51,58.54,46.23,75.11,58.57,59,63.8,79.55,0.01,0.01,0.01,0.01,0.01,77.95,62.39,67.68,60.4,69.8,62.66,56.65,55.38,75.66,22.08,718.33,32.18,0.05592,19.65,88.73,23.63,0.00691,0.01,0,0.01,0,16.52,0.07,16.39,1e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.57,6985,31.01,0.54381,18.31,6438.59,32.61,0.50127,19.4,5591.71,36.15,0.43534,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.12,90475.47,57.08,7.04384,34.01,30490.31,67.06,2.37378,47.07,4091.7,77.46,0.31855,12.9,28.76,13.7,0.00224,72.82,60.59,74.49,9,55.79,8.28,58.69,12.13,52.8,12786.54,42.84,5588.23,44.58,16.38,36.82,-56.45,63.27,63.99,54.16,66.07,43.28,66.79,49.39,21.9,74.49,1.08,75.73,533.43,52.78,20,65,108.24,61.7,62.61,56.41,467.18,63.8,71.28,64.27,65.93,30.88,5.35,79.55,0.44869,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,79.55,5752.05,60.57,27979.33,65.42,29410.86,60.57,1959.83,0.01,0,0.01,0,0.01,0,0.01,0,84.04,-1.60172,72.3,-1.29639,51.4,-0.07425,75.73,-1.40626,63.8,39.27,71.8,64.26,56.9,154.73,64.11,1.39,63.18,212.33,77.11,76.8,63.49,0.84,59.22,44.82,65.42,82.89,44.82,3.82,59.02,0.28,68.72,11.68,59.49,547.95,46.49,1427.67,61.42,3783.06,75.36,53,70.95,55,81.01,13,43.84,4940.82,20.64,2.4
"Eritrea","ERI",2024,7.47,2.3,24.26,18.3,14.67,53.2,63.82,66.77,56.3,0.14,61.18,0.63,76.74,65.3,70.64,45.86,46.47,32.38,0.03,1.97,26.32,0.01,37.32,17.84,57.3,77.15,74.93,50.07,75.52,51.42,75.58,67.72,43.18,67.93,60.85,27.36,0.01,0.01,0.01,39.64,77.94,75.56,69.65,61.31,65.2,71.94,69.36,70.44,29.86,30.57,5195.51,41.63,0.12399,27.3,858.49,29.55,0.02049,30.67,56.32,36.61,0.00134,15.42,0.03,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.75,119.76,27.87,0.00286,26.77,111,29.41,0.00265,0.01,0,0.01,0,22.19,16136.23,26.84,0.3851,24.22,15919.47,28.13,0.37992,24.88,15466.6,32.93,0.36911,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.63,280155.49,51.18,6.68599,25.92,10517.09,36.98,0.25099,38.76,180.95,41.04,0.00432,17.84,2757.14,17.84,0.0658,60.03,66.54,54.7,10.55,69.54,5.09,85.59,7.32,77.11,1954.13,72.82,302.16,60.3,209.78,41.57,-0.25,72.89,56.73,78.24,18.15,49.84,52.51,53.06,10.5,73.35,1.38,77.87,497.47,58.97,26.29,77.76,97.59,44.45,55.43,41.95,267.47,67.93,76.09,66.81,69.02,41.83,7.07,60.85,0.37625,25.4,6115,29.47,0.21,0.01,0,0.01,0,0.01,0,0.01,0,58.43,356.66,61.13,28200.62,56.41,16353.34,69.54,2639.3,0.01,0,0.01,0,35.68,5,44.05,0.000148,74.49,-1.2821,81.55,-1.7304,67.93,-0.97029,84.04,-1.77139,76.4,11.72,63.49,133.05,63.18,111.51,59.49,4.35,69.54,321.55,61.13,38.1,62.58,0.96,77.87,25.99,76.4,66.22,60.85,0.52,65.26,0.12,84.04,5.12,78.68,2764.29,65.76,3690,67.55,6594.37,26.3,95,26.16,95,38.71,85,78.68,309.91,27.45,3.23
"Estonia","EST",2024,1.77,0.43,7.3,5.57,1.91,36.56,32.99,0.55,41.08,0.18,39.88,0.01,29.26,23.76,35.79,31.03,44.01,0.01,0.01,1.56,27.28,0.01,2.25,30.7,36.17,24.24,32.73,41.3,0.48,0.01,27.95,0.66,36.74,55.67,33.89,61.22,0.01,0.01,0.01,0.01,27.18,31.5,28.6,32.76,14.32,29.59,43.29,20.28,47.48,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.47,6.14,22.36,0.00044,17.94,0.63,18.31,5e-05,0.01,0,0.01,0,22.88,16707.91,45.48,1.20671,22.19,13423.68,43.63,0.96951,16.43,3084.83,24.88,0.2228,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.54,105474.58,79.26,7.61776,20,1620.5,31.15,0.11704,0.01,0,0.01,0,25.11,16483.17,37.54,1.19048,37.12,77.14,35.24,13.76,15.96,13.55,36.82,15.94,34.24,46761.43,31.28,13195.7,31.88,0,53.51,174.21,0.01,100,23.23,99.06,0.01,100,0.01,100,27.7,397.59,28.2,1524.12,0.01,2.5,44.18,127,38.3,50.31,35.24,200.84,55.67,58.7,37.72,26.04,77.11,32.66,33.89,0.1545,46.51,108695,80.57,8.12,0.01,0,0.01,0,0.01,0,0.01,0,58.96,358.72,36.2,18666.99,32.45,760.07,36.51,779.02,0.01,0,0.01,0,0.01,0,0.01,0,27.18,1.54468,27.18,1.34313,36.51,0.72372,27.18,1.42639,32.07,383.24,25.51,1117.93,35.24,434.79,30.46,3978.01,30.46,5.18,6.73,2,24.91,1991.37,32.82,97.86,31.68,105.78,63.03,0.34,39.66,3.03,32.45,73.15,20.45,5.54,23.6,273.18,17.28,59.97,45.21,85,45.99,85,51.48,68,32.82,12195.89,59.01,10
